district,state,date,fire_count,year,month,day,day_of_season
Gurdaspur,Punjab,2025-10-11,1,2025,10,11,11
Hoshiarpur,Punjab,2025-10-11,0,2025,10,11,11
Jalandhar,Punjab,2025-10-11,1,2025,10,11,11
Kapurthala,Punjab,2025-10-11,0,2025,10,11,11
Ludhiana,Punjab,2025-10-11,1,2025,10,11,11
Malerkotla,Punjab,2025-10-11,1,2025,10,11,11
Mansa,Punjab,2025-10-11,0,2025,10,11,11
Moga,Punjab,2025-10-11,0,2025,10,11,11
Pathankot,Punjab,2025-10-11,1,2025,10,11,11
Patiala,Punjab,2025-10-11,0,2025,10,11,11
Rupnagar,Punjab,2025-10-11,0,2025,10,11,11
S A S Nagar,Punjab,2025-10-11,0,2025,10,11,11
Sangrur,Punjab,2025-10-11,0,2025,10,11,11
Shahid Bhagat Singh Nagar,Punjab,2025-10-11,0,2025,10,11,11
Sri Muktsar Sahib,Punjab,2025-10-11,0,2025,10,11,11
Tarn Taran,Punjab,2025-10-11,12,2025,10,11,11
Ambala,Haryana,2025-10-12,0,2025,10,12,12
Bhiwani,Haryana,2025-10-12,0,2025,10,12,12
Charkhi Dadri,Haryana,2025-10-12,0,2025,10,12,12
Faridabad,Haryana,2025-10-12,1,2025,10,12,12
Fatehabad,Haryana,2025-10-12,0,2025,10,12,12
Gurugram,Haryana,2025-10-12,1,2025,10,12,12
Hisar,Haryana,2025-10-12,3,2025,10,12,12
Jhajjar,Haryana,2025-10-12,4,2025,10,12,12
Jind,Haryana,2025-10-12,4,2025,10,12,12
Kaithal,Haryana,2025-10-12,0,2025,10,12,12
Karnal,Haryana,2025-10-12,0,2025,10,12,12
Kurukshetra,Haryana,2025-10-12,1,2025,10,12,12
Mahendragarh,Haryana,2025-10-12,0,2025,10,12,12
Nuh,Haryana,2025-10-12,0,2025,10,12,12
Palwal,Haryana,2025-10-12,0,2025,10,12,12
Panchkula,Haryana,2025-10-12,0,2025,10,12,12
Panipat,Haryana,2025-10-12,0,2025,10,12,12
Rewari,Haryana,2025-10-12,0,2025,10,12,12
Rohtak,Haryana,2025-10-12,1,2025,10,12,12
Sirsa,Haryana,2025-10-12,1,2025,10,12,12
Sonipat,Haryana,2025-10-12,1,2025,10,12,12
Yamunanagar,Haryana,2025-10-12,0,2025,10,12,12
Amritsar,Punjab,2025-10-12,10,2025,10,12,12
Barnala,Punjab,2025-10-12,0,2025,10,12,12
Bathinda,Punjab,2025-10-12,0,2025,10,12,12
Faridkot,Punjab,2025-10-12,0,2025,10,12,12
Fatehgarh Sahib,Punjab,2025-10-12,0,2025,10,12,12
Fazilka,Punjab,2025-10-12,0,2025,10,12,12
Ferozepur,Punjab,2025-10-12,3,2025,10,12,12
Gurdaspur,Punjab,2025-10-12,2,2025,10,12,12
Hoshiarpur,Punjab,2025-10-12,0,2025,10,12,12
Jalandhar,Punjab,2025-10-12,0,2025,10,12,12
Kapurthala,Punjab,2025-10-12,3,2025,10,12,12
Ludhiana,Punjab,2025-10-12,0,2025,10,12,12
Malerkotla,Punjab,2025-10-12,0,2025,10,12,12
Mansa,Punjab,2025-10-12,1,2025,10,12,12
Moga,Punjab,2025-10-12,0,2025,10,12,12
Pathankot,Punjab,2025-10-12,0,2025,10,12,12
Patiala,Punjab,2025-10-12,0,2025,10,12,12
Rupnagar,Punjab,2025-10-12,0,2025,10,12,12
S A S Nagar,Punjab,2025-10-12,0,2025,10,12,12
Sangrur,Punjab,2025-10-12,1,2025,10,12,12
Shahid Bhagat Singh Nagar,Punjab,2025-10-12,0,2025,10,12,12
Sri Muktsar Sahib,Punjab,2025-10-12,0,2025,10,12,12
Tarn Taran,Punjab,2025-10-12,12,2025,10,12,12
Ambala,Haryana,2025-10-13,0,2025,10,13,13
Bhiwani,Haryana,2025-10-13,0,2025,10,13,13
Charkhi Dadri,Haryana,2025-10-13,0,2025,10,13,13
Faridabad,Haryana,2025-10-13,2,2025,10,13,13
Fatehabad,Haryana,2025-10-13,0,2025,10,13,13
Gurugram,Haryana,2025-10-13,0,2025,10,13,13
Hisar,Haryana,2025-10-13,2,2025,10,13,13
Jhajjar,Haryana,2025-10-13,4,2025,10,13,13
Jind,Haryana,2025-10-13,2,2025,10,13,13
Kaithal,Haryana,2025-10-13,1,2025,10,13,13
Karnal,Haryana,2025-10-13,0,2025,10,13,13
Kurukshetra,Haryana,2025-10-13,0,2025,10,13,13
Mahendragarh,Haryana,2025-10-13,0,2025,10,13,13
Nuh,Haryana,2025-10-13,0,2025,10,13,13
Palwal,Haryana,2025-10-13,0,2025,10,13,13
Panchkula,Haryana,2025-10-13,0,2025,10,13,13
Panipat,Haryana,2025-10-13,2,2025,10,13,13
Rewari,Haryana,2025-10-13,0,2025,10,13,13
Rohtak,Haryana,2025-10-13,0,2025,10,13,13
Sirsa,Haryana,2025-10-13,0,2025,10,13,13
Sonipat,Haryana,2025-10-13,0,2025,10,13,13
Yamunanagar,Haryana,2025-10-13,0,2025,10,13,13
Amritsar,Punjab,2025-10-13,5,2025,10,13,13
Barnala,Punjab,2025-10-13,0,2025,10,13,13
Bathinda,Punjab,2025-10-13,0,2025,10,13,13
Faridkot,Punjab,2025-10-13,0,2025,10,13,13
Fatehgarh Sahib,Punjab,2025-10-13,0,2025,10,13,13
Fazilka,Punjab,2025-10-13,0,2025,10,13,13
Ferozepur,Punjab,2025-10-13,7,2025,10,13,13
Gurdaspur,Punjab,2025-10-13,0,2025,10,13,13
Hoshiarpur,Punjab,2025-10-13,0,2025,10,13,13
Jalandhar,Punjab,2025-10-13,0,2025,10,13,13
Kapurthala,Punjab,2025-10-13,1,2025,10,13,13
Ludhiana,Punjab,2025-10-13,2,2025,10,13,13
Malerkotla,Punjab,2025-10-13,0,2025,10,13,13
Mansa,Punjab,2025-10-13,0,2025,10,13,13
Moga,Punjab,2025-10-13,0,2025,10,13,13
Pathankot,Punjab,2025-10-13,0,2025,10,13,13
Patiala,Punjab,2025-10-13,0,2025,10,13,13
Rupnagar,Punjab,2025-10-13,0,2025,10,13,13
S A S Nagar,Punjab,2025-10-13,0,2025,10,13,13
Sangrur,Punjab,2025-10-13,1,2025,10,13,13
Shahid Bhagat Singh Nagar,Punjab,2025-10-13,0,2025,10,13,13
Sri Muktsar Sahib,Punjab,2025-10-13,0,2025,10,13,13
Tarn Taran,Punjab,2025-10-13,4,2025,10,13,13
Ambala,Haryana,2025-10-14,0,2025,10,14,14
Bhiwani,Haryana,2025-10-14,0,2025,10,14,14
Charkhi Dadri,Haryana,2025-10-14,0,2025,10,14,14
Faridabad,Haryana,2025-10-14,2,2025,10,14,14
Fatehabad,Haryana,2025-10-14,2,2025,10,14,14
Gurugram,Haryana,2025-10-14,1,2025,10,14,14
Hisar,Haryana,2025-10-14,4,2025,10,14,14
Jhajjar,Haryana,2025-10-14,2,2025,10,14,14
Jind,Haryana,2025-10-14,7,2025,10,14,14
Kaithal,Haryana,2025-10-14,0,2025,10,14,14
Karnal,Haryana,2025-10-14,0,2025,10,14,14
Kurukshetra,Haryana,2025-10-14,0,2025,10,14,14
Mahendragarh,Haryana,2025-10-14,0,2025,10,14,14
Nuh,Haryana,2025-10-14,1,2025,10,14,14
Palwal,Haryana,2025-10-14,0,2025,10,14,14
Panchkula,Haryana,2025-10-14,0,2025,10,14,14
Panipat,Haryana,2025-10-14,0,2025,10,14,14
Rewari,Haryana,2025-10-14,0,2025,10,14,14
Rohtak,Haryana,2025-10-14,0,2025,10,14,14
Sirsa,Haryana,2025-10-14,4,2025,10,14,14
Sonipat,Haryana,2025-10-14,0,2025,10,14,14
Yamunanagar,Haryana,2025-10-14,0,2025,10,14,14
Amritsar,Punjab,2025-10-14,7,2025,10,14,14
Barnala,Punjab,2025-10-14,0,2025,10,14,14
Bathinda,Punjab,2025-10-14,4,2025,10,14,14
Faridkot,Punjab,2025-10-14,0,2025,10,14,14
Fatehgarh Sahib,Punjab,2025-10-14,1,2025,10,14,14
Fazilka,Punjab,2025-10-14,2,2025,10,14,14
Ferozepur,Punjab,2025-10-14,6,2025,10,14,14
Gurdaspur,Punjab,2025-10-14,4,2025,10,14,14
Hoshiarpur,Punjab,2025-10-14,0,2025,10,14,14
Jalandhar,Punjab,2025-10-14,0,2025,10,14,14
Kapurthala,Punjab,2025-10-14,0,2025,10,14,14
Ludhiana,Punjab,2025-10-14,0,2025,10,14,14
Malerkotla,Punjab,2025-10-14,0,2025,10,14,14
Mansa,Punjab,2025-10-14,0,2025,10,14,14
Moga,Punjab,2025-10-14,0,2025,10,14,14
Pathankot,Punjab,2025-10-14,0,2025,10,14,14
Patiala,Punjab,2025-10-14,1,2025,10,14,14
Rupnagar,Punjab,2025-10-14,0,2025,10,14,14
S A S Nagar,Punjab,2025-10-14,1,2025,10,14,14
Sangrur,Punjab,2025-10-14,0,2025,10,14,14
Shahid Bhagat Singh Nagar,Punjab,2025-10-14,1,2025,10,14,14
Sri Muktsar Sahib,Punjab,2025-10-14,0,2025,10,14,14
Tarn Taran,Punjab,2025-10-14,20,2025,10,14,14
Ambala,Haryana,2025-10-15,0,2025,10,15,15
Bhiwani,Haryana,2025-10-15,0,2025,10,15,15
Charkhi Dadri,Haryana,2025-10-15,0,2025,10,15,15
Faridabad,Haryana,2025-10-15,3,2025,10,15,15
Fatehabad,Haryana,2025-10-15,1,2025,10,15,15
Gurugram,Haryana,2025-10-15,0,2025,10,15,15
Hisar,Haryana,2025-10-15,3,2025,10,15,15
Jhajjar,Haryana,2025-10-15,2,2025,10,15,15
Jind,Haryana,2025-10-15,5,2025,10,15,15
Kaithal,Haryana,2025-10-15,0,2025,10,15,15
Karnal,Haryana,2025-10-15,0,2025,10,15,15
Kurukshetra,Haryana,2025-10-15,2,2025,10,15,15
Mahendragarh,Haryana,2025-10-15,0,2025,10,15,15
Nuh,Haryana,2025-10-15,0,2025,10,15,15
Palwal,Haryana,2025-10-15,0,2025,10,15,15
Panchkula,Haryana,2025-10-15,0,2025,10,15,15
Panipat,Haryana,2025-10-15,1,2025,10,15,15
Rewari,Haryana,2025-10-15,0,2025,10,15,15
Rohtak,Haryana,2025-10-15,0,2025,10,15,15
Sirsa,Haryana,2025-10-15,3,2025,10,15,15
Sonipat,Haryana,2025-10-15,1,2025,10,15,15
Yamunanagar,Haryana,2025-10-15,0,2025,10,15,15
Amritsar,Punjab,2025-10-15,12,2025,10,15,15
Barnala,Punjab,2025-10-15,0,2025,10,15,15
Bathinda,Punjab,2025-10-15,1,2025,10,15,15
Faridkot,Punjab,2025-10-15,0,2025,10,15,15
Fatehgarh Sahib,Punjab,2025-10-15,0,2025,10,15,15
Fazilka,Punjab,2025-10-15,0,2025,10,15,15
Ferozepur,Punjab,2025-10-15,3,2025,10,15,15
Gurdaspur,Punjab,2025-10-15,0,2025,10,15,15
Hoshiarpur,Punjab,2025-10-15,0,2025,10,15,15
Jalandhar,Punjab,2025-10-15,0,2025,10,15,15
Kapurthala,Punjab,2025-10-15,0,2025,10,15,15
Ludhiana,Punjab,2025-10-15,2,2025,10,15,15
Malerkotla,Punjab,2025-10-15,0,2025,10,15,15
Mansa,Punjab,2025-10-15,0,2025,10,15,15
Moga,Punjab,2025-10-15,0,2025,10,15,15
Pathankot,Punjab,2025-10-15,0,2025,10,15,15
Patiala,Punjab,2025-10-15,3,2025,10,15,15
Rupnagar,Punjab,2025-10-15,0,2025,10,15,15
S A S Nagar,Punjab,2025-10-15,0,2025,10,15,15
Sangrur,Punjab,2025-10-15,1,2025,10,15,15
Shahid Bhagat Singh Nagar,Punjab,2025-10-15,0,2025,10,15,15
Sri Muktsar Sahib,Punjab,2025-10-15,0,2025,10,15,15
Tarn Taran,Punjab,2025-10-15,16,2025,10,15,15
Ambala,Haryana,2025-10-16,2,2025,10,16,16
Bhiwani,Haryana,2025-10-16,1,2025,10,16,16
Charkhi Dadri,Haryana,2025-10-16,0,2025,10,16,16
Faridabad,Haryana,2025-10-16,0,2025,10,16,16
Fatehabad,Haryana,2025-10-16,0,2025,10,16,16
Gurugram,Haryana,2025-10-16,0,2025,10,16,16
Hisar,Haryana,2025-10-16,3,2025,10,16,16
Jhajjar,Haryana,2025-10-16,2,2025,10,16,16
Jind,Haryana,2025-10-16,0,2025,10,16,16
Kaithal,Haryana,2025-10-16,1,2025,10,16,16
Karnal,Haryana,2025-10-16,0,2025,10,16,16
Kurukshetra,Haryana,2025-10-16,2,2025,10,16,16
Mahendragarh,Haryana,2025-10-16,0,2025,10,16,16
Nuh,Haryana,2025-10-16,0,2025,10,16,16
Palwal,Haryana,2025-10-16,1,2025,10,16,16
Panchkula,Haryana,2025-10-16,0,2025,10,16,16
Panipat,Haryana,2025-10-16,2,2025,10,16,16
Rewari,Haryana,2025-10-16,0,2025,10,16,16
Rohtak,Haryana,2025-10-16,0,2025,10,16,16
Sirsa,Haryana,2025-10-16,2,2025,10,16,16
Sonipat,Haryana,2025-10-16,0,2025,10,16,16
Yamunanagar,Haryana,2025-10-16,4,2025,10,16,16
Amritsar,Punjab,2025-10-16,16,2025,10,16,16
Barnala,Punjab,2025-10-16,0,2025,10,16,16
Bathinda,Punjab,2025-10-16,0,2025,10,16,16
Faridkot,Punjab,2025-10-16,1,2025,10,16,16
Fatehgarh Sahib,Punjab,2025-10-16,0,2025,10,16,16
Fazilka,Punjab,2025-10-16,2,2025,10,16,16
Ferozepur,Punjab,2025-10-16,9,2025,10,16,16
Gurdaspur,Punjab,2025-10-16,1,2025,10,16,16
Hoshiarpur,Punjab,2025-10-16,0,2025,10,16,16
Jalandhar,Punjab,2025-10-16,0,2025,10,16,16
Kapurthala,Punjab,2025-10-16,2,2025,10,16,16
Ludhiana,Punjab,2025-10-16,0,2025,10,16,16
Malerkotla,Punjab,2025-10-16,0,2025,10,16,16
Mansa,Punjab,2025-10-16,0,2025,10,16,16
Moga,Punjab,2025-10-16,1,2025,10,16,16
Pathankot,Punjab,2025-10-16,1,2025,10,16,16
Patiala,Punjab,2025-10-16,3,2025,10,16,16
Rupnagar,Punjab,2025-10-16,0,2025,10,16,16
S A S Nagar,Punjab,2025-10-16,1,2025,10,16,16
Sangrur,Punjab,2025-10-16,1,2025,10,16,16
Shahid Bhagat Singh Nagar,Punjab,2025-10-16,0,2025,10,16,16
Sri Muktsar Sahib,Punjab,2025-10-16,1,2025,10,16,16
Tarn Taran,Punjab,2025-10-16,28,2025,10,16,16
Ambala,Haryana,2025-10-17,0,2025,10,17,17
Bhiwani,Haryana,2025-10-17,0,2025,10,17,17
Charkhi Dadri,Haryana,2025-10-17,0,2025,10,17,17
Faridabad,Haryana,2025-10-17,2,2025,10,17,17
Fatehabad,Haryana,2025-10-17,0,2025,10,17,17
Gurugram,Haryana,2025-10-17,0,2025,10,17,17
Hisar,Haryana,2025-10-17,1,2025,10,17,17
Jhajjar,Haryana,2025-10-17,1,2025,10,17,17
Jind,Haryana,2025-10-17,0,2025,10,17,17
Kaithal,Haryana,2025-10-17,0,2025,10,17,17
Karnal,Haryana,2025-10-17,0,2025,10,17,17
Kurukshetra,Haryana,2025-10-17,1,2025,10,17,17
Mahendragarh,Haryana,2025-10-17,0,2025,10,17,17
Nuh,Haryana,2025-10-17,0,2025,10,17,17
Palwal,Haryana,2025-10-17,0,2025,10,17,17
Panchkula,Haryana,2025-10-17,0,2025,10,17,17
Panipat,Haryana,2025-10-17,0,2025,10,17,17
Rewari,Haryana,2025-10-17,0,2025,10,17,17
Rohtak,Haryana,2025-10-17,0,2025,10,17,17
Sirsa,Haryana,2025-10-17,8,2025,10,17,17
Sonipat,Haryana,2025-10-17,0,2025,10,17,17
Yamunanagar,Haryana,2025-10-17,0,2025,10,17,17
Amritsar,Punjab,2025-10-17,8,2025,10,17,17
Barnala,Punjab,2025-10-17,0,2025,10,17,17
Bathinda,Punjab,2025-10-17,4,2025,10,17,17
Faridkot,Punjab,2025-10-17,1,2025,10,17,17
Fatehgarh Sahib,Punjab,2025-10-17,0,2025,10,17,17
Fazilka,Punjab,2025-10-17,3,2025,10,17,17
Ferozepur,Punjab,2025-10-17,7,2025,10,17,17
Gurdaspur,Punjab,2025-10-17,2,2025,10,17,17
Hoshiarpur,Punjab,2025-10-17,0,2025,10,17,17
Jalandhar,Punjab,2025-10-17,4,2025,10,17,17
Kapurthala,Punjab,2025-10-17,0,2025,10,17,17
Ludhiana,Punjab,2025-10-17,0,2025,10,17,17
Malerkotla,Punjab,2025-10-17,0,2025,10,17,17
Mansa,Punjab,2025-10-17,0,2025,10,17,17
Moga,Punjab,2025-10-17,0,2025,10,17,17
Pathankot,Punjab,2025-10-17,0,2025,10,17,17
Patiala,Punjab,2025-10-17,4,2025,10,17,17
Rupnagar,Punjab,2025-10-17,0,2025,10,17,17
S A S Nagar,Punjab,2025-10-17,0,2025,10,17,17
Sangrur,Punjab,2025-10-17,4,2025,10,17,17
Shahid Bhagat Singh Nagar,Punjab,2025-10-17,1,2025,10,17,17
Sri Muktsar Sahib,Punjab,2025-10-17,0,2025,10,17,17
Tarn Taran,Punjab,2025-10-17,21,2025,10,17,17
Ambala,Haryana,2025-10-18,0,2025,10,18,18
Bhiwani,Haryana,2025-10-18,2,2025,10,18,18
Charkhi Dadri,Haryana,2025-10-18,0,2025,10,18,18
Faridabad,Haryana,2025-10-18,1,2025,10,18,18
Fatehabad,Haryana,2025-10-18,2,2025,10,18,18
Gurugram,Haryana,2025-10-18,0,2025,10,18,18
Hisar,Haryana,2025-10-18,2,2025,10,18,18
Jhajjar,Haryana,2025-10-18,0,2025,10,18,18
Jind,Haryana,2025-10-18,0,2025,10,18,18
Kaithal,Haryana,2025-10-18,1,2025,10,18,18
Karnal,Haryana,2025-10-18,0,2025,10,18,18
Kurukshetra,Haryana,2025-10-18,1,2025,10,18,18
Mahendragarh,Haryana,2025-10-18,0,2025,10,18,18
Nuh,Haryana,2025-10-18,0,2025,10,18,18
Palwal,Haryana,2025-10-18,1,2025,10,18,18
Panchkula,Haryana,2025-10-18,0,2025,10,18,18
Panipat,Haryana,2025-10-18,2,2025,10,18,18
Rewari,Haryana,2025-10-18,0,2025,10,18,18
Rohtak,Haryana,2025-10-18,0,2025,10,18,18
Sirsa,Haryana,2025-10-18,0,2025,10,18,18
Sonipat,Haryana,2025-10-18,0,2025,10,18,18
Yamunanagar,Haryana,2025-10-18,2,2025,10,18,18
Amritsar,Punjab,2025-10-18,6,2025,10,18,18
Barnala,Punjab,2025-10-18,0,2025,10,18,18
Bathinda,Punjab,2025-10-18,0,2025,10,18,18
Faridkot,Punjab,2025-10-18,0,2025,10,18,18
Fatehgarh Sahib,Punjab,2025-10-18,0,2025,10,18,18
Fazilka,Punjab,2025-10-18,0,2025,10,18,18
Ferozepur,Punjab,2025-10-18,10,2025,10,18,18
Gurdaspur,Punjab,2025-10-18,3,2025,10,18,18
Hoshiarpur,Punjab,2025-10-18,0,2025,10,18,18
Jalandhar,Punjab,2025-10-18,2,2025,10,18,18
Kapurthala,Punjab,2025-10-18,1,2025,10,18,18
Ludhiana,Punjab,2025-10-18,0,2025,10,18,18
Malerkotla,Punjab,2025-10-18,0,2025,10,18,18
Mansa,Punjab,2025-10-18,0,2025,10,18,18
Moga,Punjab,2025-10-18,0,2025,10,18,18
Pathankot,Punjab,2025-10-18,0,2025,10,18,18
Patiala,Punjab,2025-10-18,2,2025,10,18,18
Rupnagar,Punjab,2025-10-18,0,2025,10,18,18
S A S Nagar,Punjab,2025-10-18,1,2025,10,18,18
Sangrur,Punjab,2025-10-18,0,2025,10,18,18
Shahid Bhagat Singh Nagar,Punjab,2025-10-18,0,2025,10,18,18
Sri Muktsar Sahib,Punjab,2025-10-18,2,2025,10,18,18
Tarn Taran,Punjab,2025-10-18,30,2025,10,18,18
Ambala,Haryana,2025-10-19,1,2025,10,19,19
Bhiwani,Haryana,2025-10-19,0,2025,10,19,19
Charkhi Dadri,Haryana,2025-10-19,0,2025,10,19,19
Faridabad,Haryana,2025-10-19,0,2025,10,19,19
Fatehabad,Haryana,2025-10-19,4,2025,10,19,19
Gurugram,Haryana,2025-10-19,0,2025,10,19,19
Hisar,Haryana,2025-10-19,10,2025,10,19,19
Jhajjar,Haryana,2025-10-19,0,2025,10,19,19
Jind,Haryana,2025-10-19,4,2025,10,19,19
Kaithal,Haryana,2025-10-19,2,2025,10,19,19
Karnal,Haryana,2025-10-19,3,2025,10,19,19
Kurukshetra,Haryana,2025-10-19,3,2025,10,19,19
Mahendragarh,Haryana,2025-10-19,0,2025,10,19,19
Nuh,Haryana,2025-10-19,1,2025,10,19,19
Palwal,Haryana,2025-10-19,0,2025,10,19,19
Panchkula,Haryana,2025-10-19,0,2025,10,19,19
Panipat,Haryana,2025-10-19,4,2025,10,19,19
Rewari,Haryana,2025-10-19,0,2025,10,19,19
Rohtak,Haryana,2025-10-19,0,2025,10,19,19
Sirsa,Haryana,2025-10-19,1,2025,10,19,19
Sonipat,Haryana,2025-10-19,0,2025,10,19,19
Yamunanagar,Haryana,2025-10-19,1,2025,10,19,19
Amritsar,Punjab,2025-10-19,45,2025,10,19,19
Barnala,Punjab,2025-10-19,0,2025,10,19,19
Bathinda,Punjab,2025-10-19,0,2025,10,19,19
Faridkot,Punjab,2025-10-19,1,2025,10,19,19
Fatehgarh Sahib,Punjab,2025-10-19,4,2025,10,19,19
Fazilka,Punjab,2025-10-19,4,2025,10,19,19
Ferozepur,Punjab,2025-10-19,7,2025,10,19,19
Gurdaspur,Punjab,2025-10-19,4,2025,10,19,19
Hoshiarpur,Punjab,2025-10-19,0,2025,10,19,19
Jalandhar,Punjab,2025-10-19,0,2025,10,19,19
Kapurthala,Punjab,2025-10-19,0,2025,10,19,19
Ludhiana,Punjab,2025-10-19,1,2025,10,19,19
Malerkotla,Punjab,2025-10-19,0,2025,10,19,19
Mansa,Punjab,2025-10-19,0,2025,10,19,19
Moga,Punjab,2025-10-19,1,2025,10,19,19
Pathankot,Punjab,2025-10-19,0,2025,10,19,19
Patiala,Punjab,2025-10-19,6,2025,10,19,19
Rupnagar,Punjab,2025-10-19,0,2025,10,19,19
S A S Nagar,Punjab,2025-10-19,2,2025,10,19,19
Sangrur,Punjab,2025-10-19,2,2025,10,19,19
Shahid Bhagat Singh Nagar,Punjab,2025-10-19,0,2025,10,19,19
Sri Muktsar Sahib,Punjab,2025-10-19,2,2025,10,19,19
Tarn Taran,Punjab,2025-10-19,45,2025,10,19,19
Ambala,Haryana,2025-10-20,3,2025,10,20,20
Bhiwani,Haryana,2025-10-20,2,2025,10,20,20
Charkhi Dadri,Haryana,2025-10-20,0,2025,10,20,20
Faridabad,Haryana,2025-10-20,1,2025,10,20,20
Fatehabad,Haryana,2025-10-20,10,2025,10,20,20
Gurugram,Haryana,2025-10-20,1,2025,10,20,20
Hisar,Haryana,2025-10-20,13,2025,10,20,20
Jhajjar,Haryana,2025-10-20,0,2025,10,20,20
Jind,Haryana,2025-10-20,13,2025,10,20,20
Kaithal,Haryana,2025-10-20,2,2025,10,20,20
Karnal,Haryana,2025-10-20,4,2025,10,20,20
Kurukshetra,Haryana,2025-10-20,3,2025,10,20,20
Mahendragarh,Haryana,2025-10-20,0,2025,10,20,20
Nuh,Haryana,2025-10-20,1,2025,10,20,20
Palwal,Haryana,2025-10-20,4,2025,10,20,20
Panchkula,Haryana,2025-10-20,2,2025,10,20,20
Panipat,Haryana,2025-10-20,0,2025,10,20,20
Rewari,Haryana,2025-10-20,0,2025,10,20,20
Rohtak,Haryana,2025-10-20,0,2025,10,20,20
Sirsa,Haryana,2025-10-20,0,2025,10,20,20
Sonipat,Haryana,2025-10-20,0,2025,10,20,20
Yamunanagar,Haryana,2025-10-20,2,2025,10,20,20
Amritsar,Punjab,2025-10-20,20,2025,10,20,20
Barnala,Punjab,2025-10-20,0,2025,10,20,20
Bathinda,Punjab,2025-10-20,5,2025,10,20,20
Faridkot,Punjab,2025-10-20,0,2025,10,20,20
Fatehgarh Sahib,Punjab,2025-10-20,1,2025,10,20,20
Fazilka,Punjab,2025-10-20,7,2025,10,20,20
Ferozepur,Punjab,2025-10-20,18,2025,10,20,20
Gurdaspur,Punjab,2025-10-20,10,2025,10,20,20
Hoshiarpur,Punjab,2025-10-20,0,2025,10,20,20
Jalandhar,Punjab,2025-10-20,2,2025,10,20,20
Kapurthala,Punjab,2025-10-20,0,2025,10,20,20
Ludhiana,Punjab,2025-10-20,0,2025,10,20,20
Malerkotla,Punjab,2025-10-20,0,2025,10,20,20
Mansa,Punjab,2025-10-20,5,2025,10,20,20
Moga,Punjab,2025-10-20,0,2025,10,20,20
Pathankot,Punjab,2025-10-20,0,2025,10,20,20
Patiala,Punjab,2025-10-20,14,2025,10,20,20
Rupnagar,Punjab,2025-10-20,0,2025,10,20,20
S A S Nagar,Punjab,2025-10-20,4,2025,10,20,20
Sangrur,Punjab,2025-10-20,4,2025,10,20,20
Shahid Bhagat Singh Nagar,Punjab,2025-10-20,0,2025,10,20,20
Sri Muktsar Sahib,Punjab,2025-10-20,0,2025,10,20,20
Tarn Taran,Punjab,2025-10-20,34,2025,10,20,20
Ambala,Haryana,2025-10-21,2,2025,10,21,21
Bhiwani,Haryana,2025-10-21,1,2025,10,21,21
Charkhi Dadri,Haryana,2025-10-21,0,2025,10,21,21
Faridabad,Haryana,2025-10-21,0,2025,10,21,21
Fatehabad,Haryana,2025-10-21,0,2025,10,21,21
Gurugram,Haryana,2025-10-21,0,2025,10,21,21
Hisar,Haryana,2025-10-21,5,2025,10,21,21
Jhajjar,Haryana,2025-10-21,0,2025,10,21,21
Jind,Haryana,2025-10-21,5,2025,10,21,21
Kaithal,Haryana,2025-10-21,9,2025,10,21,21
Karnal,Haryana,2025-10-21,4,2025,10,21,21
Kurukshetra,Haryana,2025-10-21,4,2025,10,21,21
Mahendragarh,Haryana,2025-10-21,0,2025,10,21,21
Nuh,Haryana,2025-10-21,0,2025,10,21,21
Palwal,Haryana,2025-10-21,1,2025,10,21,21
Panchkula,Haryana,2025-10-21,1,2025,10,21,21
Panipat,Haryana,2025-10-21,0,2025,10,21,21
Rewari,Haryana,2025-10-21,0,2025,10,21,21
Rohtak,Haryana,2025-10-21,0,2025,10,21,21
Sirsa,Haryana,2025-10-21,2,2025,10,21,21
Sonipat,Haryana,2025-10-21,0,2025,10,21,21
Yamunanagar,Haryana,2025-10-21,0,2025,10,21,21
Amritsar,Punjab,2025-10-21,19,2025,10,21,21
Barnala,Punjab,2025-10-21,0,2025,10,21,21
Bathinda,Punjab,2025-10-21,2,2025,10,21,21
Faridkot,Punjab,2025-10-21,2,2025,10,21,21
Fatehgarh Sahib,Punjab,2025-10-21,6,2025,10,21,21
Fazilka,Punjab,2025-10-21,4,2025,10,21,21
Ferozepur,Punjab,2025-10-21,31,2025,10,21,21
Gurdaspur,Punjab,2025-10-21,11,2025,10,21,21
Hoshiarpur,Punjab,2025-10-21,1,2025,10,21,21
Jalandhar,Punjab,2025-10-21,3,2025,10,21,21
Kapurthala,Punjab,2025-10-21,18,2025,10,21,21
Ludhiana,Punjab,2025-10-21,0,2025,10,21,21
Malerkotla,Punjab,2025-10-21,0,2025,10,21,21
Mansa,Punjab,2025-10-21,5,2025,10,21,21
Moga,Punjab,2025-10-21,2,2025,10,21,21
Pathankot,Punjab,2025-10-21,0,2025,10,21,21
Patiala,Punjab,2025-10-21,18,2025,10,21,21
Rupnagar,Punjab,2025-10-21,1,2025,10,21,21
S A S Nagar,Punjab,2025-10-21,7,2025,10,21,21
Sangrur,Punjab,2025-10-21,10,2025,10,21,21
Shahid Bhagat Singh Nagar,Punjab,2025-10-21,5,2025,10,21,21
Sri Muktsar Sahib,Punjab,2025-10-21,4,2025,10,21,21
Tarn Taran,Punjab,2025-10-21,36,2025,10,21,21
Ambala,Haryana,2025-10-22,1,2025,10,22,22
