district,state,date,fire_count,year,month,day,day_of_season
Patiala,Punjab,2023-10-29,177,2023,10,29,29
Rupnagar,Punjab,2023-10-29,15,2023,10,29,29
S A S Nagar,Punjab,2023-10-29,7,2023,10,29,29
Sangrur,Punjab,2023-10-29,324,2023,10,29,29
Shahid Bhagat Singh Nagar,Punjab,2023-10-29,13,2023,10,29,29
Sri Muktsar Sahib,Punjab,2023-10-29,47,2023,10,29,29
Tarn Taran,Punjab,2023-10-29,237,2023,10,29,29
Ambala,Haryana,2023-10-30,8,2023,10,30,30
Bhiwani,Haryana,2023-10-30,0,2023,10,30,30
Charkhi Dadri,Haryana,2023-10-30,0,2023,10,30,30
Faridabad,Haryana,2023-10-30,0,2023,10,30,30
Fatehabad,Haryana,2023-10-30,30,2023,10,30,30
Gurugram,Haryana,2023-10-30,0,2023,10,30,30
Hisar,Haryana,2023-10-30,10,2023,10,30,30
Jhajjar,Haryana,2023-10-30,2,2023,10,30,30
Jind,Haryana,2023-10-30,16,2023,10,30,30
Kaithal,Haryana,2023-10-30,12,2023,10,30,30
Karnal,Haryana,2023-10-30,11,2023,10,30,30
Kurukshetra,Haryana,2023-10-30,4,2023,10,30,30
Mahendragarh,Haryana,2023-10-30,0,2023,10,30,30
Nuh,Haryana,2023-10-30,0,2023,10,30,30
Palwal,Haryana,2023-10-30,1,2023,10,30,30
Panchkula,Haryana,2023-10-30,0,2023,10,30,30
Panipat,Haryana,2023-10-30,2,2023,10,30,30
Rewari,Haryana,2023-10-30,0,2023,10,30,30
Rohtak,Haryana,2023-10-30,3,2023,10,30,30
Sirsa,Haryana,2023-10-30,14,2023,10,30,30
Sonipat,Haryana,2023-10-30,1,2023,10,30,30
Yamunanagar,Haryana,2023-10-30,2,2023,10,30,30
Amritsar,Punjab,2023-10-30,89,2023,10,30,30
Barnala,Punjab,2023-10-30,51,2023,10,30,30
Bathinda,Punjab,2023-10-30,79,2023,10,30,30
Faridkot,Punjab,2023-10-30,66,2023,10,30,30
Fatehgarh Sahib,Punjab,2023-10-30,51,2023,10,30,30
Fazilka,Punjab,2023-10-30,20,2023,10,30,30
Ferozepur,Punjab,2023-10-30,173,2023,10,30,30
Gurdaspur,Punjab,2023-10-30,50,2023,10,30,30
Hoshiarpur,Punjab,2023-10-30,5,2023,10,30,30
Jalandhar,Punjab,2023-10-30,51,2023,10,30,30
Kapurthala,Punjab,2023-10-30,54,2023,10,30,30
Ludhiana,Punjab,2023-10-30,80,2023,10,30,30
Malerkotla,Punjab,2023-10-30,14,2023,10,30,30
Mansa,Punjab,2023-10-30,139,2023,10,30,30
Moga,Punjab,2023-10-30,76,2023,10,30,30
Pathankot,Punjab,2023-10-30,0,2023,10,30,30
Patiala,Punjab,2023-10-30,98,2023,10,30,30
Rupnagar,Punjab,2023-10-30,4,2023,10,30,30
S A S Nagar,Punjab,2023-10-30,8,2023,10,30,30
Sangrur,Punjab,2023-10-30,335,2023,10,30,30
Shahid Bhagat Singh Nagar,Punjab,2023-10-30,14,2023,10,30,30
Sri Muktsar Sahib,Punjab,2023-10-30,14,2023,10,30,30
Tarn Taran,Punjab,2023-10-30,208,2023,10,30,30
Ambala,Haryana,2023-10-31,5,2023,10,31,31
Bhiwani,Haryana,2023-10-31,0,2023,10,31,31
Charkhi Dadri,Haryana,2023-10-31,0,2023,10,31,31
Faridabad,Haryana,2023-10-31,1,2023,10,31,31
Fatehabad,Haryana,2023-10-31,26,2023,10,31,31
Gurugram,Haryana,2023-10-31,0,2023,10,31,31
Hisar,Haryana,2023-10-31,16,2023,10,31,31
Jhajjar,Haryana,2023-10-31,1,2023,10,31,31
Jind,Haryana,2023-10-31,19,2023,10,31,31
Kaithal,Haryana,2023-10-31,10,2023,10,31,31
Karnal,Haryana,2023-10-31,14,2023,10,31,31
Kurukshetra,Haryana,2023-10-31,4,2023,10,31,31
Mahendragarh,Haryana,2023-10-31,0,2023,10,31,31
Nuh,Haryana,2023-10-31,0,2023,10,31,31
Palwal,Haryana,2023-10-31,3,2023,10,31,31
Panchkula,Haryana,2023-10-31,1,2023,10,31,31
Panipat,Haryana,2023-10-31,0,2023,10,31,31
Rewari,Haryana,2023-10-31,0,2023,10,31,31
Rohtak,Haryana,2023-10-31,2,2023,10,31,31
Sirsa,Haryana,2023-10-31,11,2023,10,31,31
Sonipat,Haryana,2023-10-31,3,2023,10,31,31
Yamunanagar,Haryana,2023-10-31,4,2023,10,31,31
Amritsar,Punjab,2023-10-31,94,2023,10,31,31
Barnala,Punjab,2023-10-31,62,2023,10,31,31
Bathinda,Punjab,2023-10-31,132,2023,10,31,31
Faridkot,Punjab,2023-10-31,104,2023,10,31,31
Fatehgarh Sahib,Punjab,2023-10-31,128,2023,10,31,31
Fazilka,Punjab,2023-10-31,20,2023,10,31,31
Ferozepur,Punjab,2023-10-31,334,2023,10,31,31
Gurdaspur,Punjab,2023-10-31,73,2023,10,31,31
Hoshiarpur,Punjab,2023-10-31,10,2023,10,31,31
Jalandhar,Punjab,2023-10-31,83,2023,10,31,31
Kapurthala,Punjab,2023-10-31,98,2023,10,31,31
Ludhiana,Punjab,2023-10-31,97,2023,10,31,31
Malerkotla,Punjab,2023-10-31,17,2023,10,31,31
Mansa,Punjab,2023-10-31,211,2023,10,31,31
Moga,Punjab,2023-10-31,54,2023,10,31,31
Pathankot,Punjab,2023-10-31,0,2023,10,31,31
Patiala,Punjab,2023-10-31,135,2023,10,31,31
Rupnagar,Punjab,2023-10-31,12,2023,10,31,31
S A S Nagar,Punjab,2023-10-31,7,2023,10,31,31
Sangrur,Punjab,2023-10-31,381,2023,10,31,31
Shahid Bhagat Singh Nagar,Punjab,2023-10-31,13,2023,10,31,31
Sri Muktsar Sahib,Punjab,2023-10-31,35,2023,10,31,31
Tarn Taran,Punjab,2023-10-31,268,2023,10,31,31
Ambala,Haryana,2023-11-01,21,2023,11,1,32
Bhiwani,Haryana,2023-11-01,0,2023,11,1,32
Charkhi Dadri,Haryana,2023-11-01,0,2023,11,1,32
Faridabad,Haryana,2023-11-01,1,2023,11,1,32
Fatehabad,Haryana,2023-11-01,38,2023,11,1,32
Gurugram,Haryana,2023-11-01,1,2023,11,1,32
Hisar,Haryana,2023-11-01,5,2023,11,1,32
Jhajjar,Haryana,2023-11-01,1,2023,11,1,32
Jind,Haryana,2023-11-01,20,2023,11,1,32
Kaithal,Haryana,2023-11-01,12,2023,11,1,32
Karnal,Haryana,2023-11-01,15,2023,11,1,32
Kurukshetra,Haryana,2023-11-01,11,2023,11,1,32
Mahendragarh,Haryana,2023-11-01,0,2023,11,1,32
Nuh,Haryana,2023-11-01,0,2023,11,1,32
Palwal,Haryana,2023-11-01,4,2023,11,1,32
Panchkula,Haryana,2023-11-01,1,2023,11,1,32
Panipat,Haryana,2023-11-01,1,2023,11,1,32
Rewari,Haryana,2023-11-01,0,2023,11,1,32
Rohtak,Haryana,2023-11-01,3,2023,11,1,32
Sirsa,Haryana,2023-11-01,6,2023,11,1,32
Sonipat,Haryana,2023-11-01,4,2023,11,1,32
Yamunanagar,Haryana,2023-11-01,12,2023,11,1,32
Amritsar,Punjab,2023-11-01,96,2023,11,1,32
Barnala,Punjab,2023-11-01,78,2023,11,1,32
Bathinda,Punjab,2023-11-01,121,2023,11,1,32
Faridkot,Punjab,2023-11-01,113,2023,11,1,32
Fatehgarh Sahib,Punjab,2023-11-01,143,2023,11,1,32
Fazilka,Punjab,2023-11-01,31,2023,11,1,32
Ferozepur,Punjab,2023-11-01,279,2023,11,1,32
Gurdaspur,Punjab,2023-11-01,61,2023,11,1,32
Hoshiarpur,Punjab,2023-11-01,17,2023,11,1,32
Jalandhar,Punjab,2023-11-01,106,2023,11,1,32
Kapurthala,Punjab,2023-11-01,148,2023,11,1,32
Ludhiana,Punjab,2023-11-01,123,2023,11,1,32
Malerkotla,Punjab,2023-11-01,17,2023,11,1,32
Mansa,Punjab,2023-11-01,224,2023,11,1,32
Moga,Punjab,2023-11-01,89,2023,11,1,32
Pathankot,Punjab,2023-11-01,1,2023,11,1,32
Patiala,Punjab,2023-11-01,219,2023,11,1,32
Rupnagar,Punjab,2023-11-01,10,2023,11,1,32
S A S Nagar,Punjab,2023-11-01,11,2023,11,1,32
Sangrur,Punjab,2023-11-01,566,2023,11,1,32
Shahid Bhagat Singh Nagar,Punjab,2023-11-01,27,2023,11,1,32
Sri Muktsar Sahib,Punjab,2023-11-01,55,2023,11,1,32
Tarn Taran,Punjab,2023-11-01,296,2023,11,1,32
Ambala,Haryana,2023-11-02,9,2023,11,2,33
Bhiwani,Haryana,2023-11-02,0,2023,11,2,33
Charkhi Dadri,Haryana,2023-11-02,0,2023,11,2,33
Faridabad,Haryana,2023-11-02,0,2023,11,2,33
Fatehabad,Haryana,2023-11-02,21,2023,11,2,33
Gurugram,Haryana,2023-11-02,0,2023,11,2,33
Hisar,Haryana,2023-11-02,2,2023,11,2,33
Jhajjar,Haryana,2023-11-02,2,2023,11,2,33
Jind,Haryana,2023-11-02,11,2023,11,2,33
Kaithal,Haryana,2023-11-02,10,2023,11,2,33
Karnal,Haryana,2023-11-02,4,2023,11,2,33
Kurukshetra,Haryana,2023-11-02,4,2023,11,2,33
Mahendragarh,Haryana,2023-11-02,1,2023,11,2,33
Nuh,Haryana,2023-11-02,0,2023,11,2,33
Palwal,Haryana,2023-11-02,0,2023,11,2,33
Panchkula,Haryana,2023-11-02,1,2023,11,2,33
Panipat,Haryana,2023-11-02,1,2023,11,2,33
Rewari,Haryana,2023-11-02,0,2023,11,2,33
Rohtak,Haryana,2023-11-02,1,2023,11,2,33
Sirsa,Haryana,2023-11-02,8,2023,11,2,33
Sonipat,Haryana,2023-11-02,2,2023,11,2,33
Yamunanagar,Haryana,2023-11-02,0,2023,11,2,33
Amritsar,Punjab,2023-11-02,62,2023,11,2,33
Barnala,Punjab,2023-11-02,80,2023,11,2,33
Bathinda,Punjab,2023-11-02,129,2023,11,2,33
Faridkot,Punjab,2023-11-02,84,2023,11,2,33
Fatehgarh Sahib,Punjab,2023-11-02,93,2023,11,2,33
Fazilka,Punjab,2023-11-02,12,2023,11,2,33
Ferozepur,Punjab,2023-11-02,208,2023,11,2,33
Gurdaspur,Punjab,2023-11-02,25,2023,11,2,33
Hoshiarpur,Punjab,2023-11-02,15,2023,11,2,33
Jalandhar,Punjab,2023-11-02,69,2023,11,2,33
Kapurthala,Punjab,2023-11-02,61,2023,11,2,33
Ludhiana,Punjab,2023-11-02,84,2023,11,2,33
Malerkotla,Punjab,2023-11-02,22,2023,11,2,33
Mansa,Punjab,2023-11-02,173,2023,11,2,33
Moga,Punjab,2023-11-02,67,2023,11,2,33
Pathankot,Punjab,2023-11-02,0,2023,11,2,33
Patiala,Punjab,2023-11-02,102,2023,11,2,33
Rupnagar,Punjab,2023-11-02,10,2023,11,2,33
S A S Nagar,Punjab,2023-11-02,10,2023,11,2,33
Sangrur,Punjab,2023-11-02,324,2023,11,2,33
Shahid Bhagat Singh Nagar,Punjab,2023-11-02,13,2023,11,2,33
Sri Muktsar Sahib,Punjab,2023-11-02,39,2023,11,2,33
Tarn Taran,Punjab,2023-11-02,148,2023,11,2,33
Ambala,Haryana,2023-11-03,3,2023,11,3,34
Bhiwani,Haryana,2023-11-03,1,2023,11,3,34
Charkhi Dadri,Haryana,2023-11-03,0,2023,11,3,34
Faridabad,Haryana,2023-11-03,0,2023,11,3,34
Fatehabad,Haryana,2023-11-03,3,2023,11,3,34
Gurugram,Haryana,2023-11-03,0,2023,11,3,34
Hisar,Haryana,2023-11-03,11,2023,11,3,34
Jhajjar,Haryana,2023-11-03,0,2023,11,3,34
Jind,Haryana,2023-11-03,17,2023,11,3,34
Kaithal,Haryana,2023-11-03,17,2023,11,3,34
Karnal,Haryana,2023-11-03,11,2023,11,3,34
Kurukshetra,Haryana,2023-11-03,8,2023,11,3,34
Mahendragarh,Haryana,2023-11-03,0,2023,11,3,34
Nuh,Haryana,2023-11-03,1,2023,11,3,34
Palwal,Haryana,2023-11-03,2,2023,11,3,34
Panchkula,Haryana,2023-11-03,0,2023,11,3,34
Panipat,Haryana,2023-11-03,2,2023,11,3,34
Rewari,Haryana,2023-11-03,1,2023,11,3,34
Rohtak,Haryana,2023-11-03,6,2023,11,3,34
Sirsa,Haryana,2023-11-03,11,2023,11,3,34
Sonipat,Haryana,2023-11-03,3,2023,11,3,34
Yamunanagar,Haryana,2023-11-03,5,2023,11,3,34
Amritsar,Punjab,2023-11-03,84,2023,11,3,34
Barnala,Punjab,2023-11-03,81,2023,11,3,34
Bathinda,Punjab,2023-11-03,225,2023,11,3,34
Faridkot,Punjab,2023-11-03,113,2023,11,3,34
Fatehgarh Sahib,Punjab,2023-11-03,101,2023,11,3,34
Fazilka,Punjab,2023-11-03,24,2023,11,3,34
Ferozepur,Punjab,2023-11-03,317,2023,11,3,34
Gurdaspur,Punjab,2023-11-03,63,2023,11,3,34
Hoshiarpur,Punjab,2023-11-03,16,2023,11,3,34
Jalandhar,Punjab,2023-11-03,95,2023,11,3,34
Kapurthala,Punjab,2023-11-03,121,2023,11,3,34
Ludhiana,Punjab,2023-11-03,136,2023,11,3,34
Malerkotla,Punjab,2023-11-03,33,2023,11,3,34
Mansa,Punjab,2023-11-03,137,2023,11,3,34
Moga,Punjab,2023-11-03,85,2023,11,3,34
Pathankot,Punjab,2023-11-03,0,2023,11,3,34
Patiala,Punjab,2023-11-03,150,2023,11,3,34
Rupnagar,Punjab,2023-11-03,5,2023,11,3,34
S A S Nagar,Punjab,2023-11-03,3,2023,11,3,34
Sangrur,Punjab,2023-11-03,548,2023,11,3,34
Shahid Bhagat Singh Nagar,Punjab,2023-11-03,27,2023,11,3,34
Sri Muktsar Sahib,Punjab,2023-11-03,103,2023,11,3,34
Tarn Taran,Punjab,2023-11-03,277,2023,11,3,34
Ambala,Haryana,2023-11-04,7,2023,11,4,35
Bhiwani,Haryana,2023-11-04,0,2023,11,4,35
Charkhi Dadri,Haryana,2023-11-04,1,2023,11,4,35
Faridabad,Haryana,2023-11-04,0,2023,11,4,35
Fatehabad,Haryana,2023-11-04,18,2023,11,4,35
Gurugram,Haryana,2023-11-04,0,2023,11,4,35
Hisar,Haryana,2023-11-04,1,2023,11,4,35
Jhajjar,Haryana,2023-11-04,4,2023,11,4,35
Jind,Haryana,2023-11-04,10,2023,11,4,35
Kaithal,Haryana,2023-11-04,8,2023,11,4,35
Karnal,Haryana,2023-11-04,1,2023,11,4,35
Kurukshetra,Haryana,2023-11-04,1,2023,11,4,35
Mahendragarh,Haryana,2023-11-04,0,2023,11,4,35
Nuh,Haryana,2023-11-04,0,2023,11,4,35
Palwal,Haryana,2023-11-04,0,2023,11,4,35
Panchkula,Haryana,2023-11-04,0,2023,11,4,35
Panipat,Haryana,2023-11-04,3,2023,11,4,35
Rewari,Haryana,2023-11-04,0,2023,11,4,35
Rohtak,Haryana,2023-11-04,1,2023,11,4,35
Sirsa,Haryana,2023-11-04,8,2023,11,4,35
Sonipat,Haryana,2023-11-04,1,2023,11,4,35
Yamunanagar,Haryana,2023-11-04,2,2023,11,4,35
Amritsar,Punjab,2023-11-04,58,2023,11,4,35
Barnala,Punjab,2023-11-04,169,2023,11,4,35
Bathinda,Punjab,2023-11-04,219,2023,11,4,35
Faridkot,Punjab,2023-11-04,121,2023,11,4,35
Fatehgarh Sahib,Punjab,2023-11-04,75,2023,11,4,35
Fazilka,Punjab,2023-11-04,35,2023,11,4,35
Ferozepur,Punjab,2023-11-04,270,2023,11,4,35
Gurdaspur,Punjab,2023-11-04,50,2023,11,4,35
Hoshiarpur,Punjab,2023-11-04,22,2023,11,4,35
Jalandhar,Punjab,2023-11-04,126,2023,11,4,35
Kapurthala,Punjab,2023-11-04,93,2023,11,4,35
Ludhiana,Punjab,2023-11-04,153,2023,11,4,35
Malerkotla,Punjab,2023-11-04,32,2023,11,4,35
Mansa,Punjab,2023-11-04,240,2023,11,4,35
Moga,Punjab,2023-11-04,129,2023,11,4,35
Pathankot,Punjab,2023-11-04,1,2023,11,4,35
Patiala,Punjab,2023-11-04,141,2023,11,4,35
Rupnagar,Punjab,2023-11-04,4,2023,11,4,35
S A S Nagar,Punjab,2023-11-04,2,2023,11,4,35
Sangrur,Punjab,2023-11-04,505,2023,11,4,35
Shahid Bhagat Singh Nagar,Punjab,2023-11-04,33,2023,11,4,35
Sri Muktsar Sahib,Punjab,2023-11-04,82,2023,11,4,35
Tarn Taran,Punjab,2023-11-04,165,2023,11,4,35
Ambala,Haryana,2023-11-05,8,2023,11,5,36
Bhiwani,Haryana,2023-11-05,0,2023,11,5,36
Charkhi Dadri,Haryana,2023-11-05,0,2023,11,5,36
Faridabad,Haryana,2023-11-05,2,2023,11,5,36
Fatehabad,Haryana,2023-11-05,53,2023,11,5,36
Gurugram,Haryana,2023-11-05,0,2023,11,5,36
Hisar,Haryana,2023-11-05,11,2023,11,5,36
Jhajjar,Haryana,2023-11-05,3,2023,11,5,36
Jind,Haryana,2023-11-05,34,2023,11,5,36
Kaithal,Haryana,2023-11-05,24,2023,11,5,36
Karnal,Haryana,2023-11-05,4,2023,11,5,36
Kurukshetra,Haryana,2023-11-05,2,2023,11,5,36
Mahendragarh,Haryana,2023-11-05,0,2023,11,5,36
Nuh,Haryana,2023-11-05,0,2023,11,5,36
Palwal,Haryana,2023-11-05,0,2023,11,5,36
Panchkula,Haryana,2023-11-05,0,2023,11,5,36
Panipat,Haryana,2023-11-05,10,2023,11,5,36
Rewari,Haryana,2023-11-05,0,2023,11,5,36
Rohtak,Haryana,2023-11-05,11,2023,11,5,36
Sirsa,Haryana,2023-11-05,27,2023,11,5,36
Sonipat,Haryana,2023-11-05,0,2023,11,5,36
Yamunanagar,Haryana,2023-11-05,2,2023,11,5,36
Amritsar,Punjab,2023-11-05,82,2023,11,5,36
Barnala,Punjab,2023-11-05,345,2023,11,5,36
Bathinda,Punjab,2023-11-05,421,2023,11,5,36
Faridkot,Punjab,2023-11-05,298,2023,11,5,36
Fatehgarh Sahib,Punjab,2023-11-05,130,2023,11,5,36
Fazilka,Punjab,2023-11-05,90,2023,11,5,36
Ferozepur,Punjab,2023-11-05,591,2023,11,5,36
Gurdaspur,Punjab,2023-11-05,81,2023,11,5,36
Hoshiarpur,Punjab,2023-11-05,44,2023,11,5,36
Jalandhar,Punjab,2023-11-05,206,2023,11,5,36
Kapurthala,Punjab,2023-11-05,224,2023,11,5,36
Ludhiana,Punjab,2023-11-05,260,2023,11,5,36
Malerkotla,Punjab,2023-11-05,64,2023,11,5,36
Mansa,Punjab,2023-11-05,539,2023,11,5,36
Moga,Punjab,2023-11-05,261,2023,11,5,36
Pathankot,Punjab,2023-11-05,2,2023,11,5,36
Patiala,Punjab,2023-11-05,244,2023,11,5,36
Rupnagar,Punjab,2023-11-05,13,2023,11,5,36
S A S Nagar,Punjab,2023-11-05,2,2023,11,5,36
Sangrur,Punjab,2023-11-05,874,2023,11,5,36
Shahid Bhagat Singh Nagar,Punjab,2023-11-05,56,2023,11,5,36
Sri Muktsar Sahib,Punjab,2023-11-05,217,2023,11,5,36
Tarn Taran,Punjab,2023-11-05,314,2023,11,5,36
Ambala,Haryana,2023-11-06,2,2023,11,6,37
Bhiwani,Haryana,2023-11-06,5,2023,11,6,37
Charkhi Dadri,Haryana,2023-11-06,0,2023,11,6,37
Faridabad,Haryana,2023-11-06,0,2023,11,6,37
Fatehabad,Haryana,2023-11-06,36,2023,11,6,37
Gurugram,Haryana,2023-11-06,1,2023,11,6,37
Hisar,Haryana,2023-11-06,5,2023,11,6,37
Jhajjar,Haryana,2023-11-06,2,2023,11,6,37
Jind,Haryana,2023-11-06,30,2023,11,6,37
Kaithal,Haryana,2023-11-06,9,2023,11,6,37
Karnal,Haryana,2023-11-06,3,2023,11,6,37
Kurukshetra,Haryana,2023-11-06,3,2023,11,6,37
Mahendragarh,Haryana,2023-11-06,0,2023,11,6,37
Nuh,Haryana,2023-11-06,0,2023,11,6,37
Palwal,Haryana,2023-11-06,0,2023,11,6,37
Panchkula,Haryana,2023-11-06,0,2023,11,6,37
Panipat,Haryana,2023-11-06,7,2023,11,6,37
Rewari,Haryana,2023-11-06,0,2023,11,6,37
Rohtak,Haryana,2023-11-06,5,2023,11,6,37
Sirsa,Haryana,2023-11-06,17,2023,11,6,37
Sonipat,Haryana,2023-11-06,1,2023,11,6,37
Yamunanagar,Haryana,2023-11-06,1,2023,11,6,37
Amritsar,Punjab,2023-11-06,15,2023,11,6,37
Barnala,Punjab,2023-11-06,290,2023,11,6,37
Bathinda,Punjab,2023-11-06,350,2023,11,6,37
Faridkot,Punjab,2023-11-06,186,2023,11,6,37
Fatehgarh Sahib,Punjab,2023-11-06,47,2023,11,6,37
Fazilka,Punjab,2023-11-06,46,2023,11,6,37
Ferozepur,Punjab,2023-11-06,264,2023,11,6,37
Gurdaspur,Punjab,2023-11-06,20,2023,11,6,37
Hoshiarpur,Punjab,2023-11-06,23,2023,11,6,37
Jalandhar,Punjab,2023-11-06,112,2023,11,6,37
Kapurthala,Punjab,2023-11-06,108,2023,11,6,37
Ludhiana,Punjab,2023-11-06,140,2023,11,6,37
Malerkotla,Punjab,2023-11-06,50,2023,11,6,37
Mansa,Punjab,2023-11-06,331,2023,11,6,37
Moga,Punjab,2023-11-06,163,2023,11,6,37
Pathankot,Punjab,2023-11-06,0,2023,11,6,37
Patiala,Punjab,2023-11-06,196,2023,11,6,37
Rupnagar,Punjab,2023-11-06,7,2023,11,6,37
S A S Nagar,Punjab,2023-11-06,0,2023,11,6,37
Sangrur,Punjab,2023-11-06,858,2023,11,6,37
Shahid Bhagat Singh Nagar,Punjab,2023-11-06,32,2023,11,6,37
Sri Muktsar Sahib,Punjab,2023-11-06,136,2023,11,6,37
Tarn Taran,Punjab,2023-11-06,60,2023,11,6,37
Ambala,Haryana,2023-11-07,0,2023,11,7,38
Bhiwani,Haryana,2023-11-07,4,2023,11,7,38
Charkhi Dadri,Haryana,2023-11-07,2,2023,11,7,38
Faridabad,Haryana,2023-11-07,3,2023,11,7,38
Fatehabad,Haryana,2023-11-07,29,2023,11,7,38
Gurugram,Haryana,2023-11-07,0,2023,11,7,38
Hisar,Haryana,2023-11-07,3,2023,11,7,38
Jhajjar,Haryana,2023-11-07,1,2023,11,7,38
Jind,Haryana,2023-11-07,32,2023,11,7,38
Kaithal,Haryana,2023-11-07,7,2023,11,7,38
Karnal,Haryana,2023-11-07,2,2023,11,7,38
Kurukshetra,Haryana,2023-11-07,0,2023,11,7,38
Mahendragarh,Haryana,2023-11-07,0,2023,11,7,38
Nuh,Haryana,2023-11-07,2,2023,11,7,38
Palwal,Haryana,2023-11-07,2,2023,11,7,38
Panchkula,Haryana,2023-11-07,0,2023,11,7,38
Panipat,Haryana,2023-11-07,4,2023,11,7,38
Rewari,Haryana,2023-11-07,0,2023,11,7,38
Rohtak,Haryana,2023-11-07,10,2023,11,7,38
Sirsa,Haryana,2023-11-07,9,2023,11,7,38
Sonipat,Haryana,2023-11-07,3,2023,11,7,38
Yamunanagar,Haryana,2023-11-07,1,2023,11,7,38
Amritsar,Punjab,2023-11-07,23,2023,11,7,38
Barnala,Punjab,2023-11-07,342,2023,11,7,38
Bathinda,Punjab,2023-11-07,340,2023,11,7,38
Faridkot,Punjab,2023-11-07,190,2023,11,7,38
Fatehgarh Sahib,Punjab,2023-11-07,43,2023,11,7,38
Fazilka,Punjab,2023-11-07,93,2023,11,7,38
Ferozepur,Punjab,2023-11-07,365,2023,11,7,38
Gurdaspur,Punjab,2023-11-07,12,2023,11,7,38
Hoshiarpur,Punjab,2023-11-07,15,2023,11,7,38
Jalandhar,Punjab,2023-11-07,131,2023,11,7,38
Kapurthala,Punjab,2023-11-07,103,2023,11,7,38
Ludhiana,Punjab,2023-11-07,178,2023,11,7,38
Malerkotla,Punjab,2023-11-07,60,2023,11,7,38
Mansa,Punjab,2023-11-07,357,2023,11,7,38
Moga,Punjab,2023-11-07,269,2023,11,7,38
Pathankot,Punjab,2023-11-07,0,2023,11,7,38
Patiala,Punjab,2023-11-07,169,2023,11,7,38
Rupnagar,Punjab,2023-11-07,1,2023,11,7,38
S A S Nagar,Punjab,2023-11-07,1,2023,11,7,38
Sangrur,Punjab,2023-11-07,824,2023,11,7,38
Shahid Bhagat Singh Nagar,Punjab,2023-11-07,35,2023,11,7,38
Sri Muktsar Sahib,Punjab,2023-11-07,142,2023,11,7,38
Tarn Taran,Punjab,2023-11-07,86,2023,11,7,38
Ambala,Haryana,2023-11-08,0,2023,11,8,39
Bhiwani,Haryana,2023-11-08,1,2023,11,8,39
Charkhi Dadri,Haryana,2023-11-08,0,2023,11,8,39
Faridabad,Haryana,2023-11-08,0,2023,11,8,39
Fatehabad,Haryana,2023-11-08,45,2023,11,8,39
Gurugram,Haryana,2023-11-08,0,2023,11,8,39
Hisar,Haryana,2023-11-08,8,2023,11,8,39
Jhajjar,Haryana,2023-11-08,0,2023,11,8,39
Jind,Haryana,2023-11-08,17,2023,11,8,39
Kaithal,Haryana,2023-11-08,10,2023,11,8,39
Karnal,Haryana,2023-11-08,2,2023,11,8,39
Kurukshetra,Haryana,2023-11-08,1,2023,11,8,39
Mahendragarh,Haryana,2023-11-08,0,2023,11,8,39
Nuh,Haryana,2023-11-08,0,2023,11,8,39
Palwal,Haryana,2023-11-08,0,2023,11,8,39
Panchkula,Haryana,2023-11-08,0,2023,11,8,39
Panipat,Haryana,2023-11-08,4,2023,11,8,39
Rewari,Haryana,2023-11-08,0,2023,11,8,39
Rohtak,Haryana,2023-11-08,6,2023,11,8,39
Sirsa,Haryana,2023-11-08,12,2023,11,8,39
Sonipat,Haryana,2023-11-08,5,2023,11,8,39
Yamunanagar,Haryana,2023-11-08,1,2023,11,8,39
Amritsar,Punjab,2023-11-08,27,2023,11,8,39
Barnala,Punjab,2023-11-08,388,2023,11,8,39
Bathinda,Punjab,2023-11-08,367,2023,11,8,39
Faridkot,Punjab,2023-11-08,174,2023,11,8,39
Fatehgarh Sahib,Punjab,2023-11-08,37,2023,11,8,39
Fazilka,Punjab,2023-11-08,86,2023,11,8,39
Ferozepur,Punjab,2023-11-08,170,2023,11,8,39
Gurdaspur,Punjab,2023-11-08,13,2023,11,8,39
Hoshiarpur,Punjab,2023-11-08,11,2023,11,8,39
Jalandhar,Punjab,2023-11-08,116,2023,11,8,39
Kapurthala,Punjab,2023-11-08,107,2023,11,8,39
Ludhiana,Punjab,2023-11-08,172,2023,11,8,39
Malerkotla,Punjab,2023-11-08,37,2023,11,8,39
Mansa,Punjab,2023-11-08,219,2023,11,8,39
Moga,Punjab,2023-11-08,170,2023,11,8,39
Pathankot,Punjab,2023-11-08,1,2023,11,8,39
Patiala,Punjab,2023-11-08,202,2023,11,8,39
Rupnagar,Punjab,2023-11-08,6,2023,11,8,39
S A S Nagar,Punjab,2023-11-08,1,2023,11,8,39
Sangrur,Punjab,2023-11-08,862,2023,11,8,39
Shahid Bhagat Singh Nagar,Punjab,2023-11-08,28,2023,11,8,39
Sri Muktsar Sahib,Punjab,2023-11-08,162,2023,11,8,39
Tarn Taran,Punjab,2023-11-08,51,2023,11,8,39
Ambala,Haryana,2023-11-09,0,2023,11,9,40
Bhiwani,Haryana,2023-11-09,1,2023,11,9,40
Charkhi Dadri,Haryana,2023-11-09,0,2023,11,9,40
Faridabad,Haryana,2023-11-09,0,2023,11,9,40
Fatehabad,Haryana,2023-11-09,16,2023,11,9,40
Gurugram,Haryana,2023-11-09,0,2023,11,9,40
Hisar,Haryana,2023-11-09,2,2023,11,9,40
Jhajjar,Haryana,2023-11-09,1,2023,11,9,40
Jind,Haryana,2023-11-09,11,2023,11,9,40
Kaithal,Haryana,2023-11-09,1,2023,11,9,40
Karnal,Haryana,2023-11-09,2,2023,11,9,40
