date,state,district,fire_count
2024-10-18,Punjab,Sangrur,14
2024-10-18,Punjab,Shahid Bhagat Singh Nagar,1
2024-10-18,Punjab,Sri Muktsar Sahib,1
2024-10-18,Punjab,Tarn Taran,34
2024-10-19,Haryana,Ambala,7
2024-10-19,Haryana,Bhiwani,8
2024-10-19,Haryana,Faridabad,5
2024-10-19,Haryana,Fatehabad,8
2024-10-19,Haryana,Gurugram,4
2024-10-19,Haryana,Hisar,10
2024-10-19,Haryana,Jhajjar,1
2024-10-19,Haryana,Jind,5
2024-10-19,Haryana,Kaithal,10
2024-10-19,Haryana,Karnal,2
2024-10-19,Haryana,Kurukshetra,3
2024-10-19,Haryana,Palwal,2
2024-10-19,Haryana,Panchkula,1
2024-10-19,Haryana,Rewari,2
2024-10-19,Haryana,Rohtak,2
2024-10-19,Haryana,Sirsa,12
2024-10-19,Haryana,Sonipat,2
2024-10-19,Haryana,Yamunanagar,2
2024-10-19,Punjab,Amritsar,22
2024-10-19,Punjab,Barnala,1
2024-10-19,Punjab,Bathinda,11
2024-10-19,Punjab,Fatehgarh Sahib,12
2024-10-19,Punjab,Fazilka,6
2024-10-19,Punjab,Ferozepur,7
2024-10-19,Punjab,Gurdaspur,7
2024-10-19,Punjab,Kapurthala,2
2024-10-19,Punjab,Ludhiana,8
2024-10-19,Punjab,Mansa,1
2024-10-19,Punjab,Moga,2
2024-10-19,Punjab,Patiala,35
2024-10-19,Punjab,S A S Nagar,1
2024-10-19,Punjab,Sangrur,10
2024-10-19,Punjab,Sri Muktsar Sahib,8
2024-10-19,Punjab,Tarn Taran,17
2024-10-20,Haryana,Ambala,6
2024-10-20,Haryana,Faridabad,1
2024-10-20,Haryana,Fatehabad,8
2024-10-20,Haryana,Gurugram,2
2024-10-20,Haryana,Hisar,7
2024-10-20,Haryana,Jhajjar,2
2024-10-20,Haryana,Jind,3
2024-10-20,Haryana,Kaithal,13
2024-10-20,Haryana,Karnal,7
2024-10-20,Haryana,Kurukshetra,3
2024-10-20,Haryana,Palwal,1
2024-10-20,Haryana,Panchkula,4
2024-10-20,Haryana,Sirsa,2
2024-10-20,Haryana,Yamunanagar,3
2024-10-20,Punjab,Amritsar,14
2024-10-20,Punjab,Barnala,2
2024-10-20,Punjab,Faridkot,1
2024-10-20,Punjab,Fatehgarh Sahib,14
2024-10-20,Punjab,Fazilka,4
2024-10-20,Punjab,Ferozepur,22
2024-10-20,Punjab,Gurdaspur,2
2024-10-20,Punjab,Hoshiarpur,1
2024-10-20,Punjab,Jalandhar,4
2024-10-20,Punjab,Kapurthala,2
2024-10-20,Punjab,Ludhiana,3
2024-10-20,Punjab,Malerkotla,4
2024-10-20,Punjab,Moga,2
2024-10-20,Punjab,Patiala,27
2024-10-20,Punjab,Rupnagar,9
2024-10-20,Punjab,S A S Nagar,6
2024-10-20,Punjab,Sangrur,16
2024-10-20,Punjab,Shahid Bhagat Singh Nagar,1
2024-10-20,Punjab,Sri Muktsar Sahib,1
2024-10-20,Punjab,Tarn Taran,23
2024-10-21,Haryana,Faridabad,6
2024-10-21,Haryana,Fatehabad,1
2024-10-21,Haryana,Gurugram,1
2024-10-21,Haryana,Hisar,4
2024-10-21,Haryana,Jhajjar,3
2024-10-21,Haryana,Jind,2
2024-10-21,Haryana,Kaithal,5
2024-10-21,Haryana,Palwal,3
2024-10-21,Haryana,Rewari,1
2024-10-21,Haryana,Yamunanagar,1
2024-10-21,Punjab,Amritsar,5
2024-10-21,Punjab,Barnala,1
2024-10-21,Punjab,Faridkot,3
2024-10-21,Punjab,Fatehgarh Sahib,6
2024-10-21,Punjab,Fazilka,6
2024-10-21,Punjab,Ferozepur,15
2024-10-21,Punjab,Gurdaspur,4
2024-10-21,Punjab,Kapurthala,4
2024-10-21,Punjab,Mansa,2
2024-10-21,Punjab,Moga,1
2024-10-21,Punjab,Patiala,11
2024-10-21,Punjab,S A S Nagar,3
2024-10-21,Punjab,Sangrur,9
2024-10-21,Punjab,Tarn Taran,14
2024-10-22,Haryana,Ambala,1
2024-10-22,Haryana,Faridabad,2
2024-10-22,Haryana,Fatehabad,2
2024-10-22,Haryana,Hisar,6
2024-10-22,Haryana,Jhajjar,2
2024-10-22,Haryana,Jind,1
2024-10-22,Haryana,Kaithal,7
2024-10-22,Haryana,Karnal,5
2024-10-22,Haryana,Kurukshetra,4
2024-10-22,Haryana,Palwal,1
2024-10-22,Haryana,Panchkula,1
2024-10-22,Haryana,Rohtak,1
2024-10-22,Haryana,Yamunanagar,1
2024-10-22,Punjab,Amritsar,3
2024-10-22,Punjab,Barnala,2
2024-10-22,Punjab,Bathinda,1
2024-10-22,Punjab,Faridkot,3
2024-10-22,Punjab,Fatehgarh Sahib,11
2024-10-22,Punjab,Ferozepur,26
2024-10-22,Punjab,Gurdaspur,1
2024-10-22,Punjab,Jalandhar,3
2024-10-22,Punjab,Kapurthala,3
2024-10-22,Punjab,Ludhiana,1
2024-10-22,Punjab,Malerkotla,1
2024-10-22,Punjab,Mansa,6
2024-10-22,Punjab,Moga,2
2024-10-22,Punjab,Patiala,22
2024-10-22,Punjab,Rupnagar,1
2024-10-22,Punjab,Sangrur,17
2024-10-22,Punjab,Tarn Taran,15
2024-10-23,Haryana,Ambala,1
2024-10-23,Haryana,Bhiwani,1
2024-10-23,Haryana,Faridabad,2
2024-10-23,Haryana,Fatehabad,8
2024-10-23,Haryana,Gurugram,4
2024-10-23,Haryana,Hisar,2
2024-10-23,Haryana,Jhajjar,1
2024-10-23,Haryana,Jind,3
2024-10-23,Haryana,Kaithal,5
2024-10-23,Haryana,Karnal,2
2024-10-23,Haryana,Kurukshetra,8
2024-10-23,Haryana,Palwal,1
2024-10-23,Haryana,Panipat,1
2024-10-23,Haryana,Rewari,2
2024-10-23,Haryana,Rohtak,2
2024-10-23,Haryana,Sirsa,12
2024-10-23,Haryana,Sonipat,2
2024-10-23,Haryana,Yamunanagar,6
2024-10-23,Punjab,Amritsar,15
2024-10-23,Punjab,Barnala,1
2024-10-23,Punjab,Bathinda,19
2024-10-23,Punjab,Faridkot,5
2024-10-23,Punjab,Fatehgarh Sahib,13
2024-10-23,Punjab,Fazilka,2
2024-10-23,Punjab,Ferozepur,23
2024-10-23,Punjab,Gurdaspur,4
2024-10-23,Punjab,Jalandhar,5
2024-10-23,Punjab,Kapurthala,3
2024-10-23,Punjab,Ludhiana,5
2024-10-23,Punjab,Mansa,3
2024-10-23,Punjab,Moga,5
2024-10-23,Punjab,Patiala,40
2024-10-23,Punjab,S A S Nagar,5
2024-10-23,Punjab,Sangrur,8
2024-10-23,Punjab,Shahid Bhagat Singh Nagar,4
2024-10-23,Punjab,Sri Muktsar Sahib,4
2024-10-23,Punjab,Tarn Taran,16
2024-10-24,Haryana,Ambala,8
2024-10-24,Haryana,Bhiwani,3
2024-10-24,Haryana,Faridabad,1
2024-10-24,Haryana,Fatehabad,11
2024-10-24,Haryana,Gurugram,4
2024-10-24,Haryana,Hisar,6
2024-10-24,Haryana,Jhajjar,6
2024-10-24,Haryana,Jind,4
2024-10-24,Haryana,Kaithal,3
2024-10-24,Haryana,Kurukshetra,5
2024-10-24,Haryana,Nuh,2
2024-10-24,Haryana,Palwal,2
2024-10-24,Haryana,Panchkula,1
2024-10-24,Haryana,Yamunanagar,3
2024-10-24,Punjab,Amritsar,12
2024-10-24,Punjab,Bathinda,2
2024-10-24,Punjab,Faridkot,10
2024-10-24,Punjab,Fatehgarh Sahib,10
2024-10-24,Punjab,Fazilka,2
2024-10-24,Punjab,Ferozepur,34
2024-10-24,Punjab,Gurdaspur,8
2024-10-24,Punjab,Hoshiarpur,1
2024-10-24,Punjab,Jalandhar,2
2024-10-24,Punjab,Kapurthala,5
2024-10-24,Punjab,Ludhiana,3
2024-10-24,Punjab,Mansa,2
2024-10-24,Punjab,Moga,3
2024-10-24,Punjab,Pathankot,1
2024-10-24,Punjab,Patiala,38
2024-10-24,Punjab,S A S Nagar,6
2024-10-24,Punjab,Sangrur,7
2024-10-24,Punjab,Shahid Bhagat Singh Nagar,1
2024-10-24,Punjab,Sri Muktsar Sahib,1
2024-10-24,Punjab,Tarn Taran,23
2024-10-25,Haryana,Ambala,2
2024-10-25,Haryana,Bhiwani,1
2024-10-25,Haryana,Faridabad,2
2024-10-25,Haryana,Gurugram,1
2024-10-25,Haryana,Hisar,6
2024-10-25,Haryana,Jhajjar,2
2024-10-25,Haryana,Jind,2
2024-10-25,Haryana,Kaithal,7
2024-10-25,Haryana,Kurukshetra,7
2024-10-25,Haryana,Palwal,3
2024-10-25,Haryana,Rewari,1
2024-10-25,Haryana,Rohtak,1
2024-10-25,Haryana,Sirsa,2
2024-10-25,Haryana,Sonipat,2
2024-10-25,Haryana,Yamunanagar,5
2024-10-25,Punjab,Amritsar,13
2024-10-25,Punjab,Barnala,4
2024-10-25,Punjab,Bathinda,6
2024-10-25,Punjab,Faridkot,3
2024-10-25,Punjab,Fatehgarh Sahib,10
2024-10-25,Punjab,Fazilka,6
2024-10-25,Punjab,Ferozepur,26
2024-10-25,Punjab,Gurdaspur,14
2024-10-25,Punjab,Hoshiarpur,1
2024-10-25,Punjab,Jalandhar,1
2024-10-25,Punjab,Kapurthala,13
2024-10-25,Punjab,Ludhiana,2
2024-10-25,Punjab,Malerkotla,2
2024-10-25,Punjab,Mansa,3
2024-10-25,Punjab,Moga,4
2024-10-25,Punjab,Pathankot,1
2024-10-25,Punjab,Patiala,37
2024-10-25,Punjab,Rupnagar,1
2024-10-25,Punjab,S A S Nagar,4
2024-10-25,Punjab,Sangrur,18
2024-10-25,Punjab,Shahid Bhagat Singh Nagar,1
2024-10-25,Punjab,Sri Muktsar Sahib,1
2024-10-25,Punjab,Tarn Taran,18
2024-10-26,Haryana,Bhiwani,2
2024-10-26,Haryana,Fatehabad,1
2024-10-26,Haryana,Gurugram,1
2024-10-26,Haryana,Hisar,2
2024-10-26,Haryana,Jind,1
2024-10-26,Haryana,Kaithal,5
2024-10-26,Haryana,Karnal,1
2024-10-26,Haryana,Kurukshetra,2
2024-10-26,Haryana,Nuh,1
2024-10-26,Haryana,Panipat,1
2024-10-26,Haryana,Rewari,2
2024-10-26,Haryana,Rohtak,3
2024-10-26,Punjab,Amritsar,13
2024-10-26,Punjab,Barnala,1
2024-10-26,Punjab,Bathinda,6
2024-10-26,Punjab,Faridkot,5
2024-10-26,Punjab,Fatehgarh Sahib,7
2024-10-26,Punjab,Ferozepur,34
2024-10-26,Punjab,Gurdaspur,4
2024-10-26,Punjab,Jalandhar,1
2024-10-26,Punjab,Kapurthala,9
2024-10-26,Punjab,Ludhiana,15
2024-10-26,Punjab,Malerkotla,2
2024-10-26,Punjab,Mansa,7
2024-10-26,Punjab,Moga,6
2024-10-26,Punjab,Patiala,11
2024-10-26,Punjab,Rupnagar,1
2024-10-26,Punjab,Sangrur,12
2024-10-26,Punjab,Shahid Bhagat Singh Nagar,1
2024-10-26,Punjab,Sri Muktsar Sahib,2
2024-10-26,Punjab,Tarn Taran,32
2024-10-27,Haryana,Ambala,3
2024-10-27,Haryana,Bhiwani,1
2024-10-27,Haryana,Faridabad,1
2024-10-27,Haryana,Fatehabad,1
2024-10-27,Haryana,Gurugram,1
2024-10-27,Haryana,Hisar,3
2024-10-27,Haryana,Jind,1
2024-10-27,Haryana,Kaithal,3
2024-10-27,Haryana,Karnal,3
2024-10-27,Haryana,Kurukshetra,3
2024-10-27,Haryana,Palwal,1
2024-10-27,Haryana,Panchkula,1
2024-10-27,Haryana,Rewari,1
2024-10-27,Haryana,Sirsa,9
2024-10-27,Haryana,Yamunanagar,4
2024-10-27,Punjab,Amritsar,13
2024-10-27,Punjab,Barnala,7
2024-10-27,Punjab,Bathinda,12
2024-10-27,Punjab,Faridkot,6
2024-10-27,Punjab,Fatehgarh Sahib,39
2024-10-27,Punjab,Fazilka,4
2024-10-27,Punjab,Ferozepur,64
2024-10-27,Punjab,Gurdaspur,18
2024-10-27,Punjab,Hoshiarpur,2
2024-10-27,Punjab,Jalandhar,5
2024-10-27,Punjab,Kapurthala,6
2024-10-27,Punjab,Ludhiana,7
2024-10-27,Punjab,Malerkotla,3
2024-10-27,Punjab,Mansa,14
2024-10-27,Punjab,Moga,10
2024-10-27,Punjab,Patiala,28
2024-10-27,Punjab,Rupnagar,3
2024-10-27,Punjab,S A S Nagar,3
2024-10-27,Punjab,Sangrur,34
2024-10-27,Punjab,Tarn Taran,29
2024-10-28,Haryana,Ambala,3
2024-10-28,Haryana,Bhiwani,4
2024-10-28,Haryana,Faridabad,1
2024-10-28,Haryana,Fatehabad,4
2024-10-28,Haryana,Hisar,7
2024-10-28,Haryana,Jind,4
2024-10-28,Haryana,Kaithal,3
2024-10-28,Haryana,Kurukshetra,4
2024-10-28,Haryana,Palwal,2
2024-10-28,Haryana,Rewari,2
2024-10-28,Haryana,Sirsa,7
2024-10-28,Haryana,Sonipat,1
2024-10-28,Haryana,Yamunanagar,2
2024-10-28,Punjab,Amritsar,23
2024-10-28,Punjab,Barnala,8
2024-10-28,Punjab,Bathinda,23
2024-10-28,Punjab,Faridkot,13
2024-10-28,Punjab,Fatehgarh Sahib,5
2024-10-28,Punjab,Fazilka,4
2024-10-28,Punjab,Ferozepur,38
2024-10-28,Punjab,Gurdaspur,15
2024-10-28,Punjab,Hoshiarpur,3
2024-10-28,Punjab,Jalandhar,8
2024-10-28,Punjab,Kapurthala,25
2024-10-28,Punjab,Ludhiana,8
2024-10-28,Punjab,Malerkotla,6
2024-10-28,Punjab,Mansa,31
2024-10-28,Punjab,Moga,14
2024-10-28,Punjab,Pathankot,1
2024-10-28,Punjab,Patiala,39
2024-10-28,Punjab,Rupnagar,1
2024-10-28,Punjab,S A S Nagar,2
2024-10-28,Punjab,Sangrur,51
2024-10-28,Punjab,Shahid Bhagat Singh Nagar,3
2024-10-28,Punjab,Sri Muktsar Sahib,3
2024-10-28,Punjab,Tarn Taran,26
2024-10-29,Haryana,Ambala,1
2024-10-29,Haryana,Faridabad,2
2024-10-29,Haryana,Fatehabad,4
2024-10-29,Haryana,Hisar,3
2024-10-29,Haryana,Jhajjar,2
2024-10-29,Haryana,Jind,2
2024-10-29,Haryana,Kaithal,10
2024-10-29,Haryana,Karnal,2
2024-10-29,Haryana,Kurukshetra,2
2024-10-29,Haryana,Palwal,6
2024-10-29,Haryana,Panchkula,1
2024-10-29,Haryana,Rewari,3
2024-10-29,Haryana,Rohtak,1
2024-10-29,Haryana,Sirsa,3
2024-10-29,Haryana,Yamunanagar,1
2024-10-29,Punjab,Amritsar,27
2024-10-29,Punjab,Barnala,8
2024-10-29,Punjab,Bathinda,17
2024-10-29,Punjab,Faridkot,13
2024-10-29,Punjab,Fatehgarh Sahib,10
2024-10-29,Punjab,Fazilka,7
2024-10-29,Punjab,Ferozepur,60
2024-10-29,Punjab,Gurdaspur,27
2024-10-29,Punjab,Hoshiarpur,2
2024-10-29,Punjab,Jalandhar,5
2024-10-29,Punjab,Kapurthala,26
2024-10-29,Punjab,Ludhiana,12
2024-10-29,Punjab,Malerkotla,10
2024-10-29,Punjab,Mansa,36
2024-10-29,Punjab,Moga,8
2024-10-29,Punjab,Patiala,57
2024-10-29,Punjab,S A S Nagar,1
2024-10-29,Punjab,Sangrur,66
2024-10-29,Punjab,Shahid Bhagat Singh Nagar,2
2024-10-29,Punjab,Sri Muktsar Sahib,4
2024-10-29,Punjab,Tarn Taran,40
2024-10-30,Haryana,Ambala,4
2024-10-30,Haryana,Bhiwani,1
2024-10-30,Haryana,Charkhi Dadri,1
2024-10-30,Haryana,Fatehabad,8
2024-10-30,Haryana,Gurugram,1
2024-10-30,Haryana,Jind,2
2024-10-30,Haryana,Kaithal,8
2024-10-30,Haryana,Karnal,1
2024-10-30,Haryana,Kurukshetra,15
2024-10-30,Haryana,Mahendragarh,1
2024-10-30,Haryana,Palwal,2
2024-10-30,Haryana,Panchkula,1
2024-10-30,Haryana,Rewari,1
2024-10-30,Haryana,Rohtak,1
2024-10-30,Haryana,Sirsa,7
2024-10-30,Haryana,Sonipat,1
2024-10-30,Haryana,Yamunanagar,1
2024-10-30,Punjab,Amritsar,12
2024-10-30,Punjab,Barnala,8
2024-10-30,Punjab,Bathinda,25
2024-10-30,Punjab,Faridkot,21
2024-10-30,Punjab,Fatehgarh Sahib,22
2024-10-30,Punjab,Fazilka,1
2024-10-30,Punjab,Ferozepur,36
2024-10-30,Punjab,Gurdaspur,17
2024-10-30,Punjab,Hoshiarpur,4
2024-10-30,Punjab,Jalandhar,7
2024-10-30,Punjab,Kapurthala,22
2024-10-30,Punjab,Ludhiana,3
2024-10-30,Punjab,Malerkotla,6
2024-10-30,Punjab,Mansa,28
2024-10-30,Punjab,Moga,13
2024-10-30,Punjab,Patiala,33
2024-10-30,Punjab,Rupnagar,3
2024-10-30,Punjab,S A S Nagar,4
2024-10-30,Punjab,Sangrur,77
2024-10-30,Punjab,Sri Muktsar Sahib,4
2024-10-30,Punjab,Tarn Taran,30
2024-10-31,Haryana,Ambala,3
2024-10-31,Haryana,Fatehabad,27
2024-10-31,Haryana,Gurugram,2
2024-10-31,Haryana,Hisar,10
2024-10-31,Haryana,Jhajjar,1
2024-10-31,Haryana,Jind,9
2024-10-31,Haryana,Kaithal,5
2024-10-31,Haryana,Karnal,3
2024-10-31,Haryana,Kurukshetra,9
2024-10-31,Haryana,Nuh,2
2024-10-31,Haryana,Palwal,5
2024-10-31,Haryana,Panchkula,2
2024-10-31,Haryana,Panipat,1
2024-10-31,Haryana,Rohtak,4
2024-10-31,Haryana,Sirsa,11
2024-10-31,Haryana,Sonipat,2
2024-10-31,Haryana,Yamunanagar,5
2024-10-31,Punjab,Amritsar,33
2024-10-31,Punjab,Barnala,18
2024-10-31,Punjab,Bathinda,46
2024-10-31,Punjab,Faridkot,15
2024-10-31,Punjab,Fatehgarh Sahib,56
2024-10-31,Punjab,Fazilka,2
2024-10-31,Punjab,Ferozepur,87
2024-10-31,Punjab,Gurdaspur,31
2024-10-31,Punjab,Hoshiarpur,10
2024-10-31,Punjab,Jalandhar,20
2024-10-31,Punjab,Kapurthala,50
2024-10-31,Punjab,Ludhiana,25
2024-10-31,Punjab,Malerkotla,4
2024-10-31,Punjab,Mansa,49
2024-10-31,Punjab,Moga,34
2024-10-31,Punjab,Patiala,53
2024-10-31,Punjab,Rupnagar,1
2024-10-31,Punjab,S A S Nagar,6
2024-10-31,Punjab,Sangrur,143
2024-10-31,Punjab,Shahid Bhagat Singh Nagar,5
2024-10-31,Punjab,Sri Muktsar Sahib,7
2024-10-31,Punjab,Tarn Taran,50
2024-11-01,Haryana,Ambala,1
2024-11-01,Haryana,Bhiwani,3
2024-11-01,Haryana,Faridabad,1
2024-11-01,Haryana,Fatehabad,26
2024-11-01,Haryana,Gurugram,2
2024-11-01,Haryana,Hisar,12
2024-11-01,Haryana,Jhajjar,2
2024-11-01,Haryana,Jind,15
2024-11-01,Haryana,Kaithal,15
2024-11-01,Haryana,Karnal,9
2024-11-01,Haryana,Kurukshetra,6
2024-11-01,Haryana,Palwal,5
2024-11-01,Haryana,Panchkula,1
2024-11-01,Haryana,Panipat,3
2024-11-01,Haryana,Rewari,2
2024-11-01,Haryana,Rohtak,1
2024-11-01,Haryana,Sirsa,21
2024-11-01,Haryana,Sonipat,3
2024-11-01,Haryana,Yamunanagar,7
2024-11-01,Punjab,Amritsar,87
2024-11-01,Punjab,Barnala,23
2024-11-01,Punjab,Bathinda,67
2024-11-01,Punjab,Faridkot,36
2024-11-01,Punjab,Fatehgarh Sahib,54
2024-11-01,Punjab,Fazilka,9
2024-11-01,Punjab,Ferozepur,122
2024-11-01,Punjab,Gurdaspur,70
2024-11-01,Punjab,Hoshiarpur,4
2024-11-01,Punjab,Jalandhar,27
2024-11-01,Punjab,Kapurthala,74
2024-11-01,Punjab,Ludhiana,72
2024-11-01,Punjab,Malerkotla,34
2024-11-01,Punjab,Mansa,80
2024-11-01,Punjab,Moga,48
2024-11-01,Punjab,Pathankot,2
2024-11-01,Punjab,Patiala,96
2024-11-01,Punjab,Rupnagar,4
2024-11-01,Punjab,S A S Nagar,9
2024-11-01,Punjab,Sangrur,216
2024-11-01,Punjab,Shahid Bhagat Singh Nagar,14
2024-11-01,Punjab,Sri Muktsar Sahib,45
2024-11-01,Punjab,Tarn Taran,139
2024-11-02,Haryana,Ambala,3
2024-11-02,Haryana,Faridabad,4
2024-11-02,Haryana,Fatehabad,7
2024-11-02,Haryana,Gurugram,2
2024-11-02,Haryana,Hisar,10
2024-11-02,Haryana,Jhajjar,7
2024-11-02,Haryana,Jind,17
2024-11-02,Haryana,Kaithal,6
2024-11-02,Haryana,Karnal,6
2024-11-02,Haryana,Kurukshetra,2
2024-11-02,Haryana,Palwal,7
2024-11-02,Haryana,Panchkula,3
2024-11-02,Haryana,Panipat,1
2024-11-02,Haryana,Rohtak,1
2024-11-02,Haryana,Sirsa,7
2024-11-02,Haryana,Sonipat,3
2024-11-02,Haryana,Yamunanagar,6
2024-11-02,Punjab,Amritsar,44
2024-11-02,Punjab,Barnala,16
2024-11-02,Punjab,Bathinda,66
2024-11-02,Punjab,Faridkot,20
2024-11-02,Punjab,Fatehgarh Sahib,11
2024-11-02,Punjab,Fazilka,9
2024-11-02,Punjab,Ferozepur,136
2024-11-02,Punjab,Gurdaspur,32
2024-11-02,Punjab,Hoshiarpur,5
2024-11-02,Punjab,Jalandhar,27
2024-11-02,Punjab,Kapurthala,29
2024-11-02,Punjab,Ludhiana,25
2024-11-02,Punjab,Malerkotla,11
2024-11-02,Punjab,Mansa,58
2024-11-02,Punjab,Moga,50
2024-11-02,Punjab,Pathankot,2
2024-11-02,Punjab,Patiala,45
2024-11-02,Punjab,Rupnagar,2
2024-11-02,Punjab,S A S Nagar,5
2024-11-02,Punjab,Sangrur,167
2024-11-02,Punjab,Shahid Bhagat Singh Nagar,6
2024-11-02,Punjab,Sri Muktsar Sahib,25
2024-11-02,Punjab,Tarn Taran,105
2024-11-03,Haryana,Faridabad,2
2024-11-03,Haryana,Fatehabad,4
2024-11-03,Haryana,Gurugram,1
2024-11-03,Haryana,Hisar,6
2024-11-03,Haryana,Jhajjar,3
2024-11-03,Haryana,Jind,5
2024-11-03,Haryana,Kaithal,1
2024-11-03,Haryana,Karnal,1
2024-11-03,Haryana,Panchkula,4
2024-11-03,Haryana,Rewari,2
2024-11-03,Haryana,Rohtak,2
2024-11-03,Haryana,Sirsa,4
2024-11-03,Haryana,Sonipat,2
2024-11-03,Punjab,Amritsar,29
2024-11-03,Punjab,Barnala,13
2024-11-03,Punjab,Bathinda,36
2024-11-03,Punjab,Faridkot,11
2024-11-03,Punjab,Fatehgarh Sahib,10
2024-11-03,Punjab,Fazilka,4
2024-11-03,Punjab,Ferozepur,43
2024-11-03,Punjab,Gurdaspur,18
2024-11-03,Punjab,Hoshiarpur,1
2024-11-03,Punjab,Jalandhar,3
2024-11-03,Punjab,Kapurthala,14
2024-11-03,Punjab,Ludhiana,15
2024-11-03,Punjab,Malerkotla,7
2024-11-03,Punjab,Mansa,29
2024-11-03,Punjab,Moga,29
2024-11-03,Punjab,Patiala,24
2024-11-03,Punjab,Rupnagar,1
2024-11-03,Punjab,S A S Nagar,2
2024-11-03,Punjab,Sangrur,86
2024-11-03,Punjab,Shahid Bhagat Singh Nagar,2
2024-11-03,Punjab,Sri Muktsar Sahib,15
2024-11-03,Punjab,Tarn Taran,26
2024-11-04,Haryana,Ambala,1
2024-11-04,Haryana,Charkhi Dadri,1
2024-11-04,Haryana,Faridabad,2
2024-11-04,Haryana,Fatehabad,6
2024-11-04,Haryana,Gurugram,1
2024-11-04,Haryana,Hisar,5
2024-11-04,Haryana,Jind,1
2024-11-04,Haryana,Kaithal,5
2024-11-04,Haryana,Mahendragarh,1
2024-11-04,Haryana,Panchkula,1
2024-11-04,Haryana,Panipat,3
2024-11-04,Haryana,Sirsa,4
2024-11-04,Haryana,Sonipat,3
2024-11-04,Haryana,Yamunanagar,1
2024-11-04,Punjab,Amritsar,17
2024-11-04,Punjab,Barnala,9
2024-11-04,Punjab,Bathinda,28
2024-11-04,Punjab,Faridkot,3
2024-11-04,Punjab,Fatehgarh Sahib,3
2024-11-04,Punjab,Fazilka,4
2024-11-04,Punjab,Ferozepur,24
2024-11-04,Punjab,Gurdaspur,22
2024-11-04,Punjab,Hoshiarpur,5
2024-11-04,Punjab,Jalandhar,6
2024-11-04,Punjab,Kapurthala,16
2024-11-04,Punjab,Ludhiana,15
2024-11-04,Punjab,Malerkotla,5
2024-11-04,Punjab,Mansa,20
2024-11-04,Punjab,Moga,24
2024-11-04,Punjab,Patiala,16
2024-11-04,Punjab,Rupnagar,2
2024-11-04,Punjab,S A S Nagar,1
2024-11-04,Punjab,Sangrur,108
2024-11-04,Punjab,Shahid Bhagat Singh Nagar,3
2024-11-04,Punjab,Sri Muktsar Sahib,9
2024-11-04,Punjab,Tarn Taran,25
2024-11-05,Haryana,Ambala,1
2024-11-05,Haryana,Bhiwani,1
2024-11-05,Haryana,Faridabad,1
2024-11-05,Haryana,Hisar,2
2024-11-05,Haryana,Jind,3
2024-11-05,Haryana,Kaithal,1
2024-11-05,Haryana,Karnal,1
2024-11-05,Haryana,Rewari,1
2024-11-05,Haryana,Sirsa,3
2024-11-05,Punjab,Amritsar,5
2024-11-05,Punjab,Barnala,8
2024-11-05,Punjab,Bathinda,18
2024-11-05,Punjab,Faridkot,10
2024-11-05,Punjab,Fatehgarh Sahib,4
2024-11-05,Punjab,Ferozepur,20
2024-11-05,Punjab,Gurdaspur,4
2024-11-05,Punjab,Hoshiarpur,1
2024-11-05,Punjab,Jalandhar,3
2024-11-05,Punjab,Kapurthala,8
2024-11-05,Punjab,Ludhiana,8
2024-11-05,Punjab,Malerkotla,10
2024-11-05,Punjab,Mansa,24
2024-11-05,Punjab,Moga,14
2024-11-05,Punjab,Pathankot,1
2024-11-05,Punjab,Patiala,6
2024-11-05,Punjab,Sangrur,87
2024-11-05,Punjab,Shahid Bhagat Singh Nagar,5
2024-11-05,Punjab,Sri Muktsar Sahib,4
2024-11-05,Punjab,Tarn Taran,8
2024-11-06,Haryana,Ambala,2
2024-11-06,Haryana,Faridabad,1
2024-11-06,Haryana,Fatehabad,9
2024-11-06,Haryana,Jind,1
2024-11-06,Haryana,Kaithal,1
2024-11-06,Haryana,Sirsa,6
2024-11-06,Punjab,Amritsar,8
2024-11-06,Punjab,Barnala,1
2024-11-06,Punjab,Bathinda,25
2024-11-06,Punjab,Faridkot,19
2024-11-06,Punjab,Fatehgarh Sahib,1
2024-11-06,Punjab,Fazilka,6
2024-11-06,Punjab,Ferozepur,34
2024-11-06,Punjab,Gurdaspur,2
2024-11-06,Punjab,Jalandhar,1
2024-11-06,Punjab,Kapurthala,3
2024-11-06,Punjab,Ludhiana,5
2024-11-06,Punjab,Malerkotla,3
2024-11-06,Punjab,Mansa,27
2024-11-06,Punjab,Moga,19
2024-11-06,Punjab,Patiala,1
2024-11-06,Punjab,Sangrur,62
2024-11-06,Punjab,Shahid Bhagat Singh Nagar,1
2024-11-06,Punjab,Sri Muktsar Sahib,20
2024-11-06,Punjab,Tarn Taran,8
2024-11-07,Haryana,Bhiwani,2
2024-11-07,Haryana,Faridabad,1
2024-11-07,Haryana,Fatehabad,23
2024-11-07,Haryana,Hisar,6
2024-11-07,Haryana,Jhajjar,2
2024-11-07,Haryana,Jind,8
2024-11-07,Haryana,Kaithal,6
2024-11-07,Haryana,Rohtak,1
2024-11-07,Haryana,Sirsa,11
2024-11-07,Haryana,Sonipat,4
2024-11-07,Haryana,Yamunanagar,2
2024-11-07,Punjab,Amritsar,13
2024-11-07,Punjab,Barnala,18
2024-11-07,Punjab,Bathinda,63
2024-11-07,Punjab,Faridkot,45
