date,state,district,fire_count
2024-11-30,Haryana,Jhajjar,2
2024-11-30,Haryana,Jind,6
2024-11-30,Haryana,Karnal,3
2024-11-30,Haryana,Palwal,2
2024-11-30,Haryana,Panipat,4
2024-11-30,Haryana,Rohtak,3
2024-11-30,Haryana,Sirsa,9
2024-11-30,Haryana,Sonipat,4
2024-11-30,Punjab,Bathinda,3
2024-11-30,Punjab,Faridkot,5
2024-11-30,Punjab,Fatehgarh Sahib,2
2024-11-30,Punjab,Fazilka,14
2024-11-30,Punjab,Ferozepur,1
2024-11-30,Punjab,Gurdaspur,3
2024-11-30,Punjab,Hoshiarpur,2
2024-11-30,Punjab,Kapurthala,4
2024-11-30,Punjab,Ludhiana,4
2024-11-30,Punjab,Mansa,1
2024-11-30,Punjab,Moga,4
2024-11-30,Punjab,Patiala,1
2024-11-30,Punjab,S A S Nagar,1
2024-11-30,Punjab,Sangrur,2
2024-11-30,Punjab,Sri Muktsar Sahib,5
2024-11-30,Punjab,Tarn Taran,2
2025-10-01,Haryana,Ambala,1
2025-10-01,Haryana,Hisar,1
2025-10-01,Haryana,Jhajjar,1
2025-10-01,Haryana,Mahendragarh,2
2025-10-01,Haryana,Panchkula,3
2025-10-01,Haryana,Sonipat,3
2025-10-01,Punjab,Amritsar,5
2025-10-01,Punjab,Gurdaspur,1
2025-10-01,Punjab,Hoshiarpur,1
2025-10-01,Punjab,Jalandhar,3
2025-10-01,Punjab,S A S Nagar,2
2025-10-01,Punjab,Sangrur,1
2025-10-01,Punjab,Shahid Bhagat Singh Nagar,2
2025-10-01,Punjab,Tarn Taran,1
2025-10-02,Haryana,Gurugram,1
2025-10-02,Haryana,Hisar,2
2025-10-02,Haryana,Jhajjar,1
2025-10-02,Haryana,Panchkula,1
2025-10-02,Punjab,Amritsar,2
2025-10-02,Punjab,Ferozepur,2
2025-10-02,Punjab,Jalandhar,1
2025-10-02,Punjab,S A S Nagar,1
2025-10-02,Punjab,Tarn Taran,1
2025-10-03,Haryana,Hisar,1
2025-10-03,Haryana,Jhajjar,1
2025-10-03,Haryana,Mahendragarh,1
2025-10-03,Haryana,Panipat,1
2025-10-03,Punjab,Amritsar,9
2025-10-03,Punjab,Gurdaspur,1
2025-10-03,Punjab,S A S Nagar,1
2025-10-03,Punjab,Tarn Taran,4
2025-10-04,Haryana,Ambala,1
2025-10-04,Haryana,Faridabad,4
2025-10-04,Haryana,Hisar,1
2025-10-04,Haryana,Jhajjar,3
2025-10-04,Haryana,Jind,2
2025-10-04,Haryana,Palwal,1
2025-10-04,Haryana,Sirsa,1
2025-10-04,Haryana,Sonipat,1
2025-10-04,Haryana,Yamunanagar,2
2025-10-04,Punjab,Amritsar,14
2025-10-04,Punjab,Fazilka,1
2025-10-04,Punjab,Jalandhar,2
2025-10-04,Punjab,Ludhiana,1
2025-10-04,Punjab,S A S Nagar,6
2025-10-04,Punjab,Shahid Bhagat Singh Nagar,2
2025-10-04,Punjab,Tarn Taran,9
2025-10-05,Haryana,Ambala,1
2025-10-05,Haryana,Faridabad,1
2025-10-05,Haryana,Fatehabad,1
2025-10-05,Haryana,Hisar,6
2025-10-05,Haryana,Jhajjar,1
2025-10-05,Haryana,Jind,2
2025-10-05,Haryana,Kurukshetra,1
2025-10-05,Haryana,Mahendragarh,1
2025-10-05,Haryana,Rewari,4
2025-10-05,Haryana,Sonipat,1
2025-10-05,Punjab,Fatehgarh Sahib,1
2025-10-05,Punjab,Mansa,2
2025-10-05,Punjab,Patiala,5
2025-10-05,Punjab,S A S Nagar,5
2025-10-05,Punjab,Sangrur,4
2025-10-06,Haryana,Sirsa,9
2025-10-06,Punjab,Bathinda,6
2025-10-07,Haryana,Panipat,10
2025-10-08,Haryana,Faridabad,5
2025-10-08,Haryana,Gurugram,3
2025-10-08,Haryana,Hisar,1
2025-10-08,Haryana,Jhajjar,2
2025-10-08,Haryana,Sonipat,3
2025-10-08,Punjab,Patiala,2
2025-10-09,Haryana,Faridabad,1
2025-10-09,Haryana,Fatehabad,2
2025-10-09,Haryana,Jhajjar,6
2025-10-09,Haryana,Jind,1
2025-10-09,Haryana,Sonipat,2
2025-10-09,Punjab,Amritsar,1
2025-10-09,Punjab,Ferozepur,1
2025-10-09,Punjab,Mansa,1
2025-10-09,Punjab,Patiala,1
2025-10-10,Haryana,Charkhi Dadri,2
2025-10-10,Haryana,Faridabad,1
2025-10-10,Haryana,Hisar,1
2025-10-10,Haryana,Jind,2
2025-10-10,Haryana,Palwal,1
2025-10-10,Haryana,Panipat,1
2025-10-10,Haryana,Sirsa,5
2025-10-10,Haryana,Yamunanagar,2
2025-10-10,Punjab,Amritsar,4
2025-10-10,Punjab,Barnala,1
2025-10-10,Punjab,Bathinda,1
2025-10-10,Punjab,Fazilka,9
2025-10-10,Punjab,Ferozepur,1
2025-10-10,Punjab,Gurdaspur,1
2025-10-10,Punjab,Ludhiana,1
2025-10-10,Punjab,Mansa,1
2025-10-10,Punjab,Sangrur,1
2025-10-10,Punjab,Sri Muktsar Sahib,8
2025-10-10,Punjab,Tarn Taran,5
2025-10-11,Haryana,Faridabad,1
2025-10-11,Haryana,Fatehabad,1
2025-10-11,Haryana,Hisar,2
2025-10-11,Haryana,Jhajjar,5
2025-10-11,Haryana,Jind,5
2025-10-11,Haryana,Kurukshetra,1
2025-10-11,Haryana,Rewari,2
2025-10-11,Haryana,Rohtak,1
2025-10-11,Haryana,Sirsa,1
2025-10-11,Haryana,Sonipat,1
2025-10-11,Punjab,Amritsar,13
2025-10-11,Punjab,Fazilka,1
2025-10-11,Punjab,Ferozepur,1
2025-10-11,Punjab,Gurdaspur,1
2025-10-11,Punjab,Jalandhar,1
2025-10-11,Punjab,Ludhiana,1
2025-10-11,Punjab,Malerkotla,1
2025-10-11,Punjab,Pathankot,1
2025-10-11,Punjab,Tarn Taran,12
2025-10-12,Haryana,Faridabad,1
2025-10-12,Haryana,Gurugram,1
2025-10-12,Haryana,Hisar,3
2025-10-12,Haryana,Jhajjar,4
2025-10-12,Haryana,Jind,4
2025-10-12,Haryana,Kurukshetra,1
2025-10-12,Haryana,Rohtak,1
2025-10-12,Haryana,Sirsa,1
2025-10-12,Haryana,Sonipat,1
2025-10-12,Punjab,Amritsar,10
2025-10-12,Punjab,Ferozepur,3
2025-10-12,Punjab,Gurdaspur,2
2025-10-12,Punjab,Kapurthala,3
2025-10-12,Punjab,Mansa,1
2025-10-12,Punjab,Sangrur,1
2025-10-12,Punjab,Tarn Taran,12
2025-10-13,Haryana,Faridabad,2
2025-10-13,Haryana,Hisar,2
2025-10-13,Haryana,Jhajjar,4
2025-10-13,Haryana,Jind,2
2025-10-13,Haryana,Kaithal,1
2025-10-13,Haryana,Panipat,2
2025-10-13,Punjab,Amritsar,5
2025-10-13,Punjab,Ferozepur,7
2025-10-13,Punjab,Kapurthala,1
2025-10-13,Punjab,Ludhiana,2
2025-10-13,Punjab,Sangrur,1
2025-10-13,Punjab,Tarn Taran,4
2025-10-14,Haryana,Faridabad,2
2025-10-14,Haryana,Fatehabad,2
2025-10-14,Haryana,Gurugram,1
2025-10-14,Haryana,Hisar,4
2025-10-14,Haryana,Jhajjar,2
2025-10-14,Haryana,Jind,7
2025-10-14,Haryana,Nuh,1
2025-10-14,Haryana,Sirsa,4
2025-10-14,Punjab,Amritsar,7
2025-10-14,Punjab,Bathinda,4
2025-10-14,Punjab,Fatehgarh Sahib,1
2025-10-14,Punjab,Fazilka,2
2025-10-14,Punjab,Ferozepur,6
2025-10-14,Punjab,Gurdaspur,4
2025-10-14,Punjab,Patiala,1
2025-10-14,Punjab,S A S Nagar,1
2025-10-14,Punjab,Shahid Bhagat Singh Nagar,1
2025-10-14,Punjab,Tarn Taran,20
2025-10-15,Haryana,Faridabad,3
2025-10-15,Haryana,Fatehabad,1
2025-10-15,Haryana,Hisar,3
2025-10-15,Haryana,Jhajjar,2
2025-10-15,Haryana,Jind,5
2025-10-15,Haryana,Kurukshetra,2
2025-10-15,Haryana,Panipat,1
2025-10-15,Haryana,Sirsa,3
2025-10-15,Haryana,Sonipat,1
2025-10-15,Punjab,Amritsar,12
2025-10-15,Punjab,Bathinda,1
2025-10-15,Punjab,Ferozepur,3
2025-10-15,Punjab,Ludhiana,2
2025-10-15,Punjab,Patiala,3
2025-10-15,Punjab,Sangrur,1
2025-10-15,Punjab,Tarn Taran,16
2025-10-16,Haryana,Ambala,2
2025-10-16,Haryana,Bhiwani,1
2025-10-16,Haryana,Hisar,3
2025-10-16,Haryana,Jhajjar,2
2025-10-16,Haryana,Kaithal,1
2025-10-16,Haryana,Kurukshetra,2
2025-10-16,Haryana,Palwal,1
2025-10-16,Haryana,Panipat,2
2025-10-16,Haryana,Sirsa,2
2025-10-16,Haryana,Yamunanagar,4
2025-10-16,Punjab,Amritsar,16
2025-10-16,Punjab,Faridkot,1
2025-10-16,Punjab,Fazilka,2
2025-10-16,Punjab,Ferozepur,9
2025-10-16,Punjab,Gurdaspur,1
2025-10-16,Punjab,Kapurthala,2
2025-10-16,Punjab,Moga,1
2025-10-16,Punjab,Pathankot,1
2025-10-16,Punjab,Patiala,3
2025-10-16,Punjab,S A S Nagar,1
2025-10-16,Punjab,Sangrur,1
2025-10-16,Punjab,Sri Muktsar Sahib,1
2025-10-16,Punjab,Tarn Taran,28
2025-10-17,Haryana,Faridabad,2
2025-10-17,Haryana,Hisar,1
2025-10-17,Haryana,Jhajjar,1
2025-10-17,Haryana,Kurukshetra,1
2025-10-17,Haryana,Sirsa,8
2025-10-17,Punjab,Amritsar,8
2025-10-17,Punjab,Bathinda,4
2025-10-17,Punjab,Faridkot,1
2025-10-17,Punjab,Fazilka,3
2025-10-17,Punjab,Ferozepur,7
2025-10-17,Punjab,Gurdaspur,2
2025-10-17,Punjab,Jalandhar,4
2025-10-17,Punjab,Patiala,4
2025-10-17,Punjab,Sangrur,4
2025-10-17,Punjab,Shahid Bhagat Singh Nagar,1
2025-10-17,Punjab,Tarn Taran,21
2025-10-18,Haryana,Bhiwani,2
2025-10-18,Haryana,Faridabad,1
2025-10-18,Haryana,Fatehabad,2
2025-10-18,Haryana,Hisar,2
2025-10-18,Haryana,Kaithal,1
2025-10-18,Haryana,Kurukshetra,1
2025-10-18,Haryana,Palwal,1
2025-10-18,Haryana,Panipat,2
2025-10-18,Haryana,Yamunanagar,2
2025-10-18,Punjab,Amritsar,6
2025-10-18,Punjab,Ferozepur,10
2025-10-18,Punjab,Gurdaspur,3
2025-10-18,Punjab,Jalandhar,2
2025-10-18,Punjab,Kapurthala,1
2025-10-18,Punjab,Patiala,2
2025-10-18,Punjab,S A S Nagar,1
2025-10-18,Punjab,Sri Muktsar Sahib,2
2025-10-18,Punjab,Tarn Taran,30
2025-10-19,Haryana,Ambala,1
2025-10-19,Haryana,Fatehabad,4
2025-10-19,Haryana,Hisar,10
2025-10-19,Haryana,Jind,4
2025-10-19,Haryana,Kaithal,2
2025-10-19,Haryana,Karnal,3
2025-10-19,Haryana,Kurukshetra,3
2025-10-19,Haryana,Nuh,1
2025-10-19,Haryana,Panipat,4
2025-10-19,Haryana,Sirsa,1
2025-10-19,Haryana,Yamunanagar,1
2025-10-19,Punjab,Amritsar,45
2025-10-19,Punjab,Faridkot,1
2025-10-19,Punjab,Fatehgarh Sahib,4
2025-10-19,Punjab,Fazilka,4
2025-10-19,Punjab,Ferozepur,7
2025-10-19,Punjab,Gurdaspur,4
2025-10-19,Punjab,Ludhiana,1
2025-10-19,Punjab,Moga,1
2025-10-19,Punjab,Patiala,6
2025-10-19,Punjab,S A S Nagar,2
2025-10-19,Punjab,Sangrur,2
2025-10-19,Punjab,Sri Muktsar Sahib,2
2025-10-19,Punjab,Tarn Taran,45
2025-10-20,Haryana,Ambala,3
2025-10-20,Haryana,Bhiwani,2
2025-10-20,Haryana,Faridabad,1
2025-10-20,Haryana,Fatehabad,10
2025-10-20,Haryana,Gurugram,1
2025-10-20,Haryana,Hisar,13
2025-10-20,Haryana,Jind,13
2025-10-20,Haryana,Kaithal,2
2025-10-20,Haryana,Karnal,4
2025-10-20,Haryana,Kurukshetra,3
2025-10-20,Haryana,Nuh,1
2025-10-20,Haryana,Palwal,4
2025-10-20,Haryana,Panchkula,2
2025-10-20,Haryana,Yamunanagar,2
2025-10-20,Punjab,Amritsar,20
2025-10-20,Punjab,Bathinda,5
2025-10-20,Punjab,Fatehgarh Sahib,1
2025-10-20,Punjab,Fazilka,7
2025-10-20,Punjab,Ferozepur,18
2025-10-20,Punjab,Gurdaspur,10
2025-10-20,Punjab,Jalandhar,2
2025-10-20,Punjab,Mansa,5
2025-10-20,Punjab,Patiala,14
2025-10-20,Punjab,S A S Nagar,4
2025-10-20,Punjab,Sangrur,4
2025-10-20,Punjab,Tarn Taran,34
2025-10-21,Haryana,Ambala,2
2025-10-21,Haryana,Bhiwani,1
2025-10-21,Haryana,Hisar,5
2025-10-21,Haryana,Jind,5
2025-10-21,Haryana,Kaithal,9
2025-10-21,Haryana,Karnal,4
2025-10-21,Haryana,Kurukshetra,4
2025-10-21,Haryana,Palwal,1
2025-10-21,Haryana,Panchkula,1
2025-10-21,Haryana,Sirsa,2
2025-10-21,Punjab,Amritsar,19
2025-10-21,Punjab,Bathinda,2
2025-10-21,Punjab,Faridkot,2
2025-10-21,Punjab,Fatehgarh Sahib,6
2025-10-21,Punjab,Fazilka,4
2025-10-21,Punjab,Ferozepur,31
2025-10-21,Punjab,Gurdaspur,11
2025-10-21,Punjab,Hoshiarpur,1
2025-10-21,Punjab,Jalandhar,3
2025-10-21,Punjab,Kapurthala,18
2025-10-21,Punjab,Mansa,5
2025-10-21,Punjab,Moga,2
2025-10-21,Punjab,Patiala,18
2025-10-21,Punjab,Rupnagar,1
2025-10-21,Punjab,S A S Nagar,7
2025-10-21,Punjab,Sangrur,10
2025-10-21,Punjab,Shahid Bhagat Singh Nagar,5
2025-10-21,Punjab,Sri Muktsar Sahib,4
2025-10-21,Punjab,Tarn Taran,36
2025-10-22,Haryana,Ambala,1
2025-10-22,Haryana,Bhiwani,6
2025-10-22,Haryana,Faridabad,1
2025-10-22,Haryana,Hisar,1
2025-10-22,Haryana,Jhajjar,3
2025-10-22,Haryana,Jind,5
2025-10-22,Haryana,Kaithal,1
2025-10-22,Haryana,Karnal,2
2025-10-22,Haryana,Kurukshetra,2
2025-10-22,Haryana,Palwal,5
2025-10-22,Haryana,Panipat,3
2025-10-22,Haryana,Rewari,1
2025-10-22,Haryana,Rohtak,1
2025-10-22,Haryana,Sirsa,14
2025-10-22,Haryana,Yamunanagar,1
2025-10-22,Punjab,Amritsar,22
2025-10-22,Punjab,Bathinda,17
2025-10-22,Punjab,Faridkot,5
2025-10-22,Punjab,Fatehgarh Sahib,2
2025-10-22,Punjab,Fazilka,2
2025-10-22,Punjab,Ferozepur,18
2025-10-22,Punjab,Gurdaspur,18
2025-10-22,Punjab,Hoshiarpur,1
2025-10-22,Punjab,Jalandhar,4
2025-10-22,Punjab,Kapurthala,6
2025-10-22,Punjab,Ludhiana,1
2025-10-22,Punjab,Mansa,2
2025-10-22,Punjab,Moga,2
2025-10-22,Punjab,Patiala,11
2025-10-22,Punjab,Rupnagar,1
2025-10-22,Punjab,S A S Nagar,5
2025-10-22,Punjab,Sangrur,4
2025-10-22,Punjab,Shahid Bhagat Singh Nagar,3
2025-10-22,Punjab,Sri Muktsar Sahib,10
2025-10-22,Punjab,Tarn Taran,35
2025-10-23,Haryana,Jhajjar,1
2025-10-23,Haryana,Karnal,1
2025-10-23,Haryana,Kurukshetra,1
2025-10-23,Haryana,Sirsa,1
2025-10-23,Punjab,Amritsar,16
2025-10-23,Punjab,Bathinda,3
2025-10-23,Punjab,Faridkot,1
2025-10-23,Punjab,Ferozepur,5
2025-10-23,Punjab,Gurdaspur,5
2025-10-23,Punjab,Jalandhar,1
2025-10-23,Punjab,Kapurthala,5
2025-10-23,Punjab,Mansa,6
2025-10-23,Punjab,Moga,3
2025-10-23,Punjab,Patiala,2
2025-10-23,Punjab,S A S Nagar,1
2025-10-23,Punjab,Sangrur,6
2025-10-23,Punjab,Sri Muktsar Sahib,1
2025-10-23,Punjab,Tarn Taran,21
2025-10-24,Haryana,Hisar,2
2025-10-24,Haryana,Jhajjar,1
2025-10-24,Haryana,Palwal,2
2025-10-24,Haryana,Sirsa,2
2025-10-24,Punjab,Amritsar,1
2025-10-24,Punjab,Bathinda,4
2025-10-24,Punjab,Faridkot,2
2025-10-24,Punjab,Fazilka,4
2025-10-24,Punjab,Ferozepur,7
2025-10-24,Punjab,Gurdaspur,4
2025-10-24,Punjab,Hoshiarpur,3
2025-10-24,Punjab,Kapurthala,2
2025-10-24,Punjab,Ludhiana,1
2025-10-24,Punjab,Moga,1
2025-10-24,Punjab,Patiala,1
2025-10-24,Punjab,S A S Nagar,3
2025-10-24,Punjab,Sangrur,11
2025-10-24,Punjab,Sri Muktsar Sahib,2
2025-10-24,Punjab,Tarn Taran,18
2025-10-25,Haryana,Ambala,1
2025-10-25,Haryana,Fatehabad,4
2025-10-25,Haryana,Hisar,2
2025-10-25,Haryana,Jhajjar,2
2025-10-25,Haryana,Jind,6
2025-10-25,Haryana,Kaithal,1
2025-10-25,Haryana,Karnal,1
2025-10-25,Haryana,Kurukshetra,4
2025-10-25,Haryana,Sirsa,3
2025-10-25,Punjab,Amritsar,13
2025-10-25,Punjab,Bathinda,7
2025-10-25,Punjab,Faridkot,5
2025-10-25,Punjab,Ferozepur,12
2025-10-25,Punjab,Gurdaspur,7
2025-10-25,Punjab,Hoshiarpur,1
2025-10-25,Punjab,Jalandhar,8
2025-10-25,Punjab,Kapurthala,8
2025-10-25,Punjab,Ludhiana,6
2025-10-25,Punjab,Moga,4
2025-10-25,Punjab,Patiala,10
2025-10-25,Punjab,S A S Nagar,5
2025-10-25,Punjab,Sangrur,19
2025-10-25,Punjab,Sri Muktsar Sahib,2
2025-10-25,Punjab,Tarn Taran,45
2025-10-26,Haryana,Ambala,4
2025-10-26,Haryana,Bhiwani,1
2025-10-26,Haryana,Faridabad,4
2025-10-26,Haryana,Fatehabad,6
2025-10-26,Haryana,Hisar,15
2025-10-26,Haryana,Jhajjar,2
2025-10-26,Haryana,Jind,5
2025-10-26,Haryana,Kaithal,9
2025-10-26,Haryana,Karnal,2
2025-10-26,Haryana,Kurukshetra,5
2025-10-26,Haryana,Palwal,3
2025-10-26,Haryana,Panipat,1
2025-10-26,Haryana,Sirsa,17
2025-10-26,Haryana,Sonipat,1
2025-10-26,Punjab,Amritsar,22
2025-10-26,Punjab,Barnala,3
2025-10-26,Punjab,Bathinda,13
2025-10-26,Punjab,Faridkot,5
2025-10-26,Punjab,Fatehgarh Sahib,14
2025-10-26,Punjab,Fazilka,7
2025-10-26,Punjab,Ferozepur,25
2025-10-26,Punjab,Gurdaspur,23
2025-10-26,Punjab,Hoshiarpur,3
2025-10-26,Punjab,Jalandhar,12
2025-10-26,Punjab,Kapurthala,13
2025-10-26,Punjab,Ludhiana,4
2025-10-26,Punjab,Malerkotla,2
2025-10-26,Punjab,Mansa,1
2025-10-26,Punjab,Moga,3
2025-10-26,Punjab,Patiala,4
2025-10-26,Punjab,Rupnagar,1
2025-10-26,Punjab,S A S Nagar,6
2025-10-26,Punjab,Sangrur,27
2025-10-26,Punjab,Shahid Bhagat Singh Nagar,1
2025-10-26,Punjab,Sri Muktsar Sahib,13
2025-10-26,Punjab,Tarn Taran,62
2025-10-27,Haryana,Ambala,2
2025-10-27,Haryana,Fatehabad,3
2025-10-27,Haryana,Hisar,6
2025-10-27,Haryana,Jind,6
2025-10-27,Haryana,Kaithal,5
2025-10-27,Haryana,Karnal,1
2025-10-27,Haryana,Kurukshetra,5
2025-10-27,Haryana,Sirsa,6
2025-10-27,Punjab,Amritsar,24
2025-10-27,Punjab,Barnala,2
2025-10-27,Punjab,Bathinda,8
2025-10-27,Punjab,Faridkot,3
2025-10-27,Punjab,Fatehgarh Sahib,3
2025-10-27,Punjab,Fazilka,1
2025-10-27,Punjab,Ferozepur,14
2025-10-27,Punjab,Gurdaspur,9
2025-10-27,Punjab,Hoshiarpur,1
2025-10-27,Punjab,Jalandhar,8
2025-10-27,Punjab,Kapurthala,14
2025-10-27,Punjab,Ludhiana,7
2025-10-27,Punjab,Malerkotla,1
2025-10-27,Punjab,Mansa,2
2025-10-27,Punjab,Moga,4
2025-10-27,Punjab,Patiala,11
2025-10-27,Punjab,S A S Nagar,2
2025-10-27,Punjab,Sangrur,21
2025-10-27,Punjab,Shahid Bhagat Singh Nagar,3
2025-10-27,Punjab,Tarn Taran,39
2025-10-28,Haryana,Fatehabad,1
2025-10-28,Haryana,Panchkula,1
2025-10-28,Punjab,Amritsar,6
2025-10-28,Punjab,Barnala,1
2025-10-28,Punjab,Bathinda,9
2025-10-28,Punjab,Faridkot,2
2025-10-28,Punjab,Fatehgarh Sahib,4
2025-10-28,Punjab,Fazilka,2
2025-10-28,Punjab,Ferozepur,10
2025-10-28,Punjab,Gurdaspur,5
2025-10-28,Punjab,Hoshiarpur,1
2025-10-28,Punjab,Jalandhar,6
2025-10-28,Punjab,Kapurthala,3
2025-10-28,Punjab,Ludhiana,8
2025-10-28,Punjab,Malerkotla,1
2025-10-28,Punjab,Mansa,2
2025-10-28,Punjab,Moga,2
2025-10-28,Punjab,Patiala,6
2025-10-28,Punjab,S A S Nagar,2
2025-10-28,Punjab,Sangrur,13
2025-10-28,Punjab,Sri Muktsar Sahib,2
2025-10-28,Punjab,Tarn Taran,22
2025-10-29,Haryana,Ambala,2
2025-10-29,Haryana,Fatehabad,1
2025-10-29,Haryana,Hisar,1
2025-10-29,Haryana,Jind,2
2025-10-29,Haryana,Kaithal,2
2025-10-29,Haryana,Sirsa,2
2025-10-29,Haryana,Yamunanagar,1
2025-10-29,Punjab,Amritsar,7
2025-10-29,Punjab,Barnala,3
2025-10-29,Punjab,Bathinda,13
2025-10-29,Punjab,Faridkot,9
2025-10-29,Punjab,Fatehgarh Sahib,3
2025-10-29,Punjab,Fazilka,4
2025-10-29,Punjab,Ferozepur,27
2025-10-29,Punjab,Hoshiarpur,2
2025-10-29,Punjab,Jalandhar,12
2025-10-29,Punjab,Kapurthala,18
2025-10-29,Punjab,Ludhiana,7
2025-10-29,Punjab,Malerkotla,6
2025-10-29,Punjab,Mansa,9
2025-10-29,Punjab,Moga,5
2025-10-29,Punjab,Patiala,18
2025-10-29,Punjab,S A S Nagar,6
2025-10-29,Punjab,Sangrur,48
2025-10-29,Punjab,Shahid Bhagat Singh Nagar,1
2025-10-29,Punjab,Sri Muktsar Sahib,7
2025-10-29,Punjab,Tarn Taran,54
2025-10-30,Haryana,Fatehabad,5
2025-10-30,Haryana,Hisar,3
2025-10-30,Haryana,Jhajjar,1
2025-10-30,Haryana,Kaithal,2
2025-10-30,Haryana,Sirsa,5
2025-10-30,Punjab,Amritsar,23
2025-10-30,Punjab,Barnala,3
2025-10-30,Punjab,Bathinda,18
2025-10-30,Punjab,Faridkot,5
2025-10-30,Punjab,Fazilka,5
2025-10-30,Punjab,Ferozepur,43
2025-10-30,Punjab,Gurdaspur,5
2025-10-30,Punjab,Hoshiarpur,1
2025-10-30,Punjab,Jalandhar,5
2025-10-30,Punjab,Kapurthala,12
2025-10-30,Punjab,Ludhiana,2
2025-10-30,Punjab,Malerkotla,4
2025-10-30,Punjab,Mansa,19
2025-10-30,Punjab,Moga,5
2025-10-30,Punjab,Patiala,13
2025-10-30,Punjab,S A S Nagar,1
2025-10-30,Punjab,Sangrur,65
2025-10-30,Punjab,Sri Muktsar Sahib,12
2025-10-30,Punjab,Tarn Taran,48
2025-10-31,Haryana,Ambala,3
2025-10-31,Haryana,Faridabad,1
2025-10-31,Haryana,Fatehabad,4
2025-10-31,Haryana,Hisar,5
2025-10-31,Haryana,Jhajjar,1
2025-10-31,Haryana,Jind,1
2025-10-31,Haryana,Kaithal,1
2025-10-31,Haryana,Karnal,2
2025-10-31,Haryana,Kurukshetra,1
2025-10-31,Haryana,Panchkula,2
2025-10-31,Haryana,Rohtak,1
2025-10-31,Haryana,Sirsa,4
2025-10-31,Haryana,Sonipat,1
2025-10-31,Punjab,Amritsar,27
2025-10-31,Punjab,Barnala,6
2025-10-31,Punjab,Bathinda,41
2025-10-31,Punjab,Faridkot,9
2025-10-31,Punjab,Fatehgarh Sahib,5
2025-10-31,Punjab,Fazilka,10
2025-10-31,Punjab,Ferozepur,35
2025-10-31,Punjab,Gurdaspur,10
2025-10-31,Punjab,Hoshiarpur,7
2025-10-31,Punjab,Jalandhar,13
2025-10-31,Punjab,Kapurthala,31
2025-10-31,Punjab,Ludhiana,21
2025-10-31,Punjab,Malerkotla,11
2025-10-31,Punjab,Mansa,19
2025-10-31,Punjab,Moga,21
2025-10-31,Punjab,Patiala,41
2025-10-31,Punjab,Rupnagar,2
2025-10-31,Punjab,S A S Nagar,8
2025-10-31,Punjab,Sangrur,127
2025-10-31,Punjab,Shahid Bhagat Singh Nagar,1
2025-10-31,Punjab,Sri Muktsar Sahib,17
2025-10-31,Punjab,Tarn Taran,87
2025-11-01,Haryana,Charkhi Dadri,1
2025-11-01,Haryana,Faridabad,5
2025-11-01,Haryana,Fatehabad,11
2025-11-01,Haryana,Hisar,11
2025-11-01,Haryana,Jhajjar,1
2025-11-01,Haryana,Jind,7
2025-11-01,Haryana,Kaithal,7
2025-11-01,Haryana,Karnal,1
2025-11-01,Haryana,Kurukshetra,3
2025-11-01,Haryana,Mahendragarh,2
2025-11-01,Haryana,Palwal,2
2025-11-01,Haryana,Sirsa,10
2025-11-01,Haryana,Sonipat,2
2025-11-01,Haryana,Yamunanagar,1
2025-11-01,Punjab,Amritsar,37
2025-11-01,Punjab,Barnala,10
2025-11-01,Punjab,Bathinda,26
2025-11-01,Punjab,Faridkot,4
2025-11-01,Punjab,Fatehgarh Sahib,8
2025-11-01,Punjab,Fazilka,12
2025-11-01,Punjab,Ferozepur,33
2025-11-01,Punjab,Gurdaspur,10
2025-11-01,Punjab,Hoshiarpur,11
2025-11-01,Punjab,Jalandhar,18
2025-11-01,Punjab,Kapurthala,35
2025-11-01,Punjab,Ludhiana,19
2025-11-01,Punjab,Malerkotla,8
2025-11-01,Punjab,Mansa,22
2025-11-01,Punjab,Moga,16
2025-11-01,Punjab,Patiala,44
2025-11-01,Punjab,S A S Nagar,1
2025-11-01,Punjab,Sangrur,69
2025-11-01,Punjab,Shahid Bhagat Singh Nagar,6
2025-11-01,Punjab,Sri Muktsar Sahib,21
2025-11-01,Punjab,Tarn Taran,71
2025-11-02,Haryana,Ambala,4
2025-11-02,Haryana,Faridabad,2
2025-11-02,Haryana,Fatehabad,8
2025-11-02,Haryana,Gurugram,1
2025-11-02,Haryana,Hisar,6
2025-11-02,Haryana,Jind,8
2025-11-02,Haryana,Kaithal,6
2025-11-02,Haryana,Karnal,1
2025-11-02,Haryana,Kurukshetra,1
2025-11-02,Haryana,Palwal,6
2025-11-02,Haryana,Panipat,1
2025-11-02,Haryana,Rohtak,2
2025-11-02,Haryana,Sirsa,9
2025-11-02,Haryana,Sonipat,3
2025-11-02,Haryana,Yamunanagar,5
2025-11-02,Punjab,Amritsar,28
2025-11-02,Punjab,Barnala,8
2025-11-02,Punjab,Bathinda,30
2025-11-02,Punjab,Faridkot,8
2025-11-02,Punjab,Fatehgarh Sahib,5
2025-11-02,Punjab,Fazilka,13
2025-11-02,Punjab,Ferozepur,47
2025-11-02,Punjab,Gurdaspur,6
2025-11-02,Punjab,Hoshiarpur,2
2025-11-02,Punjab,Jalandhar,15
2025-11-02,Punjab,Kapurthala,26
2025-11-02,Punjab,Ludhiana,33
2025-11-02,Punjab,Malerkotla,14
2025-11-02,Punjab,Mansa,10
2025-11-02,Punjab,Moga,20
