district,state,date,fire_count,year,month,day,day_of_season,T2M,RH2M,WS2M,PRECTOTCORR,fire_lag_1d,fire_lag_3d,fire_lag_7d,fire_mean_3d,fire_mean_7d,next_day_fire_count
Fatehgarh Sahib,Punjab,2023-11-11,9,2023,11,11,42,18.31,73.78,1.66,0.0,0.0,37.0,75.0,17.333333333333332,49.57142857142857,61.0
Fatehgarh Sahib,Punjab,2023-11-12,61,2023,11,12,43,18.16,71.64,2.13,0.0,9.0,15.0,130.0,8.0,40.142857142857146,20.0
Fatehgarh Sahib,Punjab,2023-11-13,20,2023,11,13,44,17.97,64.46,1.23,0.0,61.0,0.0,47.0,23.333333333333332,30.285714285714285,10.0
Fatehgarh Sahib,Punjab,2023-11-14,10,2023,11,14,45,18.25,64.29,1.59,0.0,20.0,9.0,43.0,30.0,26.428571428571427,14.0
Fatehgarh Sahib,Punjab,2023-11-15,14,2023,11,15,46,18.57,65.36,1.76,0.0,10.0,61.0,37.0,30.333333333333332,21.714285714285715,14.0
Fatehgarh Sahib,Punjab,2023-11-16,14,2023,11,16,47,19.72,58.88,1.2,0.0,14.0,20.0,15.0,14.666666666666666,18.428571428571427,3.0
Fatehgarh Sahib,Punjab,2023-11-17,3,2023,11,17,48,20.25,56.65,1.8,0.0,14.0,10.0,0.0,12.666666666666666,18.285714285714285,17.0
Fatehgarh Sahib,Punjab,2023-11-18,17,2023,11,18,49,20.07,58.33,1.04,0.0,3.0,14.0,9.0,10.333333333333334,18.714285714285715,13.0
Fatehgarh Sahib,Punjab,2023-11-19,13,2023,11,19,50,20.18,58.73,1.16,0.0,17.0,14.0,61.0,11.333333333333334,19.857142857142858,6.0
Fatehgarh Sahib,Punjab,2023-11-20,6,2023,11,20,51,18.67,63.45,1.48,0.0,13.0,3.0,20.0,11.0,13.0,5.0
Fatehgarh Sahib,Punjab,2023-11-21,5,2023,11,21,52,17.58,68.69,2.26,0.0,6.0,17.0,10.0,12.0,11.0,3.0
Fatehgarh Sahib,Punjab,2023-11-22,3,2023,11,22,53,16.64,67.71,1.98,0.0,5.0,13.0,14.0,8.0,10.285714285714286,0.0
Fatehgarh Sahib,Punjab,2023-11-23,0,2023,11,23,54,18.2,52.21,0.75,0.0,3.0,6.0,14.0,4.666666666666667,8.714285714285714,8.0
Fatehgarh Sahib,Punjab,2023-11-24,8,2023,11,24,55,17.43,55.25,1.03,0.0,0.0,5.0,3.0,2.6666666666666665,6.714285714285714,0.0
Fatehgarh Sahib,Punjab,2023-11-25,0,2023,11,25,56,17.43,59.02,0.92,0.0,8.0,3.0,17.0,3.6666666666666665,7.428571428571429,0.0
Fatehgarh Sahib,Punjab,2023-11-26,0,2023,11,26,57,16.52,62.58,1.26,0.0,0.0,0.0,13.0,2.6666666666666665,5.0,0.0
Fatehgarh Sahib,Punjab,2023-11-27,0,2023,11,27,58,16.91,67.03,1.24,0.04,0.0,8.0,6.0,2.6666666666666665,3.142857142857143,0.0
Fatehgarh Sahib,Punjab,2023-11-28,0,2023,11,28,59,17.36,62.52,1.01,0.0,0.0,0.0,5.0,0.0,2.2857142857142856,0.0
Fatehgarh Sahib,Punjab,2023-11-29,0,2023,11,29,60,19.82,55.58,0.96,0.24,0.0,0.0,3.0,0.0,1.5714285714285714,0.0
Fatehgarh Sahib,Punjab,2023-11-30,0,2023,11,30,61,17.96,76.97,1.29,12.85,0.0,0.0,0.0,0.0,1.1428571428571428,0.0
Fatehgarh Sahib,Punjab,2024-10-01,0,2024,10,1,1,27.71,77.02,1.82,0.0,0.0,0.0,8.0,0.0,1.1428571428571428,1.0
Fatehgarh Sahib,Punjab,2024-10-02,1,2024,10,2,2,28.07,67.22,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fatehgarh Sahib,Punjab,2024-10-03,0,2024,10,3,3,28.04,60.85,1.13,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Fatehgarh Sahib,Punjab,2024-10-04,0,2024,10,4,4,27.2,63.62,1.12,0.0,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Fatehgarh Sahib,Punjab,2024-10-05,0,2024,10,5,5,27.3,65.41,1.07,0.17,0.0,1.0,0.0,0.3333333333333333,0.14285714285714285,1.0
Fatehgarh Sahib,Punjab,2024-10-06,1,2024,10,6,6,27.04,65.81,1.31,3.07,0.0,0.0,0.0,0.0,0.14285714285714285,9.0
Fatehgarh Sahib,Punjab,2024-10-07,9,2024,10,7,7,26.71,66.4,1.34,0.0,1.0,0.0,0.0,0.3333333333333333,0.2857142857142857,1.0
Fatehgarh Sahib,Punjab,2024-10-08,1,2024,10,8,8,26.21,65.27,1.18,0.0,9.0,0.0,0.0,3.3333333333333335,1.5714285714285714,0.0
Fatehgarh Sahib,Punjab,2024-10-09,0,2024,10,9,9,25.53,69.51,1.94,0.0,1.0,1.0,1.0,3.6666666666666665,1.7142857142857142,3.0
Fatehgarh Sahib,Punjab,2024-10-10,3,2024,10,10,10,25.11,64.6,1.77,0.0,0.0,9.0,0.0,3.3333333333333335,1.5714285714285714,1.0
Fatehgarh Sahib,Punjab,2024-10-11,1,2024,10,11,11,25.4,59.54,1.82,0.0,3.0,1.0,0.0,1.3333333333333333,2.0,1.0
Fatehgarh Sahib,Punjab,2024-10-12,1,2024,10,12,12,26.31,51.19,1.09,0.0,1.0,0.0,0.0,1.3333333333333333,2.142857142857143,2.0
Fatehgarh Sahib,Punjab,2024-10-13,2,2024,10,13,13,26.26,46.22,0.93,0.0,1.0,3.0,1.0,1.6666666666666667,2.2857142857142856,2.0
Fatehgarh Sahib,Punjab,2024-10-14,2,2024,10,14,14,24.99,49.3,1.34,0.01,2.0,1.0,9.0,1.3333333333333333,2.4285714285714284,5.0
Fatehgarh Sahib,Punjab,2024-10-15,5,2024,10,15,15,25.49,52.2,1.58,0.1,2.0,1.0,1.0,1.6666666666666667,1.4285714285714286,2.0
Fatehgarh Sahib,Punjab,2024-10-16,2,2024,10,16,16,26.27,52.81,1.07,0.0,5.0,2.0,0.0,3.0,2.0,9.0
Fatehgarh Sahib,Punjab,2024-10-17,9,2024,10,17,17,25.96,54.26,1.22,0.0,2.0,2.0,3.0,3.0,2.2857142857142856,2.0
Fatehgarh Sahib,Punjab,2024-10-18,2,2024,10,18,18,26.74,48.61,1.05,0.0,9.0,5.0,1.0,5.333333333333333,3.142857142857143,12.0
Fatehgarh Sahib,Punjab,2024-10-19,12,2024,10,19,19,25.59,53.09,1.36,0.0,2.0,2.0,1.0,4.333333333333333,3.2857142857142856,14.0
Fatehgarh Sahib,Punjab,2024-10-20,14,2024,10,20,20,25.34,55.29,1.17,0.0,12.0,9.0,2.0,7.666666666666667,4.857142857142857,6.0
Fatehgarh Sahib,Punjab,2024-10-21,6,2024,10,21,21,24.86,60.81,1.02,0.0,14.0,2.0,2.0,9.333333333333334,6.571428571428571,11.0
Fatehgarh Sahib,Punjab,2024-10-22,11,2024,10,22,22,24.8,65.12,1.21,0.0,6.0,12.0,5.0,10.666666666666666,7.142857142857143,13.0
Fatehgarh Sahib,Punjab,2024-10-23,13,2024,10,23,23,25.81,56.49,2.21,0.0,11.0,14.0,2.0,10.333333333333334,8.0,10.0
Fatehgarh Sahib,Punjab,2024-10-24,10,2024,10,24,24,24.85,57.72,2.31,0.0,13.0,6.0,9.0,10.0,9.571428571428571,10.0
Fatehgarh Sahib,Punjab,2024-10-25,10,2024,10,25,25,25.14,54.54,1.92,0.0,10.0,11.0,2.0,11.333333333333334,9.714285714285714,7.0
Fatehgarh Sahib,Punjab,2024-10-26,7,2024,10,26,26,24.94,52.39,1.39,0.0,10.0,13.0,12.0,11.0,10.857142857142858,39.0
Fatehgarh Sahib,Punjab,2024-10-27,39,2024,10,27,27,24.86,57.84,1.38,0.0,7.0,10.0,14.0,9.0,10.142857142857142,5.0
Fatehgarh Sahib,Punjab,2024-10-28,5,2024,10,28,28,25.18,71.79,2.04,0.0,39.0,10.0,6.0,18.666666666666668,13.714285714285714,10.0
Fatehgarh Sahib,Punjab,2024-10-29,10,2024,10,29,29,26.68,66.25,1.33,0.0,5.0,7.0,11.0,17.0,13.571428571428571,22.0
Fatehgarh Sahib,Punjab,2024-10-30,22,2024,10,30,30,26.47,59.29,1.49,0.0,10.0,39.0,13.0,18.0,13.428571428571429,56.0
Fatehgarh Sahib,Punjab,2024-10-31,56,2024,10,31,31,25.24,51.88,2.38,0.0,22.0,5.0,10.0,12.333333333333334,14.714285714285714,54.0
Fatehgarh Sahib,Punjab,2024-11-01,54,2024,11,1,32,24.01,46.6,1.86,0.0,56.0,10.0,10.0,29.333333333333332,21.285714285714285,11.0
Fatehgarh Sahib,Punjab,2024-11-02,11,2024,11,2,33,25.04,37.15,0.93,0.0,54.0,22.0,7.0,44.0,27.571428571428573,10.0
Fatehgarh Sahib,Punjab,2024-11-03,10,2024,11,3,34,23.71,43.63,0.98,0.0,11.0,56.0,39.0,40.333333333333336,28.142857142857142,3.0
Fatehgarh Sahib,Punjab,2024-11-04,3,2024,11,4,35,24.36,42.45,0.95,0.0,10.0,54.0,5.0,25.0,24.0,4.0
Fatehgarh Sahib,Punjab,2024-11-05,4,2024,11,5,36,23.32,55.99,1.66,0.0,3.0,11.0,10.0,8.0,23.714285714285715,1.0
Fatehgarh Sahib,Punjab,2024-11-06,1,2024,11,6,37,23.85,55.98,1.1,0.0,4.0,10.0,22.0,5.666666666666667,22.857142857142858,15.0
Fatehgarh Sahib,Punjab,2024-11-07,15,2024,11,7,38,23.94,58.05,1.14,0.0,1.0,3.0,56.0,2.6666666666666665,19.857142857142858,13.0
Fatehgarh Sahib,Punjab,2024-11-08,13,2024,11,8,39,24.13,59.57,1.04,0.0,15.0,4.0,54.0,6.666666666666667,14.0,27.0
Fatehgarh Sahib,Punjab,2024-11-09,27,2024,11,9,40,23.23,68.54,1.67,0.0,13.0,1.0,11.0,9.666666666666666,8.142857142857142,7.0
Fatehgarh Sahib,Punjab,2024-11-10,7,2024,11,10,41,23.63,68.0,0.96,0.0,27.0,15.0,10.0,18.333333333333332,10.428571428571429,3.0
Fatehgarh Sahib,Punjab,2024-11-11,3,2024,11,11,42,23.79,67.03,1.15,0.0,7.0,13.0,3.0,15.666666666666666,10.0,2.0
Fatehgarh Sahib,Punjab,2024-11-12,2,2024,11,12,43,22.79,61.65,1.37,0.0,3.0,27.0,4.0,12.333333333333334,10.0,3.0
Fatehgarh Sahib,Punjab,2024-11-13,3,2024,11,13,44,22.52,52.93,1.3,0.0,2.0,7.0,1.0,4.0,9.714285714285714,6.0
Fatehgarh Sahib,Punjab,2024-11-14,6,2024,11,14,45,20.92,51.33,1.19,0.0,3.0,3.0,15.0,2.6666666666666665,10.0,1.0
Fatehgarh Sahib,Punjab,2024-11-15,1,2024,11,15,46,20.81,52.71,1.55,0.0,6.0,2.0,13.0,3.6666666666666665,8.714285714285714,1.0
Fatehgarh Sahib,Punjab,2024-11-16,1,2024,11,16,47,20.21,55.34,1.66,0.0,1.0,3.0,27.0,3.3333333333333335,7.0,0.0
Fatehgarh Sahib,Punjab,2024-11-17,0,2024,11,17,48,19.73,49.66,1.76,0.0,1.0,6.0,7.0,2.6666666666666665,3.2857142857142856,8.0
Fatehgarh Sahib,Punjab,2024-11-18,8,2024,11,18,49,18.95,49.12,1.44,0.0,0.0,1.0,3.0,0.6666666666666666,2.2857142857142856,7.0
Fatehgarh Sahib,Punjab,2024-11-19,7,2024,11,19,50,18.88,45.17,1.5,0.0,8.0,1.0,2.0,3.0,3.0,6.0
Fatehgarh Sahib,Punjab,2024-11-20,6,2024,11,20,51,18.62,43.04,1.5,0.0,7.0,0.0,3.0,5.0,3.7142857142857144,8.0
Fatehgarh Sahib,Punjab,2024-11-21,8,2024,11,21,52,18.73,41.78,1.35,0.0,6.0,8.0,6.0,7.0,4.142857142857143,5.0
Fatehgarh Sahib,Punjab,2024-11-22,5,2024,11,22,53,19.64,38.79,1.01,0.0,8.0,7.0,1.0,7.0,4.428571428571429,3.0
Fatehgarh Sahib,Punjab,2024-11-23,3,2024,11,23,54,18.25,46.83,1.04,0.0,5.0,6.0,1.0,6.333333333333333,5.0,4.0
Fatehgarh Sahib,Punjab,2024-11-24,4,2024,11,24,55,19.11,47.42,1.57,0.0,3.0,8.0,0.0,5.333333333333333,5.285714285714286,12.0
Fatehgarh Sahib,Punjab,2024-11-25,12,2024,11,25,56,17.56,53.99,2.01,0.0,4.0,5.0,8.0,4.0,5.857142857142857,3.0
Fatehgarh Sahib,Punjab,2024-11-26,3,2024,11,26,57,17.52,48.02,1.63,0.0,12.0,3.0,7.0,6.333333333333333,6.428571428571429,2.0
Fatehgarh Sahib,Punjab,2024-11-27,2,2024,11,27,58,17.47,46.37,1.2,0.0,3.0,4.0,6.0,6.333333333333333,5.857142857142857,2.0
Fatehgarh Sahib,Punjab,2024-11-28,2,2024,11,28,59,17.81,43.63,1.37,0.0,2.0,12.0,8.0,5.666666666666667,5.285714285714286,1.0
Fatehgarh Sahib,Punjab,2024-11-29,1,2024,11,29,60,18.0,42.99,1.2,0.0,2.0,3.0,5.0,2.3333333333333335,4.428571428571429,2.0
Fatehgarh Sahib,Punjab,2024-11-30,2,2024,11,30,61,17.11,43.25,1.79,0.0,1.0,2.0,3.0,1.6666666666666667,3.857142857142857,0.0
Fatehgarh Sahib,Punjab,2025-10-01,0,2025,10,1,1,27.68,77.63,1.01,0.13,2.0,2.0,4.0,1.6666666666666667,3.7142857142857144,0.0
Fatehgarh Sahib,Punjab,2025-10-02,0,2025,10,2,2,27.98,75.85,0.68,2.43,0.0,1.0,12.0,1.0,3.142857142857143,0.0
Fatehgarh Sahib,Punjab,2025-10-03,0,2025,10,3,3,26.62,82.49,1.15,1.29,0.0,2.0,3.0,0.6666666666666666,1.4285714285714286,0.0
Fatehgarh Sahib,Punjab,2025-10-04,0,2025,10,4,4,26.64,81.51,1.58,0.16,0.0,0.0,2.0,0.0,1.0,1.0
Fatehgarh Sahib,Punjab,2025-10-05,1,2025,10,5,5,26.87,71.01,0.7,2.86,0.0,0.0,2.0,0.0,0.7142857142857143,0.0
Fatehgarh Sahib,Punjab,2025-10-06,0,2025,10,6,6,23.26,83.69,1.82,9.65,1.0,0.0,1.0,0.3333333333333333,0.5714285714285714,0.0
Fatehgarh Sahib,Punjab,2025-10-07,0,2025,10,7,7,22.48,86.76,2.36,22.23,0.0,0.0,2.0,0.3333333333333333,0.42857142857142855,0.0
Fatehgarh Sahib,Punjab,2025-10-08,0,2025,10,8,8,22.29,85.51,0.92,10.88,0.0,1.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Fatehgarh Sahib,Punjab,2025-10-09,0,2025,10,9,9,21.89,81.8,1.38,0.05,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Fatehgarh Sahib,Punjab,2025-10-10,0,2025,10,10,10,22.52,74.96,1.27,0.02,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Fatehgarh Sahib,Punjab,2025-10-11,0,2025,10,11,11,23.02,76.23,1.4,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Fatehgarh Sahib,Punjab,2025-10-12,0,2025,10,12,12,22.39,76.83,1.52,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0
Fatehgarh Sahib,Punjab,2025-10-13,0,2025,10,13,13,22.72,69.91,1.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fatehgarh Sahib,Punjab,2025-10-14,1,2025,10,14,14,23.11,64.22,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fatehgarh Sahib,Punjab,2025-10-15,0,2025,10,15,15,23.68,64.25,0.96,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Fatehgarh Sahib,Punjab,2025-10-16,0,2025,10,16,16,23.64,73.5,1.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Fatehgarh Sahib,Punjab,2025-10-17,0,2025,10,17,17,23.85,77.29,1.21,0.0,0.0,1.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Fatehgarh Sahib,Punjab,2025-10-18,0,2025,10,18,18,24.22,74.95,1.01,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,4.0
Fatehgarh Sahib,Punjab,2025-10-19,4,2025,10,19,19,24.79,65.85,0.93,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0
Fatehgarh Sahib,Punjab,2025-10-20,1,2025,10,20,20,24.59,62.01,0.8,0.0,4.0,0.0,0.0,1.3333333333333333,0.7142857142857143,6.0
Fatehgarh Sahib,Punjab,2025-10-21,6,2025,10,21,21,23.94,61.52,1.03,0.01,1.0,0.0,1.0,1.6666666666666667,0.8571428571428571,2.0
Fatehgarh Sahib,Punjab,2025-10-22,2,2025,10,22,22,23.74,60.7,1.27,0.02,6.0,4.0,0.0,3.6666666666666665,1.5714285714285714,0.0
Fatehgarh Sahib,Punjab,2025-10-23,0,2025,10,23,23,23.38,60.38,1.24,0.61,2.0,1.0,0.0,3.0,1.8571428571428572,0.0
Fatehgarh Sahib,Punjab,2025-10-24,0,2025,10,24,24,24.3,62.32,0.72,0.48,0.0,6.0,0.0,2.6666666666666665,1.8571428571428572,0.0
Fatehgarh Sahib,Punjab,2025-10-25,0,2025,10,25,25,23.22,68.45,1.08,0.0,0.0,2.0,0.0,0.6666666666666666,1.8571428571428572,14.0
Fatehgarh Sahib,Punjab,2025-10-26,14,2025,10,26,26,23.37,65.39,1.07,0.0,0.0,0.0,4.0,0.0,1.8571428571428572,3.0
Fatehgarh Sahib,Punjab,2025-10-27,3,2025,10,27,27,23.18,61.47,0.87,0.0,14.0,0.0,1.0,4.666666666666667,3.2857142857142856,4.0
Fatehgarh Sahib,Punjab,2025-10-28,4,2025,10,28,28,22.42,66.91,0.72,0.0,3.0,0.0,6.0,5.666666666666667,3.5714285714285716,3.0
Fatehgarh Sahib,Punjab,2025-10-29,3,2025,10,29,29,22.25,69.49,1.2,0.0,4.0,14.0,2.0,7.0,3.2857142857142856,0.0
Fatehgarh Sahib,Punjab,2025-10-30,0,2025,10,30,30,24.3,68.65,0.71,0.0,3.0,3.0,0.0,3.3333333333333335,3.4285714285714284,5.0
Fatehgarh Sahib,Punjab,2025-10-31,5,2025,10,31,31,23.0,74.41,1.38,0.0,0.0,4.0,0.0,2.3333333333333335,3.4285714285714284,8.0
Fatehgarh Sahib,Punjab,2025-11-01,8,2025,11,1,32,22.08,69.15,1.62,0.0,5.0,3.0,0.0,2.6666666666666665,4.142857142857143,5.0
Fatehgarh Sahib,Punjab,2025-11-02,5,2025,11,2,33,20.92,67.3,1.88,0.0,8.0,0.0,14.0,4.333333333333333,5.285714285714286,1.0
Fatehgarh Sahib,Punjab,2025-11-03,1,2025,11,3,34,20.8,62.39,1.7,0.0,5.0,5.0,3.0,6.0,4.0,3.0
Fatehgarh Sahib,Punjab,2025-11-04,3,2025,11,4,35,20.49,65.31,1.93,0.0,1.0,8.0,4.0,4.666666666666667,3.7142857142857144,6.0
Fatehgarh Sahib,Punjab,2025-11-05,6,2025,11,5,36,20.34,65.73,1.87,0.83,3.0,5.0,3.0,3.0,3.5714285714285716,6.0
Fatehgarh Sahib,Punjab,2025-11-06,6,2025,11,6,37,17.58,66.2,2.41,0.0,6.0,1.0,0.0,3.3333333333333335,4.0,8.0
Fatehgarh Sahib,Punjab,2025-11-07,8,2025,11,7,38,17.15,56.15,1.99,0.0,6.0,3.0,5.0,5.0,4.857142857142857,8.0
Fatehgarh Sahib,Punjab,2025-11-08,8,2025,11,8,39,17.19,54.45,1.63,0.0,8.0,6.0,8.0,6.666666666666667,5.285714285714286,5.0
Fatehgarh Sahib,Punjab,2025-11-09,5,2025,11,9,40,16.99,58.89,1.79,0.0,8.0,6.0,5.0,7.333333333333333,5.285714285714286,1.0
Fatehgarh Sahib,Punjab,2025-11-10,1,2025,11,10,41,17.64,55.87,1.54,0.0,5.0,8.0,1.0,7.0,5.285714285714286,3.0
Fatehgarh Sahib,Punjab,2025-11-11,3,2025,11,11,42,17.28,57.34,1.82,0.0,1.0,8.0,3.0,4.666666666666667,5.285714285714286,1.0
Fatehgarh Sahib,Punjab,2025-11-12,1,2025,11,12,43,16.53,58.91,2.01,0.0,3.0,5.0,6.0,3.0,5.285714285714286,0.0
Fatehgarh Sahib,Punjab,2025-11-13,0,2025,11,13,44,16.82,57.6,1.78,0.0,1.0,1.0,6.0,1.6666666666666667,4.571428571428571,2.0
Fatehgarh Sahib,Punjab,2025-11-14,2,2025,11,14,45,16.39,56.0,1.66,0.0,0.0,3.0,8.0,1.3333333333333333,3.7142857142857144,3.0
Fatehgarh Sahib,Punjab,2025-11-15,3,2025,11,15,46,16.46,53.78,1.74,0.0,2.0,1.0,8.0,1.0,2.857142857142857,4.0
Fatehgarh Sahib,Punjab,2025-11-16,4,2025,11,16,47,16.47,54.84,1.85,0.0,3.0,0.0,5.0,1.6666666666666667,2.142857142857143,1.0
Fatehgarh Sahib,Punjab,2025-11-17,1,2025,11,17,48,17.12,52.46,1.39,0.0,4.0,2.0,1.0,3.0,2.0,1.0
Fatehgarh Sahib,Punjab,2025-11-18,1,2025,11,18,49,17.0,56.68,1.38,0.0,1.0,3.0,3.0,2.6666666666666665,2.0,6.0
Fatehgarh Sahib,Punjab,2025-11-19,6,2025,11,19,50,18.74,53.16,0.98,0.0,1.0,4.0,1.0,2.0,1.7142857142857142,3.0
Fatehgarh Sahib,Punjab,2025-11-20,3,2025,11,20,51,18.89,50.24,0.75,0.0,6.0,1.0,0.0,2.6666666666666665,2.4285714285714284,0.0
Fatehgarh Sahib,Punjab,2025-11-21,0,2025,11,21,52,17.59,53.82,1.12,0.0,3.0,1.0,2.0,3.3333333333333335,2.857142857142857,0.0
Fatehgarh Sahib,Punjab,2025-11-22,0,2025,11,22,53,17.24,57.59,1.31,0.0,0.0,6.0,3.0,3.0,2.5714285714285716,0.0
Fatehgarh Sahib,Punjab,2025-11-23,0,2025,11,23,54,16.74,58.55,1.14,0.0,0.0,3.0,4.0,1.0,2.142857142857143,0.0
Fatehgarh Sahib,Punjab,2025-11-24,0,2025,11,24,55,15.52,57.33,1.59,0.0,0.0,0.0,1.0,0.0,1.5714285714285714,0.0
Fatehgarh Sahib,Punjab,2025-11-25,0,2025,11,25,56,15.23,56.3,1.53,0.0,0.0,0.0,1.0,0.0,1.4285714285714286,0.0
Fatehgarh Sahib,Punjab,2025-11-26,0,2025,11,26,57,15.6,55.1,1.5,0.0,0.0,0.0,6.0,0.0,1.2857142857142858,1.0
Fatehgarh Sahib,Punjab,2025-11-27,1,2025,11,27,58,16.31,54.93,1.01,0.0,0.0,0.0,3.0,0.0,0.42857142857142855,0.0
Fatehgarh Sahib,Punjab,2025-11-28,0,2025,11,28,59,16.38,54.2,1.35,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Fatehgarh Sahib,Punjab,2025-11-29,0,2025,11,29,60,14.78,52.72,1.86,0.0,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Fazilka,Punjab,2023-10-08,2,2023,10,8,8,28.8,56.11,1.45,0.0,0.0,1.0,0.0,0.3333333333333333,0.2857142857142857,0.0
Fazilka,Punjab,2023-10-09,0,2023,10,9,9,28.25,55.67,1.3,0.0,2.0,0.0,0.0,0.6666666666666666,0.5714285714285714,0.0
Fazilka,Punjab,2023-10-10,0,2023,10,10,10,25.9,65.18,1.62,8.31,0.0,0.0,1.0,0.6666666666666666,0.5714285714285714,2.0
Fazilka,Punjab,2023-10-11,2,2023,10,11,11,26.24,54.21,0.94,0.0,0.0,2.0,0.0,0.6666666666666666,0.42857142857142855,1.0
Fazilka,Punjab,2023-10-12,1,2023,10,12,12,25.38,49.49,1.27,0.0,2.0,0.0,1.0,0.6666666666666666,0.7142857142857143,2.0
Fazilka,Punjab,2023-10-13,2,2023,10,13,13,26.29,52.14,1.37,0.0,1.0,0.0,0.0,1.0,0.7142857142857143,5.0
Fazilka,Punjab,2023-10-14,5,2023,10,14,14,26.03,55.54,1.8,5.18,2.0,2.0,0.0,1.6666666666666667,1.0,0.0
Fazilka,Punjab,2023-10-15,0,2023,10,15,15,24.2,66.49,1.3,6.3,5.0,1.0,2.0,2.6666666666666665,1.7142857142857142,0.0
Fazilka,Punjab,2023-10-16,0,2023,10,16,16,23.39,72.13,2.0,30.66,0.0,2.0,0.0,2.3333333333333335,1.4285714285714286,0.0
Fazilka,Punjab,2023-10-17,0,2023,10,17,17,21.59,80.88,1.71,8.04,0.0,5.0,0.0,1.6666666666666667,1.4285714285714286,0.0
Fazilka,Punjab,2023-10-18,0,2023,10,18,18,21.3,71.93,1.44,0.0,0.0,0.0,2.0,0.0,1.4285714285714286,0.0
Fazilka,Punjab,2023-10-19,0,2023,10,19,19,22.58,61.29,0.9,0.0,0.0,0.0,1.0,0.0,1.1428571428571428,2.0
Fazilka,Punjab,2023-10-20,2,2023,10,20,20,22.84,60.42,0.84,0.0,0.0,0.0,2.0,0.0,1.0,6.0
Fazilka,Punjab,2023-10-21,6,2023,10,21,21,23.23,60.54,1.03,0.0,2.0,0.0,5.0,0.6666666666666666,1.0,0.0
Fazilka,Punjab,2023-10-22,0,2023,10,22,22,22.41,65.27,1.14,2.02,6.0,0.0,0.0,2.6666666666666665,1.1428571428571428,4.0
Fazilka,Punjab,2023-10-23,4,2023,10,23,23,22.71,64.99,1.09,0.0,0.0,2.0,0.0,2.6666666666666665,1.1428571428571428,1.0
Fazilka,Punjab,2023-10-24,1,2023,10,24,24,23.32,64.02,1.11,0.0,4.0,6.0,0.0,3.3333333333333335,1.7142857142857142,6.0
Fazilka,Punjab,2023-10-25,6,2023,10,25,25,23.78,56.87,1.14,0.0,1.0,0.0,0.0,1.6666666666666667,1.8571428571428572,6.0
Fazilka,Punjab,2023-10-26,6,2023,10,26,26,24.45,47.88,0.92,0.0,6.0,4.0,0.0,3.6666666666666665,2.7142857142857144,18.0
Fazilka,Punjab,2023-10-27,18,2023,10,27,27,23.72,49.7,1.14,0.0,6.0,1.0,2.0,4.333333333333333,3.5714285714285716,1.0
Fazilka,Punjab,2023-10-28,1,2023,10,28,28,23.46,55.38,1.36,0.0,18.0,6.0,6.0,10.0,5.857142857142857,23.0
Fazilka,Punjab,2023-10-29,23,2023,10,29,29,23.9,59.19,1.39,0.0,1.0,6.0,0.0,8.333333333333334,5.142857142857143,20.0
Fazilka,Punjab,2023-10-30,20,2023,10,30,30,23.0,63.19,1.4,0.0,23.0,18.0,4.0,14.0,8.428571428571429,20.0
Fazilka,Punjab,2023-10-31,20,2023,10,31,31,22.87,62.52,1.15,0.0,20.0,1.0,1.0,14.666666666666666,10.714285714285714,31.0
Fazilka,Punjab,2023-11-01,31,2023,11,1,32,23.15,60.78,1.06,0.0,20.0,23.0,6.0,21.0,13.428571428571429,12.0
Fazilka,Punjab,2023-11-02,12,2023,11,2,33,23.08,65.06,1.01,0.0,31.0,20.0,6.0,23.666666666666668,17.0,24.0
Fazilka,Punjab,2023-11-03,24,2023,11,3,34,22.59,69.34,0.92,0.0,12.0,20.0,18.0,21.0,17.857142857142858,35.0
Fazilka,Punjab,2023-11-04,35,2023,11,4,35,22.41,64.21,1.13,0.0,24.0,31.0,1.0,22.333333333333332,18.714285714285715,90.0
Fazilka,Punjab,2023-11-05,90,2023,11,5,36,22.39,53.93,1.03,0.0,35.0,12.0,23.0,23.666666666666668,23.571428571428573,46.0
Fazilka,Punjab,2023-11-06,46,2023,11,6,37,20.81,59.9,1.62,0.0,90.0,24.0,20.0,49.666666666666664,33.142857142857146,93.0
Fazilka,Punjab,2023-11-07,93,2023,11,7,38,21.13,65.99,1.06,0.0,46.0,35.0,20.0,57.0,36.857142857142854,86.0
