district,state,date,fire_count,year,month,day,day_of_season,T2M,RH2M,WS2M,PRECTOTCORR,fire_lag_1d,fire_lag_3d,fire_lag_7d,fire_mean_3d,fire_mean_7d,next_day_fire_count
Ambala,Haryana,2023-10-08,22,2023,10,8,8,24.65,68.55,1.31,0.0,10.0,12.0,2.0,10.0,11.0,8.0
Ambala,Haryana,2023-10-09,8,2023,10,9,9,25.11,69.82,1.0,0.0,22.0,8.0,17.0,13.333333333333334,13.857142857142858,1.0
Ambala,Haryana,2023-10-10,1,2023,10,10,10,24.64,68.07,1.35,5.61,8.0,10.0,12.0,13.333333333333334,12.571428571428571,3.0
Ambala,Haryana,2023-10-11,3,2023,10,11,11,22.85,70.94,1.78,0.0,1.0,22.0,16.0,10.333333333333334,11.0,13.0
Ambala,Haryana,2023-10-12,13,2023,10,12,12,22.92,67.62,1.33,0.0,3.0,8.0,12.0,4.0,9.142857142857142,13.0
Ambala,Haryana,2023-10-13,13,2023,10,13,13,22.71,68.92,1.25,0.0,13.0,1.0,8.0,5.666666666666667,9.285714285714286,13.0
Ambala,Haryana,2023-10-14,13,2023,10,14,14,23.93,64.4,1.56,1.5,13.0,3.0,10.0,9.666666666666666,10.0,23.0
Ambala,Haryana,2023-10-15,23,2023,10,15,15,23.74,63.93,1.13,0.19,13.0,13.0,22.0,13.0,10.428571428571429,0.0
Ambala,Haryana,2023-10-16,0,2023,10,16,16,21.16,78.39,1.26,18.94,23.0,13.0,8.0,16.333333333333332,10.571428571428571,0.0
Ambala,Haryana,2023-10-17,0,2023,10,17,17,20.31,78.22,1.23,3.51,0.0,13.0,1.0,12.0,9.428571428571429,1.0
Ambala,Haryana,2023-10-18,1,2023,10,18,18,19.58,73.45,1.96,0.44,0.0,23.0,3.0,7.666666666666667,9.285714285714286,3.0
Ambala,Haryana,2023-10-19,3,2023,10,19,19,19.67,70.75,1.65,0.0,1.0,0.0,13.0,0.3333333333333333,9.0,7.0
Ambala,Haryana,2023-10-20,7,2023,10,20,20,20.13,63.65,1.04,0.0,3.0,0.0,13.0,1.3333333333333333,7.571428571428571,11.0
Ambala,Haryana,2023-10-21,11,2023,10,21,21,20.77,59.04,1.05,0.0,7.0,1.0,13.0,3.6666666666666665,6.714285714285714,0.0
Ambala,Haryana,2023-10-22,0,2023,10,22,22,20.86,66.85,1.34,0.0,11.0,3.0,23.0,7.0,6.428571428571429,12.0
Ambala,Haryana,2023-10-23,12,2023,10,23,23,21.42,64.45,0.94,0.13,0.0,7.0,0.0,6.0,3.142857142857143,30.0
Ambala,Haryana,2023-10-24,30,2023,10,24,24,21.94,63.46,1.13,0.02,12.0,11.0,0.0,7.666666666666667,4.857142857142857,14.0
Ambala,Haryana,2023-10-25,14,2023,10,25,25,21.8,64.3,1.16,0.0,30.0,0.0,1.0,14.0,9.142857142857142,17.0
Ambala,Haryana,2023-10-26,17,2023,10,26,26,21.16,63.58,1.88,0.0,14.0,12.0,3.0,18.666666666666668,11.0,17.0
Ambala,Haryana,2023-10-27,17,2023,10,27,27,20.84,62.17,1.77,0.0,17.0,30.0,7.0,20.333333333333332,13.0,6.0
Ambala,Haryana,2023-10-28,6,2023,10,28,28,21.47,64.12,1.26,0.0,17.0,14.0,11.0,16.0,14.428571428571429,27.0
Ambala,Haryana,2023-10-29,27,2023,10,29,29,21.97,63.9,1.12,0.0,6.0,17.0,0.0,13.333333333333334,13.714285714285714,8.0
Ambala,Haryana,2023-10-30,8,2023,10,30,30,21.21,65.38,1.21,0.0,27.0,17.0,12.0,16.666666666666668,17.571428571428573,5.0
Ambala,Haryana,2023-10-31,5,2023,10,31,31,21.8,60.66,1.12,0.0,8.0,6.0,30.0,13.666666666666666,17.0,21.0
Ambala,Haryana,2023-11-01,21,2023,11,1,32,22.49,56.19,1.1,0.0,5.0,27.0,14.0,13.333333333333334,13.428571428571429,9.0
Ambala,Haryana,2023-11-02,9,2023,11,2,33,22.31,55.16,0.98,0.0,21.0,8.0,17.0,11.333333333333334,14.428571428571429,3.0
Ambala,Haryana,2023-11-03,3,2023,11,3,34,21.49,58.63,1.03,0.0,9.0,5.0,17.0,11.666666666666666,13.285714285714286,7.0
Ambala,Haryana,2023-11-04,7,2023,11,4,35,21.17,56.18,1.4,0.0,3.0,21.0,6.0,11.0,11.285714285714286,8.0
Ambala,Haryana,2023-11-05,8,2023,11,5,36,20.74,56.53,1.34,0.0,7.0,9.0,27.0,6.333333333333333,11.428571428571429,2.0
Ambala,Haryana,2023-11-06,2,2023,11,6,37,20.23,55.95,1.13,0.0,8.0,3.0,8.0,6.0,8.714285714285714,0.0
Ambala,Haryana,2023-11-07,0,2023,11,7,38,20.34,57.82,1.51,0.0,2.0,7.0,5.0,5.666666666666667,7.857142857142857,0.0
Ambala,Haryana,2023-11-08,0,2023,11,8,39,20.77,61.54,1.64,0.0,0.0,8.0,21.0,3.3333333333333335,7.142857142857143,0.0
Ambala,Haryana,2023-11-09,0,2023,11,9,40,20.74,62.96,1.72,0.0,0.0,2.0,9.0,0.6666666666666666,4.142857142857143,0.0
Ambala,Haryana,2023-11-10,0,2023,11,10,41,18.47,70.41,1.54,1.51,0.0,0.0,3.0,0.0,2.857142857142857,2.0
Ambala,Haryana,2023-11-11,2,2023,11,11,42,17.9,67.52,1.44,0.02,0.0,0.0,7.0,0.0,2.4285714285714284,1.0
Ambala,Haryana,2023-11-12,1,2023,11,12,43,18.45,63.44,1.83,0.0,2.0,0.0,8.0,0.6666666666666666,1.7142857142857142,2.0
Ambala,Haryana,2023-11-13,2,2023,11,13,44,18.74,57.31,1.16,0.0,1.0,0.0,2.0,1.0,0.7142857142857143,3.0
Ambala,Haryana,2023-11-14,3,2023,11,14,45,19.31,55.75,1.14,0.0,2.0,2.0,0.0,1.6666666666666667,0.7142857142857143,0.0
Ambala,Haryana,2023-11-15,0,2023,11,15,46,19.92,55.8,1.39,0.0,3.0,1.0,0.0,2.0,1.1428571428571428,0.0
Ambala,Haryana,2023-11-16,0,2023,11,16,47,20.02,54.26,1.23,0.0,0.0,2.0,0.0,1.6666666666666667,1.1428571428571428,1.0
Ambala,Haryana,2023-11-17,1,2023,11,17,48,20.78,51.67,1.41,0.0,0.0,3.0,0.0,1.0,1.1428571428571428,2.0
Ambala,Haryana,2023-11-18,2,2023,11,18,49,20.74,55.01,1.38,0.0,1.0,0.0,2.0,0.3333333333333333,1.2857142857142858,1.0
Ambala,Haryana,2023-11-19,1,2023,11,19,50,19.35,62.76,1.51,0.0,2.0,0.0,1.0,1.0,1.2857142857142858,1.0
Ambala,Haryana,2023-11-20,1,2023,11,20,51,18.9,62.95,1.04,0.0,1.0,1.0,2.0,1.3333333333333333,1.2857142857142858,0.0
Ambala,Haryana,2023-11-21,0,2023,11,21,52,18.43,61.3,2.23,0.0,1.0,2.0,3.0,1.3333333333333333,1.1428571428571428,0.0
Ambala,Haryana,2023-11-22,0,2023,11,22,53,17.44,60.75,2.2,0.0,0.0,1.0,0.0,0.6666666666666666,0.7142857142857143,0.0
Ambala,Haryana,2023-11-23,0,2023,11,23,54,18.18,51.13,1.17,0.0,0.0,1.0,0.0,0.3333333333333333,0.7142857142857143,0.0
Ambala,Haryana,2023-11-24,0,2023,11,24,55,17.79,53.58,1.09,0.0,0.0,0.0,1.0,0.0,0.7142857142857143,1.0
Ambala,Haryana,2023-11-25,1,2023,11,25,56,17.94,53.08,1.12,0.0,0.0,0.0,2.0,0.0,0.5714285714285714,0.0
Ambala,Haryana,2023-11-26,0,2023,11,26,57,17.54,56.82,1.37,0.0,1.0,0.0,1.0,0.3333333333333333,0.42857142857142855,0.0
Ambala,Haryana,2023-11-27,0,2023,11,27,58,17.35,64.01,1.47,0.03,0.0,0.0,1.0,0.3333333333333333,0.2857142857142857,5.0
Ambala,Haryana,2023-11-28,5,2023,11,28,59,18.22,54.28,1.2,0.0,0.0,1.0,0.0,0.3333333333333333,0.14285714285714285,5.0
Ambala,Haryana,2023-11-29,5,2023,11,29,60,19.41,54.0,1.24,0.33,5.0,0.0,0.0,1.6666666666666667,0.8571428571428571,0.0
Ambala,Haryana,2023-11-30,0,2023,11,30,61,17.18,76.89,1.25,9.06,5.0,0.0,0.0,3.3333333333333335,1.5714285714285714,0.0
Ambala,Haryana,2024-10-01,0,2024,10,1,1,25.87,85.73,2.35,0.0,0.0,5.0,0.0,3.3333333333333335,1.5714285714285714,1.0
Ambala,Haryana,2024-10-02,1,2024,10,2,2,25.79,76.19,1.95,0.0,0.0,5.0,1.0,1.6666666666666667,1.5714285714285714,2.0
Ambala,Haryana,2024-10-03,2,2024,10,3,3,26.32,68.48,1.43,0.0,1.0,0.0,0.0,0.3333333333333333,1.5714285714285714,0.0
Ambala,Haryana,2024-10-04,0,2024,10,4,4,25.9,70.24,1.22,0.0,2.0,0.0,0.0,1.0,1.8571428571428572,4.0
Ambala,Haryana,2024-10-05,4,2024,10,5,5,26.01,68.4,1.19,0.27,0.0,1.0,5.0,1.0,1.8571428571428572,9.0
Ambala,Haryana,2024-10-06,9,2024,10,6,6,25.83,69.86,1.63,1.87,4.0,2.0,5.0,2.0,1.7142857142857142,2.0
Ambala,Haryana,2024-10-07,2,2024,10,7,7,25.57,70.12,1.38,0.0,9.0,0.0,0.0,4.333333333333333,2.2857142857142856,4.0
Ambala,Haryana,2024-10-08,4,2024,10,8,8,24.8,70.88,1.16,0.02,2.0,4.0,0.0,5.0,2.5714285714285716,6.0
Ambala,Haryana,2024-10-09,6,2024,10,9,9,24.29,73.46,1.99,0.0,4.0,9.0,1.0,5.0,3.142857142857143,2.0
Ambala,Haryana,2024-10-10,2,2024,10,10,10,23.23,71.67,1.99,0.0,6.0,2.0,2.0,4.0,3.857142857142857,6.0
Ambala,Haryana,2024-10-11,6,2024,10,11,11,23.3,69.76,2.08,0.0,2.0,4.0,0.0,4.0,3.857142857142857,15.0
Ambala,Haryana,2024-10-12,15,2024,10,12,12,24.23,62.06,1.42,0.0,6.0,6.0,4.0,4.666666666666667,4.714285714285714,24.0
Ambala,Haryana,2024-10-13,24,2024,10,13,13,24.54,55.88,1.2,0.0,15.0,2.0,9.0,7.666666666666667,6.285714285714286,11.0
Ambala,Haryana,2024-10-14,11,2024,10,14,14,23.34,58.69,1.66,0.0,24.0,6.0,2.0,15.0,8.428571428571429,9.0
Ambala,Haryana,2024-10-15,9,2024,10,15,15,23.05,64.46,1.97,1.11,11.0,15.0,4.0,16.666666666666668,9.714285714285714,0.0
Ambala,Haryana,2024-10-16,0,2024,10,16,16,24.32,61.82,1.31,0.0,9.0,24.0,6.0,14.666666666666666,10.428571428571429,10.0
Ambala,Haryana,2024-10-17,10,2024,10,17,17,24.41,61.09,1.27,0.0,0.0,11.0,2.0,6.666666666666667,9.571428571428571,6.0
Ambala,Haryana,2024-10-18,6,2024,10,18,18,24.76,58.57,1.38,0.0,10.0,9.0,6.0,6.333333333333333,10.714285714285714,7.0
Ambala,Haryana,2024-10-19,7,2024,10,19,19,23.26,64.7,1.49,0.0,6.0,0.0,15.0,5.333333333333333,10.714285714285714,6.0
Ambala,Haryana,2024-10-20,6,2024,10,20,20,23.35,65.09,1.29,0.0,7.0,10.0,24.0,7.666666666666667,9.571428571428571,0.0
Ambala,Haryana,2024-10-21,0,2024,10,21,21,23.41,67.72,1.03,0.0,6.0,6.0,11.0,6.333333333333333,7.0,1.0
Ambala,Haryana,2024-10-22,1,2024,10,22,22,23.42,70.93,1.32,0.0,0.0,7.0,9.0,4.333333333333333,5.428571428571429,1.0
Ambala,Haryana,2024-10-23,1,2024,10,23,23,24.31,63.56,1.78,0.0,1.0,6.0,0.0,2.3333333333333335,4.285714285714286,8.0
Ambala,Haryana,2024-10-24,8,2024,10,24,24,24.17,58.85,1.9,0.0,1.0,0.0,10.0,0.6666666666666666,4.428571428571429,2.0
Ambala,Haryana,2024-10-25,2,2024,10,25,25,24.22,57.68,2.04,0.0,8.0,1.0,6.0,3.3333333333333335,4.142857142857143,0.0
Ambala,Haryana,2024-10-26,0,2024,10,26,26,23.88,58.41,1.52,0.0,2.0,1.0,7.0,3.6666666666666665,3.5714285714285716,3.0
Ambala,Haryana,2024-10-27,3,2024,10,27,27,23.15,69.83,1.34,0.0,0.0,8.0,6.0,3.3333333333333335,2.5714285714285716,3.0
Ambala,Haryana,2024-10-28,3,2024,10,28,28,23.73,78.46,1.58,0.0,3.0,2.0,0.0,1.6666666666666667,2.142857142857143,1.0
Ambala,Haryana,2024-10-29,1,2024,10,29,29,25.05,73.27,1.12,0.0,3.0,0.0,1.0,2.0,2.5714285714285716,4.0
Ambala,Haryana,2024-10-30,4,2024,10,30,30,25.23,63.13,1.51,0.0,1.0,3.0,1.0,2.3333333333333335,2.5714285714285716,3.0
Ambala,Haryana,2024-10-31,3,2024,10,31,31,23.94,58.14,2.3,0.0,4.0,3.0,8.0,2.6666666666666665,3.0,1.0
Ambala,Haryana,2024-11-01,1,2024,11,1,32,22.45,56.69,1.98,0.0,3.0,1.0,2.0,2.6666666666666665,2.2857142857142856,3.0
Ambala,Haryana,2024-11-02,3,2024,11,2,33,23.39,44.78,1.05,0.0,1.0,4.0,0.0,2.6666666666666665,2.142857142857143,0.0
Ambala,Haryana,2024-11-03,0,2024,11,3,34,22.8,50.27,1.16,0.0,3.0,3.0,3.0,2.3333333333333335,2.5714285714285716,1.0
Ambala,Haryana,2024-11-04,1,2024,11,4,35,23.37,49.4,1.04,0.0,0.0,1.0,3.0,1.3333333333333333,2.142857142857143,1.0
Ambala,Haryana,2024-11-05,1,2024,11,5,36,22.08,62.87,1.49,0.0,1.0,3.0,1.0,1.3333333333333333,1.8571428571428572,2.0
Ambala,Haryana,2024-11-06,2,2024,11,6,37,22.77,61.78,1.12,0.0,1.0,0.0,4.0,0.6666666666666666,1.8571428571428572,0.0
Ambala,Haryana,2024-11-07,0,2024,11,7,38,22.35,67.31,1.13,0.0,2.0,1.0,3.0,1.3333333333333333,1.5714285714285714,1.0
Ambala,Haryana,2024-11-08,1,2024,11,8,39,22.84,66.68,1.07,0.0,0.0,1.0,1.0,1.0,1.1428571428571428,2.0
Ambala,Haryana,2024-11-09,2,2024,11,9,40,22.09,74.14,1.4,0.0,1.0,2.0,3.0,1.0,1.1428571428571428,0.0
Ambala,Haryana,2024-11-10,0,2024,11,10,41,22.37,72.46,0.91,0.0,2.0,0.0,0.0,1.0,1.0,1.0
Ambala,Haryana,2024-11-11,1,2024,11,11,42,22.74,69.98,0.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Ambala,Haryana,2024-11-12,1,2024,11,12,43,21.81,64.98,1.32,0.0,1.0,2.0,1.0,1.0,1.0,1.0
Ambala,Haryana,2024-11-13,1,2024,11,13,44,21.1,57.3,1.48,0.0,1.0,0.0,2.0,0.6666666666666666,1.0,2.0
Ambala,Haryana,2024-11-14,2,2024,11,14,45,19.86,57.74,1.15,0.0,1.0,1.0,0.0,1.0,0.8571428571428571,0.0
Ambala,Haryana,2024-11-15,0,2024,11,15,46,20.15,56.38,1.38,0.0,2.0,1.0,1.0,1.3333333333333333,1.1428571428571428,0.0
Ambala,Haryana,2024-11-16,0,2024,11,16,47,19.5,58.14,1.87,0.0,0.0,1.0,2.0,1.0,1.0,0.0
Ambala,Haryana,2024-11-17,0,2024,11,17,48,18.96,52.95,1.71,0.0,0.0,2.0,0.0,0.6666666666666666,0.7142857142857143,0.0
Ambala,Haryana,2024-11-18,0,2024,11,18,49,18.58,53.8,1.38,0.0,0.0,0.0,1.0,0.0,0.7142857142857143,1.0
Ambala,Haryana,2024-11-19,1,2024,11,19,50,18.53,51.81,1.59,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.0
Ambala,Haryana,2024-11-20,0,2024,11,20,51,18.09,49.45,1.51,0.0,1.0,0.0,1.0,0.3333333333333333,0.5714285714285714,1.0
Ambala,Haryana,2024-11-21,1,2024,11,21,52,17.93,47.6,1.65,0.0,0.0,0.0,2.0,0.3333333333333333,0.42857142857142855,1.0
Ambala,Haryana,2024-11-22,1,2024,11,22,53,18.13,46.14,1.4,0.0,1.0,1.0,0.0,0.6666666666666666,0.2857142857142857,0.0
Ambala,Haryana,2024-11-23,0,2024,11,23,54,17.86,49.32,0.95,0.0,1.0,0.0,0.0,0.6666666666666666,0.42857142857142855,3.0
Ambala,Haryana,2024-11-24,3,2024,11,24,55,18.49,50.89,1.79,0.0,0.0,1.0,0.0,0.6666666666666666,0.42857142857142855,4.0
Ambala,Haryana,2024-11-25,4,2024,11,25,56,17.29,55.25,2.16,0.0,3.0,1.0,0.0,1.3333333333333333,0.8571428571428571,10.0
Ambala,Haryana,2024-11-26,10,2024,11,26,57,17.02,50.21,1.82,0.0,4.0,0.0,1.0,2.3333333333333335,1.4285714285714286,1.0
Ambala,Haryana,2024-11-27,1,2024,11,27,58,16.86,49.41,1.53,0.0,10.0,3.0,0.0,5.666666666666667,2.7142857142857144,0.0
Ambala,Haryana,2024-11-28,0,2024,11,28,59,16.85,47.43,1.7,0.0,1.0,4.0,1.0,5.0,2.857142857142857,4.0
Ambala,Haryana,2024-11-29,4,2024,11,29,60,17.27,46.93,1.32,0.0,0.0,10.0,1.0,3.6666666666666665,2.7142857142857144,3.0
Ambala,Haryana,2024-11-30,3,2024,11,30,61,17.3,45.19,1.69,0.0,4.0,1.0,0.0,1.6666666666666667,3.142857142857143,1.0
Ambala,Haryana,2025-10-01,1,2025,10,1,1,26.62,80.1,1.03,0.15,3.0,0.0,3.0,2.3333333333333335,3.5714285714285716,0.0
Ambala,Haryana,2025-10-02,0,2025,10,2,2,26.98,79.85,0.7,5.96,1.0,4.0,4.0,2.6666666666666665,3.2857142857142856,0.0
Ambala,Haryana,2025-10-03,0,2025,10,3,3,25.46,86.69,1.07,1.22,0.0,3.0,10.0,1.3333333333333333,2.7142857142857144,1.0
Ambala,Haryana,2025-10-04,1,2025,10,4,4,25.67,85.27,2.08,0.31,0.0,1.0,1.0,0.3333333333333333,1.2857142857142858,1.0
Ambala,Haryana,2025-10-05,1,2025,10,5,5,25.17,76.08,1.35,1.05,1.0,0.0,0.0,0.3333333333333333,1.2857142857142858,0.0
Ambala,Haryana,2025-10-06,0,2025,10,6,6,23.36,78.85,1.55,18.42,1.0,0.0,4.0,0.6666666666666666,1.4285714285714286,0.0
Ambala,Haryana,2025-10-07,0,2025,10,7,7,21.37,86.18,2.53,9.49,0.0,1.0,3.0,0.6666666666666666,0.8571428571428571,0.0
Ambala,Haryana,2025-10-08,0,2025,10,8,8,21.39,86.41,1.55,14.54,0.0,1.0,1.0,0.3333333333333333,0.42857142857142855,0.0
Ambala,Haryana,2025-10-09,0,2025,10,9,9,21.87,81.43,1.15,0.55,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
Ambala,Haryana,2025-10-10,0,2025,10,10,10,22.25,78.02,1.14,0.06,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
Ambala,Haryana,2025-10-11,0,2025,10,11,11,22.35,81.76,1.65,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.0
Ambala,Haryana,2025-10-12,0,2025,10,12,12,22.3,78.31,1.56,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0
Ambala,Haryana,2025-10-13,0,2025,10,13,13,21.97,76.88,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ambala,Haryana,2025-10-14,0,2025,10,14,14,21.95,74.63,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ambala,Haryana,2025-10-15,0,2025,10,15,15,22.62,75.66,1.19,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Ambala,Haryana,2025-10-16,2,2025,10,16,16,23.34,80.4,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ambala,Haryana,2025-10-17,0,2025,10,17,17,23.55,80.63,1.17,0.0,2.0,0.0,0.0,0.6666666666666666,0.2857142857142857,0.0
Ambala,Haryana,2025-10-18,0,2025,10,18,18,23.97,74.36,1.07,0.0,0.0,0.0,0.0,0.6666666666666666,0.2857142857142857,1.0
Ambala,Haryana,2025-10-19,1,2025,10,19,19,23.83,70.39,1.13,0.0,0.0,2.0,0.0,0.6666666666666666,0.2857142857142857,3.0
Ambala,Haryana,2025-10-20,3,2025,10,20,20,24.04,67.08,0.93,0.0,1.0,0.0,0.0,0.3333333333333333,0.42857142857142855,2.0
Ambala,Haryana,2025-10-21,2,2025,10,21,21,23.66,67.92,1.02,0.02,3.0,0.0,0.0,1.3333333333333333,0.8571428571428571,1.0
Ambala,Haryana,2025-10-22,1,2025,10,22,22,23.14,69.75,1.16,0.06,2.0,1.0,0.0,2.0,1.1428571428571428,0.0
Ambala,Haryana,2025-10-23,0,2025,10,23,23,23.32,61.62,1.15,1.82,1.0,3.0,2.0,2.0,1.2857142857142858,0.0
Ambala,Haryana,2025-10-24,0,2025,10,24,24,23.82,64.35,0.92,0.27,0.0,2.0,0.0,1.0,1.0,1.0
Ambala,Haryana,2025-10-25,1,2025,10,25,25,22.04,72.96,1.2,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,4.0
Ambala,Haryana,2025-10-26,4,2025,10,26,26,22.54,70.77,1.17,0.0,1.0,0.0,1.0,0.3333333333333333,1.1428571428571428,2.0
Ambala,Haryana,2025-10-27,2,2025,10,27,27,22.53,69.0,0.97,0.0,4.0,0.0,3.0,1.6666666666666667,1.5714285714285714,0.0
Ambala,Haryana,2025-10-28,0,2025,10,28,28,21.79,70.55,1.15,0.0,2.0,1.0,2.0,2.3333333333333335,1.4285714285714286,2.0
Ambala,Haryana,2025-10-29,2,2025,10,29,29,22.55,68.46,0.87,0.0,0.0,4.0,1.0,2.0,1.1428571428571428,0.0
Ambala,Haryana,2025-10-30,0,2025,10,30,30,22.79,75.41,1.19,0.0,2.0,2.0,0.0,1.3333333333333333,1.2857142857142858,3.0
Ambala,Haryana,2025-10-31,3,2025,10,31,31,21.9,82.38,1.53,0.0,0.0,0.0,0.0,0.6666666666666666,1.2857142857142858,0.0
Ambala,Haryana,2025-11-01,0,2025,11,1,32,22.01,70.1,1.71,0.0,3.0,2.0,1.0,1.6666666666666667,1.7142857142857142,4.0
Ambala,Haryana,2025-11-02,4,2025,11,2,33,20.21,71.54,2.22,0.0,0.0,0.0,4.0,1.0,1.5714285714285714,0.0
Ambala,Haryana,2025-11-03,0,2025,11,3,34,19.64,70.21,2.03,0.0,4.0,3.0,2.0,2.3333333333333335,1.5714285714285714,0.0
Ambala,Haryana,2025-11-04,0,2025,11,4,35,19.76,65.57,1.61,0.1,0.0,0.0,0.0,1.3333333333333333,1.2857142857142858,0.0
Ambala,Haryana,2025-11-05,0,2025,11,5,36,20.07,65.11,1.84,0.7,0.0,4.0,2.0,1.3333333333333333,1.2857142857142858,0.0
Ambala,Haryana,2025-11-06,0,2025,11,6,37,18.21,66.84,2.11,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Ambala,Haryana,2025-11-07,1,2025,11,7,38,17.85,55.93,1.52,0.0,0.0,0.0,3.0,0.0,1.0,1.0
Ambala,Haryana,2025-11-08,1,2025,11,8,39,17.94,55.15,1.42,0.0,1.0,0.0,0.0,0.3333333333333333,0.7142857142857143,0.0
Ambala,Haryana,2025-11-09,0,2025,11,9,40,17.59,59.37,1.54,0.0,1.0,0.0,4.0,0.6666666666666666,0.8571428571428571,0.0
Ambala,Haryana,2025-11-10,0,2025,11,10,41,18.39,54.81,1.37,0.0,0.0,1.0,0.0,0.6666666666666666,0.2857142857142857,0.0
Ambala,Haryana,2025-11-11,0,2025,11,11,42,17.57,57.99,1.68,0.0,0.0,1.0,0.0,0.3333333333333333,0.2857142857142857,0.0
Ambala,Haryana,2025-11-12,0,2025,11,12,43,16.53,60.9,2.08,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,2.0
Ambala,Haryana,2025-11-13,2,2025,11,13,44,16.82,59.33,1.96,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
Ambala,Haryana,2025-11-14,0,2025,11,14,45,16.4,58.93,1.7,0.0,2.0,0.0,1.0,0.6666666666666666,0.5714285714285714,0.0
Ambala,Haryana,2025-11-15,0,2025,11,15,46,16.43,56.71,1.87,0.0,0.0,0.0,1.0,0.6666666666666666,0.42857142857142855,0.0
Ambala,Haryana,2025-11-16,0,2025,11,16,47,16.35,57.67,2.02,0.0,0.0,2.0,0.0,0.6666666666666666,0.2857142857142857,0.0
Ambala,Haryana,2025-11-17,0,2025,11,17,48,17.09,55.63,1.37,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
Ambala,Haryana,2025-11-18,0,2025,11,18,49,17.31,59.05,1.35,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
Ambala,Haryana,2025-11-19,0,2025,11,19,50,17.7,60.35,1.38,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
Ambala,Haryana,2025-11-20,0,2025,11,20,51,18.63,55.24,1.0,0.0,0.0,0.0,2.0,0.0,0.2857142857142857,0.0
Ambala,Haryana,2025-11-21,0,2025,11,21,52,17.92,53.7,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ambala,Haryana,2025-11-22,0,2025,11,22,53,16.75,59.67,1.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ambala,Haryana,2025-11-23,1,2025,11,23,54,16.75,59.63,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ambala,Haryana,2025-11-24,0,2025,11,24,55,16.14,56.45,1.48,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.0
Ambala,Haryana,2025-11-25,0,2025,11,25,56,15.67,57.34,1.33,0.0,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,1.0
Ambala,Haryana,2025-11-26,1,2025,11,26,57,16.36,56.67,1.31,0.0,0.0,1.0,0.0,0.3333333333333333,0.14285714285714285,4.0
Ambala,Haryana,2025-11-27,4,2025,11,27,58,15.72,61.33,1.34,0.0,1.0,0.0,0.0,0.3333333333333333,0.2857142857142857,1.0
Ambala,Haryana,2025-11-28,1,2025,11,28,59,16.58,56.34,1.26,0.0,4.0,0.0,0.0,1.6666666666666667,0.8571428571428571,1.0
Ambala,Haryana,2025-11-29,1,2025,11,29,60,15.72,53.03,1.62,0.0,1.0,1.0,0.0,2.0,1.0,2.0
Amritsar,Punjab,2023-10-08,70,2023,10,8,8,25.52,71.27,0.79,0.0,88.0,130.0,59.0,100.66666666666667,101.14285714285714,13.0
Amritsar,Punjab,2023-10-09,13,2023,10,9,9,25.99,76.16,0.95,4.29,70.0,84.0,174.0,80.66666666666667,102.71428571428571,2.0
Amritsar,Punjab,2023-10-10,2,2023,10,10,10,24.66,77.13,1.09,14.21,13.0,88.0,78.0,57.0,79.71428571428571,10.0
Amritsar,Punjab,2023-10-11,10,2023,10,11,11,23.96,66.6,1.08,0.0,2.0,70.0,95.0,28.333333333333332,68.85714285714286,28.0
Amritsar,Punjab,2023-10-12,28,2023,10,12,12,23.37,69.41,0.86,0.0,10.0,13.0,130.0,8.333333333333334,56.714285714285715,81.0
Amritsar,Punjab,2023-10-13,81,2023,10,13,13,23.37,74.33,1.0,0.07,28.0,2.0,84.0,13.333333333333334,42.142857142857146,31.0
Amritsar,Punjab,2023-10-14,31,2023,10,14,14,23.78,74.11,0.98,18.31,81.0,10.0,88.0,39.666666666666664,41.714285714285715,0.0
Amritsar,Punjab,2023-10-15,0,2023,10,15,15,23.26,70.36,0.84,0.72,31.0,28.0,70.0,46.666666666666664,33.57142857142857,0.0
Amritsar,Punjab,2023-10-16,0,2023,10,16,16,21.56,81.9,1.23,21.85,0.0,81.0,13.0,37.333333333333336,23.571428571428573,0.0
Amritsar,Punjab,2023-10-17,0,2023,10,17,17,20.52,82.19,1.05,9.99,0.0,31.0,2.0,10.333333333333334,21.714285714285715,0.0
