date,state,district,latitude,longitude,T2M,RH2M,WS2M,PRECTOTCORR
2023-12-14,Haryana,Panipat,29.34200687791469,76.88923900130017,13.79,51.56,2.43,0.0
2023-12-14,Haryana,Rewari,28.218052063163164,76.58132633069286,15.48,40.46,1.46,0.0
2023-12-14,Haryana,Rohtak,28.890391271768912,76.58711212346486,13.95,50.04,2.11,0.0
2023-12-14,Haryana,Sirsa,29.607701636133694,74.90219049734955,14.2,50.4,1.21,0.0
2023-12-14,Haryana,Sonipat,29.04144661205219,76.92269022620889,13.95,50.04,2.11,0.0
2023-12-14,Haryana,Yamunanagar,30.21596046306505,77.32593352712522,14.15,49.74,1.56,0.0
2023-12-14,Punjab,Amritsar,31.768348175268173,74.83152910633842,12.56,60.0,1.35,0.0
2023-12-14,Punjab,Barnala,30.371680221986,75.50398867541129,12.48,62.75,1.71,0.0
2023-12-14,Punjab,Bathinda,30.17871971019124,75.04726349831094,13.37,59.04,1.3,0.0
2023-12-14,Punjab,Faridkot,30.601450692214996,74.7950175816776,13.09,60.04,1.39,0.0
2023-12-14,Punjab,Fatehgarh Sahib,30.66340418174693,76.38030000408074,12.82,59.58,2.08,0.0
2023-12-14,Punjab,Fazilka,30.31980391667596,74.12171938317266,13.79,54.25,1.14,0.0
2023-12-14,Punjab,Ferozepur,30.87509200657761,74.65246116977548,13.49,56.65,1.18,0.0
2023-12-14,Punjab,Gurdaspur,31.9037264151506,75.2275586781716,12.56,60.0,1.35,0.0
2023-12-14,Punjab,Hoshiarpur,31.609219596154738,75.84642415551608,12.28,62.6,1.54,0.0
2023-12-14,Punjab,Jalandhar,31.29216013175042,75.56799015005336,12.28,62.6,1.54,0.0
2023-12-14,Punjab,Kapurthala,31.385696002099188,75.30507242617082,12.38,63.04,1.39,0.0
2023-12-14,Punjab,Ludhiana,30.7894070063378,75.8269723540071,12.23,64.23,1.66,0.0
2023-12-14,Punjab,Malerkotla,30.53539665453949,75.90930476301081,12.48,62.75,1.71,0.0
2023-12-14,Punjab,Mansa,29.87609304897272,75.48897114252104,12.96,59.83,1.7,0.0
2023-12-14,Punjab,Moga,30.78789813490662,75.15948622899586,12.79,60.94,1.42,0.0
2023-12-14,Punjab,Pathankot,32.30240743677128,75.65917183518236,11.49,44.56,1.2,0.0
2023-12-14,Punjab,Patiala,30.209446568832767,76.3401900977164,13.02,58.33,2.19,0.0
2023-12-14,Punjab,Rupnagar,31.091852137104816,76.52884261538372,13.19,55.98,1.74,0.0
2023-12-14,Punjab,S A S Nagar,30.648369118470583,76.74153537716319,13.6,48.46,2.27,0.0
2023-12-14,Punjab,Sangrur,30.13610603133042,75.85318872676024,12.96,59.83,1.7,0.0
2023-12-14,Punjab,Shahid Bhagat Singh Nagar,31.1269689351848,76.15989883059602,13.19,55.98,1.74,0.0
2023-12-14,Punjab,Sri Muktsar Sahib,30.2867161417038,74.52622342534394,13.79,54.25,1.14,0.0
2023-12-14,Punjab,Tarn Taran,31.321239581691398,74.84163356037237,12.38,63.04,1.39,0.0
2023-12-15,Haryana,Ambala,30.343438108912817,76.95024921469127,14.35,47.66,1.33,0.0
2023-12-15,Haryana,Bhiwani,28.73219288472609,75.89337821950218,16.23,39.87,1.39,0.0
2023-12-15,Haryana,Charkhi Dadri,28.600107403877978,76.11252943314335,16.44,38.66,1.0,0.0
2023-12-15,Haryana,Faridabad,28.357120662974943,77.32652466206271,16.05,44.56,1.15,0.0
2023-12-15,Haryana,Fatehabad,29.535920901544625,75.57529013938226,15.08,48.07,1.08,0.0
2023-12-15,Haryana,Gurugram,28.37015524993778,76.94146217624308,16.69,40.12,0.62,0.0
2023-12-15,Haryana,Hisar,29.239590948148248,75.81763293528249,15.56,43.84,1.23,0.0
2023-12-15,Haryana,Jhajjar,28.59801797300188,76.65110859741466,16.69,40.12,0.62,0.0
2023-12-15,Haryana,Jind,29.437717022786757,76.27614551401206,14.88,49.6,1.18,0.0
2023-12-15,Haryana,Kaithal,29.85338633918043,76.46879317699411,13.96,55.42,1.42,0.0
2023-12-15,Haryana,Karnal,29.704818373204336,76.91565469449591,14.49,51.11,1.52,0.0
2023-12-15,Haryana,Kurukshetra,30.060670122952907,76.7631052787682,14.24,52.4,1.37,0.0
2023-12-15,Haryana,Mahendragarh,28.13306603907548,76.16809085698935,16.52,36.84,1.28,0.0
2023-12-15,Haryana,Nuh,27.994038226060827,77.0415066894139,16.92,38.05,0.81,0.0
2023-12-15,Haryana,Palwal,28.059881010119238,77.32236384154979,17.3,38.97,0.58,0.0
2023-12-15,Haryana,Panchkula,30.699534905048324,76.98763552598416,14.35,47.66,1.33,0.0
2023-12-15,Haryana,Panipat,29.34200687791469,76.88923900130017,14.49,51.11,1.52,0.0
2023-12-15,Haryana,Rewari,28.218052063163164,76.58132633069286,16.92,38.05,0.81,0.0
2023-12-15,Haryana,Rohtak,28.890391271768912,76.58711212346486,15.35,46.81,1.15,0.0
2023-12-15,Haryana,Sirsa,29.607701636133694,74.90219049734955,14.92,49.08,1.34,0.0
2023-12-15,Haryana,Sonipat,29.04144661205219,76.92269022620889,15.35,46.81,1.15,0.0
2023-12-15,Haryana,Yamunanagar,30.21596046306505,77.32593352712522,14.18,53.22,1.36,0.0
2023-12-15,Punjab,Amritsar,31.768348175268173,74.83152910633842,13.14,61.06,0.72,0.0
2023-12-15,Punjab,Barnala,30.371680221986,75.50398867541129,13.66,58.34,1.07,0.0
2023-12-15,Punjab,Bathinda,30.17871971019124,75.04726349831094,14.14,56.6,1.11,0.0
2023-12-15,Punjab,Faridkot,30.601450692214996,74.7950175816776,14.06,56.26,0.99,0.0
2023-12-15,Punjab,Fatehgarh Sahib,30.66340418174693,76.38030000408074,13.74,56.83,1.35,0.0
2023-12-15,Punjab,Fazilka,30.31980391667596,74.12171938317266,14.14,53.36,1.14,0.0
2023-12-15,Punjab,Ferozepur,30.87509200657761,74.65246116977548,14.16,53.76,0.94,0.0
2023-12-15,Punjab,Gurdaspur,31.9037264151506,75.2275586781716,13.14,61.06,0.72,0.0
2023-12-15,Punjab,Hoshiarpur,31.609219596154738,75.84642415551608,13.0,62.89,0.78,0.0
2023-12-15,Punjab,Jalandhar,31.29216013175042,75.56799015005336,13.0,62.89,0.78,0.0
2023-12-15,Punjab,Kapurthala,31.385696002099188,75.30507242617082,13.47,59.25,0.64,0.0
2023-12-15,Punjab,Ludhiana,30.7894070063378,75.8269723540071,13.38,60.43,0.94,0.0
2023-12-15,Punjab,Malerkotla,30.53539665453949,75.90930476301081,13.66,58.34,1.07,0.0
2023-12-15,Punjab,Mansa,29.87609304897272,75.48897114252104,14.15,55.56,1.11,0.0
2023-12-15,Punjab,Moga,30.78789813490662,75.15948622899586,14.05,55.71,0.79,0.0
2023-12-15,Punjab,Pathankot,32.30240743677128,75.65917183518236,12.13,47.17,0.81,0.0
2023-12-15,Punjab,Patiala,30.209446568832767,76.3401900977164,13.96,55.42,1.42,0.0
2023-12-15,Punjab,Rupnagar,31.091852137104816,76.52884261538372,14.04,54.73,1.09,0.0
2023-12-15,Punjab,S A S Nagar,30.648369118470583,76.74153537716319,14.35,47.66,1.33,0.0
2023-12-15,Punjab,Sangrur,30.13610603133042,75.85318872676024,14.15,55.56,1.11,0.0
2023-12-15,Punjab,Shahid Bhagat Singh Nagar,31.1269689351848,76.15989883059602,14.04,54.73,1.09,0.0
2023-12-15,Punjab,Sri Muktsar Sahib,30.2867161417038,74.52622342534394,14.14,53.36,1.14,0.0
2023-12-15,Punjab,Tarn Taran,31.321239581691398,74.84163356037237,13.47,59.25,0.64,0.0
2023-12-16,Haryana,Ambala,30.343438108912817,76.95024921469127,13.32,50.62,1.72,0.0
2023-12-16,Haryana,Bhiwani,28.73219288472609,75.89337821950218,15.93,41.23,1.21,0.0
2023-12-16,Haryana,Charkhi Dadri,28.600107403877978,76.11252943314335,15.93,40.39,0.94,0.0
2023-12-16,Haryana,Faridabad,28.357120662974943,77.32652466206271,15.46,45.53,1.16,0.0
2023-12-16,Haryana,Fatehabad,29.535920901544625,75.57529013938226,14.52,50.46,1.17,0.0
2023-12-16,Haryana,Gurugram,28.37015524993778,76.94146217624308,15.81,42.32,0.74,0.0
2023-12-16,Haryana,Hisar,29.239590948148248,75.81763293528249,15.11,45.93,1.3,0.0
2023-12-16,Haryana,Jhajjar,28.59801797300188,76.65110859741466,15.81,42.32,0.74,0.0
2023-12-16,Haryana,Jind,29.437717022786757,76.27614551401206,14.52,49.86,1.23,0.0
2023-12-16,Haryana,Kaithal,29.85338633918043,76.46879317699411,13.98,53.78,1.58,0.0
2023-12-16,Haryana,Karnal,29.704818373204336,76.91565469449591,14.56,49.56,1.64,0.0
2023-12-16,Haryana,Kurukshetra,30.060670122952907,76.7631052787682,14.24,50.9,1.88,0.0
2023-12-16,Haryana,Mahendragarh,28.13306603907548,76.16809085698935,16.47,38.29,0.89,0.0
2023-12-16,Haryana,Nuh,27.994038226060827,77.0415066894139,16.5,39.8,0.66,0.0
2023-12-16,Haryana,Palwal,28.059881010119238,77.32236384154979,16.71,40.66,0.71,0.0
2023-12-16,Haryana,Panchkula,30.699534905048324,76.98763552598416,13.32,50.62,1.72,0.0
2023-12-16,Haryana,Panipat,29.34200687791469,76.88923900130017,14.56,49.56,1.64,0.0
2023-12-16,Haryana,Rewari,28.218052063163164,76.58132633069286,16.5,39.8,0.66,0.0
2023-12-16,Haryana,Rohtak,28.890391271768912,76.58711212346486,14.89,47.64,1.14,0.0
2023-12-16,Haryana,Sirsa,29.607701636133694,74.90219049734955,14.68,50.37,1.46,0.0
2023-12-16,Haryana,Sonipat,29.04144661205219,76.92269022620889,14.89,47.64,1.14,0.0
2023-12-16,Haryana,Yamunanagar,30.21596046306505,77.32593352712522,14.32,48.19,1.6,0.0
2023-12-16,Punjab,Amritsar,31.768348175268173,74.83152910633842,12.43,63.95,0.96,0.4
2023-12-16,Punjab,Barnala,30.371680221986,75.50398867541129,13.0,61.25,1.32,0.0
2023-12-16,Punjab,Bathinda,30.17871971019124,75.04726349831094,13.57,59.45,1.28,0.0
2023-12-16,Punjab,Faridkot,30.601450692214996,74.7950175816776,12.97,62.22,1.26,0.0
2023-12-16,Punjab,Fatehgarh Sahib,30.66340418174693,76.38030000408074,13.51,56.03,1.68,0.0
2023-12-16,Punjab,Fazilka,30.31980391667596,74.12171938317266,13.41,57.56,1.35,0.0
2023-12-16,Punjab,Ferozepur,30.87509200657761,74.65246116977548,12.56,61.28,1.29,0.0
2023-12-16,Punjab,Gurdaspur,31.9037264151506,75.2275586781716,12.43,63.95,0.96,0.4
2023-12-16,Punjab,Hoshiarpur,31.609219596154738,75.84642415551608,12.46,64.17,1.09,0.05
2023-12-16,Punjab,Jalandhar,31.29216013175042,75.56799015005336,12.46,64.17,1.09,0.05
2023-12-16,Punjab,Kapurthala,31.385696002099188,75.30507242617082,12.28,64.68,1.05,0.12
2023-12-16,Punjab,Ludhiana,30.7894070063378,75.8269723540071,12.58,63.42,1.29,0.01
2023-12-16,Punjab,Malerkotla,30.53539665453949,75.90930476301081,13.0,61.25,1.32,0.0
2023-12-16,Punjab,Mansa,29.87609304897272,75.48897114252104,13.6,58.14,1.25,0.0
2023-12-16,Punjab,Moga,30.78789813490662,75.15948622899586,12.51,63.32,1.24,0.01
2023-12-16,Punjab,Pathankot,32.30240743677128,75.65917183518236,10.29,55.92,1.14,0.31
2023-12-16,Punjab,Patiala,30.209446568832767,76.3401900977164,13.98,53.78,1.58,0.0
2023-12-16,Punjab,Rupnagar,31.091852137104816,76.52884261538372,13.2,56.02,1.51,0.0
2023-12-16,Punjab,S A S Nagar,30.648369118470583,76.74153537716319,13.32,50.62,1.72,0.0
2023-12-16,Punjab,Sangrur,30.13610603133042,75.85318872676024,13.6,58.14,1.25,0.0
2023-12-16,Punjab,Shahid Bhagat Singh Nagar,31.1269689351848,76.15989883059602,13.2,56.02,1.51,0.0
2023-12-16,Punjab,Sri Muktsar Sahib,30.2867161417038,74.52622342534394,13.41,57.56,1.35,0.0
2023-12-16,Punjab,Tarn Taran,31.321239581691398,74.84163356037237,12.28,64.68,1.05,0.12
2023-12-17,Haryana,Ambala,30.343438108912817,76.95024921469127,13.41,51.95,1.78,0.0
2023-12-17,Haryana,Bhiwani,28.73219288472609,75.89337821950218,15.27,44.61,1.59,0.0
2023-12-17,Haryana,Charkhi Dadri,28.600107403877978,76.11252943314335,15.26,44.21,1.37,0.0
2023-12-17,Haryana,Faridabad,28.357120662974943,77.32652466206271,14.65,49.26,1.58,0.0
2023-12-17,Haryana,Fatehabad,29.535920901544625,75.57529013938226,14.06,52.41,1.44,0.0
2023-12-17,Haryana,Gurugram,28.37015524993778,76.94146217624308,14.95,46.73,1.28,0.0
2023-12-17,Haryana,Hisar,29.239590948148248,75.81763293528249,14.6,48.79,1.46,0.0
2023-12-17,Haryana,Jhajjar,28.59801797300188,76.65110859741466,14.95,46.73,1.28,0.0
2023-12-17,Haryana,Jind,29.437717022786757,76.27614551401206,14.23,50.44,1.61,0.0
2023-12-17,Haryana,Kaithal,29.85338633918043,76.46879317699411,13.58,55.05,1.78,0.0
2023-12-17,Haryana,Karnal,29.704818373204336,76.91565469449591,14.15,50.43,1.95,0.0
2023-12-17,Haryana,Kurukshetra,30.060670122952907,76.7631052787682,13.88,52.24,1.96,0.0
2023-12-17,Haryana,Mahendragarh,28.13306603907548,76.16809085698935,15.68,40.87,1.33,0.0
2023-12-17,Haryana,Nuh,27.994038226060827,77.0415066894139,15.75,42.4,1.06,0.0
2023-12-17,Haryana,Palwal,28.059881010119238,77.32236384154979,15.31,46.17,1.22,0.0
2023-12-17,Haryana,Panchkula,30.699534905048324,76.98763552598416,13.41,51.95,1.78,0.0
2023-12-17,Haryana,Panipat,29.34200687791469,76.88923900130017,14.15,50.43,1.95,0.0
2023-12-17,Haryana,Rewari,28.218052063163164,76.58132633069286,15.75,42.4,1.06,0.0
2023-12-17,Haryana,Rohtak,28.890391271768912,76.58711212346486,14.57,48.87,1.62,0.0
2023-12-17,Haryana,Sirsa,29.607701636133694,74.90219049734955,13.85,55.04,1.43,0.0
2023-12-17,Haryana,Sonipat,29.04144661205219,76.92269022620889,14.57,48.87,1.62,0.0
2023-12-17,Haryana,Yamunanagar,30.21596046306505,77.32593352712522,14.29,48.07,1.42,0.0
2023-12-17,Punjab,Amritsar,31.768348175268173,74.83152910633842,12.62,65.88,1.05,0.01
2023-12-17,Punjab,Barnala,30.371680221986,75.50398867541129,12.85,62.3,1.44,0.0
2023-12-17,Punjab,Bathinda,30.17871971019124,75.04726349831094,13.06,62.17,1.31,0.0
2023-12-17,Punjab,Faridkot,30.601450692214996,74.7950175816776,12.8,64.01,1.23,0.0
2023-12-17,Punjab,Fatehgarh Sahib,30.66340418174693,76.38030000408074,13.29,57.76,1.71,0.0
2023-12-17,Punjab,Fazilka,30.31980391667596,74.12171938317266,13.0,61.53,1.25,0.0
2023-12-17,Punjab,Ferozepur,30.87509200657761,74.65246116977548,12.68,63.95,1.19,0.03
2023-12-17,Punjab,Gurdaspur,31.9037264151506,75.2275586781716,12.62,65.88,1.05,0.01
2023-12-17,Punjab,Hoshiarpur,31.609219596154738,75.84642415551608,12.65,65.51,1.12,0.0
2023-12-17,Punjab,Jalandhar,31.29216013175042,75.56799015005336,12.65,65.51,1.12,0.0
2023-12-17,Punjab,Kapurthala,31.385696002099188,75.30507242617082,12.45,67.16,1.18,0.02
2023-12-17,Punjab,Ludhiana,30.7894070063378,75.8269723540071,12.76,64.14,1.36,0.0
2023-12-17,Punjab,Malerkotla,30.53539665453949,75.90930476301081,12.85,62.3,1.44,0.0
2023-12-17,Punjab,Mansa,29.87609304897272,75.48897114252104,13.23,59.29,1.41,0.0
2023-12-17,Punjab,Moga,30.78789813490662,75.15948622899586,12.68,64.85,1.24,0.01
2023-12-17,Punjab,Pathankot,32.30240743677128,75.65917183518236,9.6,59.97,1.2,0.01
2023-12-17,Punjab,Patiala,30.209446568832767,76.3401900977164,13.58,55.05,1.78,0.0
2023-12-17,Punjab,Rupnagar,31.091852137104816,76.52884261538372,13.16,58.36,1.47,0.0
2023-12-17,Punjab,S A S Nagar,30.648369118470583,76.74153537716319,13.41,51.95,1.78,0.0
2023-12-17,Punjab,Sangrur,30.13610603133042,75.85318872676024,13.23,59.29,1.41,0.0
2023-12-17,Punjab,Shahid Bhagat Singh Nagar,31.1269689351848,76.15989883059602,13.16,58.36,1.47,0.0
2023-12-17,Punjab,Sri Muktsar Sahib,30.2867161417038,74.52622342534394,13.0,61.53,1.25,0.0
2023-12-17,Punjab,Tarn Taran,31.321239581691398,74.84163356037237,12.45,67.16,1.18,0.02
2023-12-18,Haryana,Ambala,30.343438108912817,76.95024921469127,12.97,57.93,2.74,0.0
2023-12-18,Haryana,Bhiwani,28.73219288472609,75.89337821950218,14.3,49.79,1.95,0.0
2023-12-18,Haryana,Charkhi Dadri,28.600107403877978,76.11252943314335,14.08,50.36,2.26,0.0
2023-12-18,Haryana,Faridabad,28.357120662974943,77.32652466206271,13.86,54.58,2.76,0.0
2023-12-18,Haryana,Fatehabad,29.535920901544625,75.57529013938226,13.25,56.03,2.27,0.0
2023-12-18,Haryana,Gurugram,28.37015524993778,76.94146217624308,13.72,52.8,2.5,0.0
2023-12-18,Haryana,Hisar,29.239590948148248,75.81763293528249,13.92,52.36,2.14,0.0
2023-12-18,Haryana,Jhajjar,28.59801797300188,76.65110859741466,13.72,52.8,2.5,0.0
2023-12-18,Haryana,Jind,29.437717022786757,76.27614551401206,13.07,58.61,2.6,0.0
2023-12-18,Haryana,Kaithal,29.85338633918043,76.46879317699411,12.44,64.56,2.62,0.0
2023-12-18,Haryana,Karnal,29.704818373204336,76.91565469449591,13.24,59.98,2.98,0.0
2023-12-18,Haryana,Kurukshetra,30.060670122952907,76.7631052787682,13.2,61.76,3.09,0.0
2023-12-18,Haryana,Mahendragarh,28.13306603907548,76.16809085698935,14.3,46.28,2.14,0.0
2023-12-18,Haryana,Nuh,27.994038226060827,77.0415066894139,14.19,49.37,2.4,0.0
2023-12-18,Haryana,Palwal,28.059881010119238,77.32236384154979,14.01,52.94,2.46,0.0
2023-12-18,Haryana,Panchkula,30.699534905048324,76.98763552598416,12.97,57.93,2.74,0.0
2023-12-18,Haryana,Panipat,29.34200687791469,76.88923900130017,13.24,59.98,2.98,0.0
2023-12-18,Haryana,Rewari,28.218052063163164,76.58132633069286,14.19,49.37,2.4,0.0
2023-12-18,Haryana,Rohtak,28.890391271768912,76.58711212346486,13.47,56.33,2.71,0.0
2023-12-18,Haryana,Sirsa,29.607701636133694,74.90219049734955,13.64,53.54,1.98,0.0
2023-12-18,Haryana,Sonipat,29.04144661205219,76.92269022620889,13.47,56.33,2.71,0.0
2023-12-18,Haryana,Yamunanagar,30.21596046306505,77.32593352712522,13.43,57.37,2.21,0.0
2023-12-18,Punjab,Amritsar,31.768348175268173,74.83152910633842,11.96,65.64,1.53,0.0
2023-12-18,Punjab,Barnala,30.371680221986,75.50398867541129,11.82,67.27,2.08,0.0
2023-12-18,Punjab,Bathinda,30.17871971019124,75.04726349831094,12.7,60.15,2.03,0.0
2023-12-18,Punjab,Faridkot,30.601450692214996,74.7950175816776,12.11,63.15,1.99,0.0
2023-12-18,Punjab,Fatehgarh Sahib,30.66340418174693,76.38030000408074,12.23,67.47,2.35,0.0
2023-12-18,Punjab,Fazilka,30.31980391667596,74.12171938317266,12.83,56.22,1.9,0.0
2023-12-18,Punjab,Ferozepur,30.87509200657761,74.65246116977548,12.04,61.61,1.92,0.0
2023-12-18,Punjab,Gurdaspur,31.9037264151506,75.2275586781716,11.96,65.64,1.53,0.0
2023-12-18,Punjab,Hoshiarpur,31.609219596154738,75.84642415551608,11.7,70.08,1.7,0.0
2023-12-18,Punjab,Jalandhar,31.29216013175042,75.56799015005336,11.7,70.08,1.7,0.0
2023-12-18,Punjab,Kapurthala,31.385696002099188,75.30507242617082,11.37,69.59,1.78,0.0
2023-12-18,Punjab,Ludhiana,30.7894070063378,75.8269723540071,11.59,70.38,1.88,0.0
2023-12-18,Punjab,Malerkotla,30.53539665453949,75.90930476301081,11.82,67.27,2.08,0.0
2023-12-18,Punjab,Mansa,29.87609304897272,75.48897114252104,12.31,63.41,2.24,0.0
2023-12-18,Punjab,Moga,30.78789813490662,75.15948622899586,11.73,65.66,1.93,0.0
2023-12-18,Punjab,Pathankot,32.30240743677128,75.65917183518236,10.59,47.01,1.48,0.0
2023-12-18,Punjab,Patiala,30.209446568832767,76.3401900977164,12.44,64.56,2.62,0.0
2023-12-18,Punjab,Rupnagar,31.091852137104816,76.52884261538372,12.63,64.37,1.88,0.0
2023-12-18,Punjab,S A S Nagar,30.648369118470583,76.74153537716319,12.97,57.93,2.74,0.0
2023-12-18,Punjab,Sangrur,30.13610603133042,75.85318872676024,12.31,63.41,2.24,0.0
2023-12-18,Punjab,Shahid Bhagat Singh Nagar,31.1269689351848,76.15989883059602,12.63,64.37,1.88,0.0
2023-12-18,Punjab,Sri Muktsar Sahib,30.2867161417038,74.52622342534394,12.83,56.22,1.9,0.0
2023-12-18,Punjab,Tarn Taran,31.321239581691398,74.84163356037237,11.37,69.59,1.78,0.0
2023-12-19,Haryana,Ambala,30.343438108912817,76.95024921469127,12.91,52.12,2.59,0.0
2023-12-19,Haryana,Bhiwani,28.73219288472609,75.89337821950218,13.75,40.45,1.93,0.0
2023-12-19,Haryana,Charkhi Dadri,28.600107403877978,76.11252943314335,13.61,40.4,2.21,0.0
2023-12-19,Haryana,Faridabad,28.357120662974943,77.32652466206271,13.17,47.23,2.63,0.0
2023-12-19,Haryana,Fatehabad,29.535920901544625,75.57529013938226,12.7,45.55,2.1,0.0
2023-12-19,Haryana,Gurugram,28.37015524993778,76.94146217624308,13.24,43.36,2.45,0.0
2023-12-19,Haryana,Hisar,29.239590948148248,75.81763293528249,13.37,41.65,2.02,0.0
2023-12-19,Haryana,Jhajjar,28.59801797300188,76.65110859741466,13.24,43.36,2.45,0.0
2023-12-19,Haryana,Jind,29.437717022786757,76.27614551401206,12.37,48.5,2.47,0.0
2023-12-19,Haryana,Kaithal,29.85338633918043,76.46879317699411,11.72,55.36,2.56,0.0
2023-12-19,Haryana,Karnal,29.704818373204336,76.91565469449591,12.7,51.27,2.9,0.0
2023-12-19,Haryana,Kurukshetra,30.060670122952907,76.7631052787682,12.75,54.91,2.91,0.0
2023-12-19,Haryana,Mahendragarh,28.13306603907548,76.16809085698935,13.88,37.81,2.14,0.0
2023-12-19,Haryana,Nuh,27.994038226060827,77.0415066894139,13.98,39.45,2.4,0.0
2023-12-19,Haryana,Palwal,28.059881010119238,77.32236384154979,13.58,44.58,2.32,0.0
2023-12-19,Haryana,Panchkula,30.699534905048324,76.98763552598416,12.91,52.12,2.59,0.0
2023-12-19,Haryana,Panipat,29.34200687791469,76.88923900130017,12.7,51.27,2.9,0.0
2023-12-19,Haryana,Rewari,28.218052063163164,76.58132633069286,13.98,39.45,2.4,0.0
2023-12-19,Haryana,Rohtak,28.890391271768912,76.58711212346486,12.86,47.14,2.64,0.0
2023-12-19,Haryana,Sirsa,29.607701636133694,74.90219049734955,13.28,42.59,1.83,0.0
2023-12-19,Haryana,Sonipat,29.04144661205219,76.92269022620889,12.86,47.14,2.64,0.0
2023-12-19,Haryana,Yamunanagar,30.21596046306505,77.32593352712522,12.69,55.59,1.85,0.0
2023-12-19,Punjab,Amritsar,31.768348175268173,74.83152910633842,11.41,61.9,1.42,0.0
2023-12-19,Punjab,Barnala,30.371680221986,75.50398867541129,11.08,57.75,2.0,0.0
2023-12-19,Punjab,Bathinda,30.17871971019124,75.04726349831094,12.27,51.53,1.86,0.0
2023-12-19,Punjab,Faridkot,30.601450692214996,74.7950175816776,11.6,54.59,1.82,0.0
2023-12-19,Punjab,Fatehgarh Sahib,30.66340418174693,76.38030000408074,11.63,60.72,2.28,0.0
2023-12-19,Punjab,Fazilka,30.31980391667596,74.12171938317266,12.86,46.16,1.71,0.0
2023-12-19,Punjab,Ferozepur,30.87509200657761,74.65246116977548,11.97,50.99,1.73,0.0
2023-12-19,Punjab,Gurdaspur,31.9037264151506,75.2275586781716,11.41,61.9,1.42,0.0
2023-12-19,Punjab,Hoshiarpur,31.609219596154738,75.84642415551608,10.9,65.15,1.51,0.0
2023-12-19,Punjab,Jalandhar,31.29216013175042,75.56799015005336,10.9,65.15,1.51,0.0
2023-12-19,Punjab,Kapurthala,31.385696002099188,75.30507242617082,10.74,62.01,1.69,0.0
2023-12-19,Punjab,Ludhiana,30.7894070063378,75.8269723540071,10.81,62.83,1.8,0.0
2023-12-19,Punjab,Malerkotla,30.53539665453949,75.90930476301081,11.08,57.75,2.0,0.0
2023-12-19,Punjab,Mansa,29.87609304897272,75.48897114252104,11.65,53.69,2.12,0.0
2023-12-19,Punjab,Moga,30.78789813490662,75.15948622899586,11.16,56.38,1.82,0.0
2023-12-19,Punjab,Pathankot,32.30240743677128,75.65917183518236,11.37,39.65,1.32,0.0
2023-12-19,Punjab,Patiala,30.209446568832767,76.3401900977164,11.72,55.36,2.56,0.0
2023-12-19,Punjab,Rupnagar,31.091852137104816,76.52884261538372,12.2,59.76,1.68,0.0
2023-12-19,Punjab,S A S Nagar,30.648369118470583,76.74153537716319,12.91,52.12,2.59,0.0
2023-12-19,Punjab,Sangrur,30.13610603133042,75.85318872676024,11.65,53.69,2.12,0.0
2023-12-19,Punjab,Shahid Bhagat Singh Nagar,31.1269689351848,76.15989883059602,12.2,59.76,1.68,0.0
2023-12-19,Punjab,Sri Muktsar Sahib,30.2867161417038,74.52622342534394,12.86,46.16,1.71,0.0
2023-12-19,Punjab,Tarn Taran,31.321239581691398,74.84163356037237,10.74,62.01,1.69,0.0
2023-12-20,Haryana,Ambala,30.343438108912817,76.95024921469127,13.49,43.84,1.66,0.0
2023-12-20,Haryana,Bhiwani,28.73219288472609,75.89337821950218,15.1,32.36,1.54,0.0
2023-12-20,Haryana,Charkhi Dadri,28.600107403877978,76.11252943314335,14.36,33.92,1.66,0.0
2023-12-20,Haryana,Faridabad,28.357120662974943,77.32652466206271,12.97,44.1,1.82,0.0
2023-12-20,Haryana,Fatehabad,29.535920901544625,75.57529013938226,14.08,38.23,1.58,0.0
2023-12-20,Haryana,Gurugram,28.37015524993778,76.94146217624308,13.51,38.74,1.7,0.0
2023-12-20,Haryana,Hisar,29.239590948148248,75.81763293528249,14.79,33.8,1.58,0.0
2023-12-20,Haryana,Jhajjar,28.59801797300188,76.65110859741466,13.51,38.74,1.7,0.0
2023-12-20,Haryana,Jind,29.437717022786757,76.27614551401206,12.69,45.15,1.75,0.0
2023-12-20,Haryana,Kaithal,29.85338633918043,76.46879317699411,11.81,51.48,1.84,0.0
2023-12-20,Haryana,Karnal,29.704818373204336,76.91565469449591,12.03,49.44,1.89,0.0
2023-12-20,Haryana,Kurukshetra,30.060670122952907,76.7631052787682,12.35,50.33,1.65,0.0
2023-12-20,Haryana,Mahendragarh,28.13306603907548,76.16809085698935,14.9,30.44,1.49,0.0
2023-12-20,Haryana,Nuh,27.994038226060827,77.0415066894139,14.52,34.55,1.53,0.0
2023-12-20,Haryana,Palwal,28.059881010119238,77.32236384154979,13.89,39.98,1.45,0.0
2023-12-20,Haryana,Panchkula,30.699534905048324,76.98763552598416,13.49,43.84,1.66,0.0
2023-12-20,Haryana,Panipat,29.34200687791469,76.88923900130017,12.03,49.44,1.89,0.0
2023-12-20,Haryana,Rewari,28.218052063163164,76.58132633069286,14.52,34.55,1.53,0.0
2023-12-20,Haryana,Rohtak,28.890391271768912,76.58711212346486,12.74,44.09,1.82,0.0
2023-12-20,Haryana,Sirsa,29.607701636133694,74.90219049734955,15.12,33.95,1.45,0.0
