date,state,district,fire_count,fire_lag_1d,fire_lag_3d,fire_lag_7d,fire_mean_3d,fire_mean_7d
2024-10-24,Haryana,Faridabad,1.0,2.0,6.0,2.0,3.3333333333333335,3.142857142857143
2024-10-24,Haryana,Fatehabad,11.0,8.0,1.0,6.0,3.6666666666666665,5.714285714285714
2024-10-24,Haryana,Gurugram,4.0,4.0,2.0,3.0,2.3333333333333335,2.857142857142857
2024-10-24,Haryana,Hisar,6.0,2.0,4.0,9.0,4.0,6.285714285714286
2024-10-24,Haryana,Jhajjar,6.0,1.0,3.0,8.0,2.0,3.0
2024-10-24,Haryana,Jind,4.0,3.0,2.0,4.0,2.0,3.5714285714285716
2024-10-24,Haryana,Kaithal,3.0,5.0,5.0,25.0,5.666666666666667,11.714285714285714
2024-10-24,Haryana,Kurukshetra,5.0,8.0,3.0,5.0,5.0,4.857142857142857
2024-10-24,Haryana,Nuh,2.0,1.0,1.0,,1.0,
2024-10-24,Haryana,Palwal,2.0,1.0,3.0,1.0,1.6666666666666667,1.5714285714285714
2024-10-24,Haryana,Panchkula,1.0,1.0,1.0,5.0,2.0,2.7142857142857144
2024-10-24,Haryana,Yamunanagar,3.0,6.0,1.0,3.0,2.6666666666666665,2.4285714285714284
2024-10-24,Punjab,Amritsar,12.0,15.0,5.0,39.0,7.666666666666667,16.571428571428573
2024-10-24,Punjab,Bathinda,2.0,19.0,11.0,1.0,10.333333333333334,5.428571428571429
2024-10-24,Punjab,Faridkot,10.0,5.0,3.0,1.0,3.6666666666666665,2.2857142857142856
2024-10-24,Punjab,Fatehgarh Sahib,10.0,13.0,6.0,9.0,10.0,9.571428571428571
2024-10-24,Punjab,Fazilka,2.0,2.0,4.0,3.0,4.0,4.285714285714286
2024-10-24,Punjab,Ferozepur,34.0,23.0,15.0,23.0,21.333333333333332,18.857142857142858
2024-10-24,Punjab,Gurdaspur,8.0,4.0,4.0,3.0,3.0,3.5714285714285716
2024-10-24,Punjab,Hoshiarpur,1.0,1.0,1.0,,1.3333333333333333,
2024-10-24,Punjab,Jalandhar,2.0,5.0,4.0,1.0,4.0,3.2857142857142856
2024-10-24,Punjab,Kapurthala,5.0,3.0,4.0,4.0,3.3333333333333335,3.857142857142857
2024-10-24,Punjab,Ludhiana,3.0,5.0,3.0,1.0,3.0,3.0
2024-10-24,Punjab,Mansa,2.0,3.0,2.0,4.0,3.6666666666666665,4.142857142857143
2024-10-24,Punjab,Moga,3.0,5.0,1.0,1.0,2.6666666666666665,2.142857142857143
2024-10-24,Punjab,Pathankot,1.0,1.0,1.0,,1.3333333333333333,
2024-10-24,Punjab,Patiala,38.0,40.0,11.0,21.0,24.333333333333332,26.428571428571427
2024-10-24,Punjab,S A S Nagar,6.0,5.0,6.0,6.0,4.666666666666667,3.857142857142857
2024-10-24,Punjab,Sangrur,7.0,8.0,9.0,26.0,11.333333333333334,14.285714285714286
2024-10-24,Punjab,Shahid Bhagat Singh Nagar,1.0,4.0,1.0,1.0,2.0,1.8571428571428572
2024-10-24,Punjab,Sri Muktsar Sahib,1.0,4.0,8.0,,4.333333333333333,
2024-10-24,Punjab,Tarn Taran,23.0,16.0,14.0,23.0,15.0,20.285714285714285
2024-10-25,Haryana,Ambala,2.0,8.0,1.0,10.0,3.3333333333333335,5.571428571428571
2024-10-25,Haryana,Bhiwani,1.0,3.0,8.0,3.0,4.0,2.5714285714285716
2024-10-25,Haryana,Faridabad,2.0,1.0,2.0,4.0,1.6666666666666667,3.0
2024-10-25,Haryana,Gurugram,1.0,4.0,1.0,2.0,3.0,3.0
2024-10-25,Haryana,Hisar,6.0,6.0,6.0,6.0,4.666666666666667,5.857142857142857
2024-10-25,Haryana,Jhajjar,2.0,6.0,2.0,4.0,3.0,2.7142857142857144
2024-10-25,Haryana,Jind,2.0,4.0,1.0,7.0,2.6666666666666665,3.5714285714285716
2024-10-25,Haryana,Kaithal,7.0,3.0,7.0,17.0,5.0,8.571428571428571
2024-10-25,Haryana,Kurukshetra,7.0,5.0,4.0,5.0,5.666666666666667,4.857142857142857
2024-10-25,Haryana,Palwal,3.0,2.0,1.0,2.0,1.3333333333333333,1.7142857142857142
2024-10-25,Haryana,Rewari,1.0,2.0,2.0,1.0,1.6666666666666667,1.5714285714285714
2024-10-25,Haryana,Rohtak,1.0,2.0,2.0,1.0,1.6666666666666667,1.2857142857142858
2024-10-25,Haryana,Sirsa,2.0,12.0,12.0,3.0,8.666666666666666,4.857142857142857
2024-10-25,Haryana,Sonipat,2.0,2.0,1.0,12.0,1.6666666666666667,4.571428571428571
2024-10-25,Haryana,Yamunanagar,5.0,3.0,1.0,1.0,3.3333333333333335,2.4285714285714284
2024-10-25,Punjab,Amritsar,13.0,12.0,3.0,18.0,10.0,12.714285714285714
2024-10-25,Punjab,Barnala,4.0,1.0,1.0,1.0,1.3333333333333333,1.2857142857142858
2024-10-25,Punjab,Bathinda,6.0,2.0,1.0,2.0,7.333333333333333,5.571428571428571
2024-10-25,Punjab,Faridkot,3.0,10.0,3.0,1.0,6.0,3.5714285714285716
2024-10-25,Punjab,Fatehgarh Sahib,10.0,10.0,11.0,2.0,11.333333333333334,9.714285714285714
2024-10-25,Punjab,Fazilka,6.0,2.0,6.0,4.0,3.3333333333333335,4.142857142857143
2024-10-25,Punjab,Ferozepur,26.0,34.0,26.0,16.0,27.666666666666668,20.428571428571427
2024-10-25,Punjab,Gurdaspur,14.0,8.0,1.0,4.0,4.333333333333333,4.285714285714286
2024-10-25,Punjab,Hoshiarpur,1.0,1.0,2.0,,1.3333333333333333,
2024-10-25,Punjab,Jalandhar,1.0,2.0,3.0,3.0,3.3333333333333335,3.4285714285714284
2024-10-25,Punjab,Kapurthala,13.0,5.0,3.0,9.0,3.6666666666666665,4.0
2024-10-25,Punjab,Ludhiana,2.0,3.0,1.0,2.0,3.0,3.2857142857142856
2024-10-25,Punjab,Malerkotla,2.0,1.0,1.0,3.0,2.0,2.142857142857143
2024-10-25,Punjab,Mansa,3.0,2.0,6.0,6.0,3.6666666666666665,3.857142857142857
2024-10-25,Punjab,Moga,4.0,3.0,2.0,2.0,3.3333333333333335,2.4285714285714284
2024-10-25,Punjab,Pathankot,1.0,1.0,2.0,,1.3333333333333333,
2024-10-25,Punjab,Patiala,37.0,38.0,22.0,29.0,33.333333333333336,28.857142857142858
2024-10-25,Punjab,Rupnagar,1.0,1.0,1.0,,3.6666666666666665,
2024-10-25,Punjab,S A S Nagar,4.0,6.0,3.0,5.0,4.666666666666667,3.857142857142857
2024-10-25,Punjab,Sangrur,18.0,7.0,17.0,14.0,10.666666666666666,11.571428571428571
2024-10-25,Punjab,Shahid Bhagat Singh Nagar,1.0,1.0,1.0,2.0,2.0,1.8571428571428572
2024-10-25,Punjab,Sri Muktsar Sahib,1.0,1.0,1.0,1.0,2.0,2.4285714285714284
2024-10-25,Punjab,Tarn Taran,18.0,23.0,15.0,34.0,18.0,20.285714285714285
2024-10-26,Haryana,Bhiwani,2.0,1.0,1.0,1.0,1.6666666666666667,2.2857142857142856
2024-10-26,Haryana,Fatehabad,1.0,11.0,2.0,7.0,7.0,6.428571428571429
2024-10-26,Haryana,Gurugram,1.0,1.0,4.0,4.0,3.0,2.857142857142857
2024-10-26,Haryana,Hisar,2.0,6.0,2.0,10.0,4.666666666666667,5.857142857142857
2024-10-26,Haryana,Jind,1.0,2.0,3.0,5.0,3.0,2.857142857142857
2024-10-26,Haryana,Kaithal,5.0,7.0,5.0,10.0,5.0,7.142857142857143
2024-10-26,Haryana,Karnal,1.0,2.0,7.0,3.0,4.666666666666667,5.714285714285714
2024-10-26,Haryana,Kurukshetra,2.0,7.0,8.0,6.0,6.666666666666667,5.142857142857143
2024-10-26,Haryana,Nuh,1.0,2.0,1.0,,1.3333333333333333,
2024-10-26,Haryana,Panipat,1.0,1.0,3.0,3.0,2.3333333333333335,5.285714285714286
2024-10-26,Haryana,Rewari,2.0,1.0,1.0,1.0,1.3333333333333333,1.5714285714285714
2024-10-26,Haryana,Rohtak,3.0,1.0,1.0,1.0,1.3333333333333333,1.2857142857142858
2024-10-26,Punjab,Amritsar,13.0,13.0,15.0,22.0,13.333333333333334,12.0
2024-10-26,Punjab,Barnala,1.0,4.0,2.0,1.0,2.3333333333333335,1.7142857142857142
2024-10-26,Punjab,Bathinda,6.0,6.0,19.0,2.0,9.0,6.142857142857143
2024-10-26,Punjab,Faridkot,5.0,3.0,5.0,2.0,6.0,3.857142857142857
2024-10-26,Punjab,Fatehgarh Sahib,7.0,10.0,13.0,12.0,11.0,10.857142857142858
2024-10-26,Punjab,Ferozepur,34.0,26.0,23.0,7.0,27.666666666666668,21.857142857142858
2024-10-26,Punjab,Gurdaspur,4.0,14.0,4.0,7.0,8.666666666666666,5.714285714285714
2024-10-26,Punjab,Jalandhar,1.0,1.0,5.0,2.0,2.6666666666666665,3.142857142857143
2024-10-26,Punjab,Kapurthala,9.0,13.0,3.0,2.0,7.0,4.571428571428571
2024-10-26,Punjab,Ludhiana,15.0,2.0,5.0,1.0,3.3333333333333335,3.2857142857142856
2024-10-26,Punjab,Malerkotla,2.0,2.0,4.0,1.0,2.3333333333333335,2.0
2024-10-26,Punjab,Mansa,7.0,3.0,3.0,7.0,2.6666666666666665,3.4285714285714284
2024-10-26,Punjab,Moga,6.0,4.0,5.0,2.0,4.0,2.7142857142857144
2024-10-26,Punjab,Patiala,11.0,37.0,40.0,35.0,38.333333333333336,30.0
2024-10-26,Punjab,Rupnagar,1.0,1.0,9.0,,3.6666666666666665,
2024-10-26,Punjab,Sangrur,12.0,18.0,8.0,10.0,11.0,12.142857142857142
2024-10-26,Punjab,Shahid Bhagat Singh Nagar,1.0,1.0,4.0,1.0,2.0,1.7142857142857142
2024-10-26,Punjab,Sri Muktsar Sahib,2.0,1.0,4.0,1.0,2.0,2.4285714285714284
2024-10-26,Punjab,Tarn Taran,32.0,18.0,16.0,17.0,19.0,18.0
2024-10-27,Haryana,Ambala,3.0,2.0,1.0,6.0,3.6666666666666665,4.428571428571429
2024-10-27,Haryana,Bhiwani,1.0,2.0,3.0,1.0,2.0,2.4285714285714284
2024-10-27,Haryana,Faridabad,1.0,2.0,2.0,5.0,1.6666666666666667,2.7142857142857144
2024-10-27,Haryana,Fatehabad,1.0,1.0,8.0,8.0,6.666666666666667,5.571428571428571
2024-10-27,Haryana,Gurugram,1.0,1.0,4.0,4.0,2.0,2.4285714285714284
2024-10-27,Haryana,Hisar,3.0,2.0,6.0,7.0,4.666666666666667,4.714285714285714
2024-10-27,Haryana,Jind,1.0,1.0,4.0,3.0,2.3333333333333335,2.2857142857142856
2024-10-27,Haryana,Kaithal,3.0,5.0,3.0,13.0,5.0,6.428571428571429
2024-10-27,Haryana,Karnal,3.0,1.0,5.0,9.0,2.6666666666666665,5.428571428571429
2024-10-27,Haryana,Kurukshetra,3.0,2.0,5.0,3.0,4.666666666666667,4.571428571428571
2024-10-27,Haryana,Palwal,1.0,3.0,1.0,2.0,2.0,1.8571428571428572
2024-10-27,Haryana,Panchkula,1.0,1.0,4.0,4.0,2.0,2.142857142857143
2024-10-27,Haryana,Rewari,1.0,2.0,2.0,2.0,1.6666666666666667,1.7142857142857142
2024-10-27,Haryana,Sirsa,9.0,2.0,2.0,1.0,5.333333333333333,4.714285714285714
2024-10-27,Haryana,Yamunanagar,4.0,5.0,6.0,2.0,4.666666666666667,3.0
2024-10-27,Punjab,Amritsar,13.0,13.0,12.0,14.0,12.666666666666666,10.714285714285714
2024-10-27,Punjab,Barnala,7.0,1.0,1.0,1.0,2.0,1.7142857142857142
2024-10-27,Punjab,Bathinda,12.0,6.0,2.0,2.0,4.666666666666667,6.714285714285714
2024-10-27,Punjab,Faridkot,6.0,5.0,10.0,1.0,6.0,4.285714285714286
2024-10-27,Punjab,Fatehgarh Sahib,39.0,7.0,10.0,14.0,9.0,10.142857142857142
2024-10-27,Punjab,Fazilka,4.0,6.0,2.0,5.0,3.3333333333333335,4.428571428571429
2024-10-27,Punjab,Ferozepur,64.0,34.0,34.0,22.0,31.333333333333332,25.714285714285715
2024-10-27,Punjab,Gurdaspur,18.0,4.0,8.0,2.0,8.666666666666666,5.285714285714286
2024-10-27,Punjab,Hoshiarpur,2.0,1.0,1.0,,1.0,
2024-10-27,Punjab,Jalandhar,5.0,1.0,2.0,5.0,1.3333333333333333,3.0
2024-10-27,Punjab,Kapurthala,6.0,9.0,5.0,2.0,9.0,5.571428571428571
2024-10-27,Punjab,Ludhiana,7.0,15.0,3.0,8.0,6.666666666666667,5.285714285714286
2024-10-27,Punjab,Malerkotla,3.0,2.0,1.0,1.0,1.6666666666666667,2.142857142857143
2024-10-27,Punjab,Mansa,14.0,7.0,2.0,1.0,4.0,3.4285714285714284
2024-10-27,Punjab,Moga,10.0,6.0,3.0,2.0,4.333333333333333,3.2857142857142856
2024-10-27,Punjab,Patiala,28.0,11.0,38.0,27.0,28.666666666666668,26.571428571428573
2024-10-27,Punjab,Rupnagar,3.0,1.0,1.0,1.0,1.0,2.142857142857143
2024-10-27,Punjab,S A S Nagar,3.0,4.0,5.0,1.0,5.0,3.7142857142857144
2024-10-27,Punjab,Sangrur,34.0,12.0,7.0,16.0,12.333333333333334,12.428571428571429
2024-10-27,Punjab,Tarn Taran,29.0,32.0,23.0,23.0,24.333333333333332,20.142857142857142
2024-10-28,Haryana,Ambala,3.0,3.0,8.0,7.0,4.333333333333333,4.0
2024-10-28,Haryana,Bhiwani,4.0,1.0,1.0,1.0,1.3333333333333333,2.4285714285714284
2024-10-28,Haryana,Faridabad,1.0,1.0,1.0,1.0,1.3333333333333333,2.142857142857143
2024-10-28,Haryana,Fatehabad,4.0,1.0,11.0,8.0,4.333333333333333,4.571428571428571
2024-10-28,Haryana,Hisar,7.0,3.0,6.0,4.0,3.6666666666666665,4.142857142857143
2024-10-28,Haryana,Jind,4.0,1.0,2.0,2.0,1.3333333333333333,2.0
2024-10-28,Haryana,Kaithal,3.0,3.0,7.0,5.0,5.0,5.0
2024-10-28,Haryana,Kurukshetra,4.0,3.0,7.0,3.0,4.0,4.571428571428571
2024-10-28,Haryana,Palwal,2.0,1.0,2.0,1.0,2.0,1.7142857142857142
2024-10-28,Haryana,Rewari,2.0,1.0,1.0,2.0,1.3333333333333333,1.5714285714285714
2024-10-28,Haryana,Sirsa,7.0,9.0,12.0,3.0,7.666666666666667,5.857142857142857
2024-10-28,Haryana,Sonipat,1.0,2.0,2.0,11.0,2.0,3.142857142857143
2024-10-28,Haryana,Yamunanagar,2.0,4.0,3.0,3.0,4.0,3.2857142857142856
2024-10-28,Punjab,Amritsar,23.0,13.0,13.0,5.0,13.0,10.571428571428571
2024-10-28,Punjab,Barnala,8.0,7.0,4.0,2.0,4.0,2.5714285714285716
2024-10-28,Punjab,Bathinda,23.0,12.0,6.0,11.0,8.0,8.142857142857142
2024-10-28,Punjab,Faridkot,13.0,6.0,3.0,3.0,4.666666666666667,5.0
2024-10-28,Punjab,Fatehgarh Sahib,5.0,39.0,10.0,6.0,18.666666666666668,13.714285714285714
2024-10-28,Punjab,Fazilka,4.0,4.0,2.0,6.0,4.0,4.285714285714286
2024-10-28,Punjab,Ferozepur,38.0,64.0,26.0,15.0,41.333333333333336,31.714285714285715
2024-10-28,Punjab,Gurdaspur,15.0,18.0,14.0,4.0,12.0,7.571428571428571
2024-10-28,Punjab,Hoshiarpur,3.0,2.0,1.0,1.0,1.3333333333333333,1.2857142857142858
2024-10-28,Punjab,Jalandhar,8.0,5.0,1.0,4.0,2.3333333333333335,3.0
2024-10-28,Punjab,Kapurthala,25.0,6.0,13.0,4.0,9.333333333333334,6.142857142857143
2024-10-28,Punjab,Ludhiana,8.0,7.0,2.0,3.0,8.0,5.142857142857143
2024-10-28,Punjab,Malerkotla,6.0,3.0,2.0,4.0,2.3333333333333335,2.4285714285714284
2024-10-28,Punjab,Mansa,31.0,14.0,3.0,2.0,8.0,5.285714285714286
2024-10-28,Punjab,Moga,14.0,10.0,4.0,1.0,6.666666666666667,4.428571428571429
2024-10-28,Punjab,Pathankot,1.0,1.0,1.0,,1.0,
2024-10-28,Punjab,Patiala,39.0,28.0,37.0,11.0,25.333333333333332,26.714285714285715
2024-10-28,Punjab,Rupnagar,1.0,3.0,1.0,1.0,1.6666666666666667,2.4285714285714284
2024-10-28,Punjab,S A S Nagar,2.0,3.0,6.0,1.0,4.333333333333333,4.0
2024-10-28,Punjab,Sangrur,51.0,34.0,18.0,9.0,21.333333333333332,15.0
2024-10-28,Punjab,Shahid Bhagat Singh Nagar,3.0,1.0,1.0,3.0,1.0,1.7142857142857142
2024-10-28,Punjab,Sri Muktsar Sahib,3.0,2.0,1.0,1.0,1.3333333333333333,2.5714285714285716
2024-10-28,Punjab,Tarn Taran,26.0,29.0,18.0,14.0,26.333333333333332,21.0
2024-10-29,Haryana,Ambala,1.0,3.0,2.0,6.0,2.6666666666666665,3.4285714285714284
2024-10-29,Haryana,Faridabad,2.0,1.0,2.0,6.0,1.3333333333333333,2.142857142857143
2024-10-29,Haryana,Fatehabad,4.0,4.0,1.0,1.0,2.0,4.0
2024-10-29,Haryana,Hisar,3.0,7.0,2.0,6.0,4.0,4.571428571428571
2024-10-29,Haryana,Jhajjar,2.0,2.0,1.0,1.0,3.0,2.4285714285714284
2024-10-29,Haryana,Jind,2.0,4.0,1.0,1.0,2.0,2.2857142857142856
2024-10-29,Haryana,Kaithal,10.0,3.0,5.0,7.0,3.6666666666666665,4.714285714285714
2024-10-29,Haryana,Karnal,2.0,3.0,2.0,12.0,2.0,4.571428571428571
2024-10-29,Haryana,Kurukshetra,2.0,4.0,2.0,4.0,3.0,4.714285714285714
2024-10-29,Haryana,Palwal,6.0,2.0,3.0,3.0,2.0,1.8571428571428572
2024-10-29,Haryana,Panchkula,1.0,1.0,1.0,3.0,1.0,1.7142857142857142
2024-10-29,Haryana,Rewari,3.0,2.0,2.0,2.0,1.6666666666666667,1.5714285714285714
2024-10-29,Haryana,Rohtak,1.0,3.0,2.0,1.0,2.0,1.5714285714285714
2024-10-29,Haryana,Sirsa,3.0,7.0,2.0,1.0,6.0,6.428571428571429
2024-10-29,Haryana,Yamunanagar,1.0,2.0,5.0,1.0,3.6666666666666665,3.142857142857143
2024-10-29,Punjab,Amritsar,27.0,23.0,13.0,3.0,16.333333333333332,13.142857142857142
2024-10-29,Punjab,Barnala,8.0,8.0,1.0,1.0,5.333333333333333,3.4285714285714284
2024-10-29,Punjab,Bathinda,17.0,23.0,6.0,1.0,13.666666666666666,9.857142857142858
2024-10-29,Punjab,Faridkot,13.0,13.0,5.0,3.0,8.0,6.428571428571429
2024-10-29,Punjab,Fatehgarh Sahib,10.0,5.0,7.0,11.0,17.0,13.571428571428571
2024-10-29,Punjab,Fazilka,7.0,4.0,6.0,4.0,4.666666666666667,4.0
2024-10-29,Punjab,Ferozepur,60.0,38.0,34.0,26.0,45.333333333333336,35.0
2024-10-29,Punjab,Gurdaspur,27.0,15.0,4.0,1.0,12.333333333333334,9.142857142857142
2024-10-29,Punjab,Hoshiarpur,2.0,3.0,1.0,1.0,2.0,1.5714285714285714
2024-10-29,Punjab,Jalandhar,5.0,8.0,1.0,3.0,4.666666666666667,3.5714285714285716
2024-10-29,Punjab,Kapurthala,26.0,25.0,9.0,3.0,13.333333333333334,9.142857142857142
2024-10-29,Punjab,Ludhiana,12.0,8.0,15.0,1.0,10.0,5.857142857142857
2024-10-29,Punjab,Malerkotla,10.0,6.0,2.0,1.0,3.6666666666666665,2.7142857142857144
2024-10-29,Punjab,Mansa,36.0,31.0,7.0,6.0,17.333333333333332,9.428571428571429
2024-10-29,Punjab,Moga,8.0,14.0,6.0,2.0,10.0,6.285714285714286
2024-10-29,Punjab,Patiala,57.0,39.0,11.0,22.0,26.0,30.714285714285715
2024-10-29,Punjab,S A S Nagar,1.0,2.0,4.0,6.0,3.0,4.142857142857143
2024-10-29,Punjab,Sangrur,66.0,51.0,12.0,17.0,32.333333333333336,21.0
2024-10-29,Punjab,Shahid Bhagat Singh Nagar,2.0,3.0,1.0,1.0,1.6666666666666667,1.7142857142857142
2024-10-29,Punjab,Sri Muktsar Sahib,4.0,3.0,1.0,8.0,2.0,2.857142857142857
2024-10-29,Punjab,Tarn Taran,40.0,26.0,32.0,15.0,29.0,22.714285714285715
2024-10-30,Haryana,Ambala,4.0,1.0,3.0,1.0,2.3333333333333335,2.7142857142857144
2024-10-30,Haryana,Bhiwani,1.0,4.0,2.0,8.0,2.3333333333333335,2.857142857142857
2024-10-30,Haryana,Charkhi Dadri,1.0,,,,,
2024-10-30,Haryana,Fatehabad,8.0,4.0,1.0,2.0,3.0,4.428571428571429
2024-10-30,Haryana,Gurugram,1.0,1.0,1.0,2.0,1.0,2.0
2024-10-30,Haryana,Jind,2.0,2.0,1.0,3.0,2.3333333333333335,2.4285714285714284
2024-10-30,Haryana,Kaithal,8.0,10.0,3.0,5.0,5.333333333333333,5.142857142857143
2024-10-30,Haryana,Karnal,1.0,2.0,1.0,2.0,2.0,3.142857142857143
2024-10-30,Haryana,Kurukshetra,15.0,2.0,3.0,8.0,3.0,4.428571428571429
2024-10-30,Haryana,Mahendragarh,1.0,1.0,,,,
2024-10-30,Haryana,Palwal,2.0,6.0,1.0,1.0,3.0,2.2857142857142856
2024-10-30,Haryana,Panchkula,1.0,1.0,1.0,1.0,1.0,1.4285714285714286
2024-10-30,Haryana,Rewari,1.0,3.0,1.0,1.0,2.0,1.7142857142857142
2024-10-30,Haryana,Rohtak,1.0,1.0,1.0,1.0,1.6666666666666667,1.5714285714285714
2024-10-30,Haryana,Sirsa,7.0,3.0,9.0,12.0,6.333333333333333,6.714285714285714
2024-10-30,Haryana,Sonipat,1.0,1.0,2.0,3.0,1.6666666666666667,1.7142857142857142
2024-10-30,Haryana,Yamunanagar,1.0,1.0,4.0,1.0,2.3333333333333335,3.142857142857143
2024-10-30,Punjab,Amritsar,12.0,27.0,13.0,15.0,21.0,16.571428571428573
2024-10-30,Punjab,Barnala,8.0,8.0,7.0,2.0,7.666666666666667,4.428571428571429
2024-10-30,Punjab,Bathinda,25.0,17.0,12.0,19.0,17.333333333333332,12.142857142857142
2024-10-30,Punjab,Faridkot,21.0,13.0,6.0,5.0,10.666666666666666,7.857142857142857
2024-10-30,Punjab,Fatehgarh Sahib,22.0,10.0,39.0,13.0,18.0,13.428571428571429
2024-10-30,Punjab,Fazilka,1.0,7.0,4.0,6.0,5.0,4.428571428571429
2024-10-30,Punjab,Ferozepur,36.0,60.0,64.0,23.0,54.0,39.857142857142854
2024-10-30,Punjab,Gurdaspur,17.0,27.0,18.0,4.0,20.0,12.857142857142858
2024-10-30,Punjab,Hoshiarpur,4.0,2.0,2.0,2.0,2.3333333333333335,1.7142857142857142
2024-10-30,Punjab,Jalandhar,7.0,5.0,5.0,5.0,6.0,3.857142857142857
2024-10-30,Punjab,Kapurthala,22.0,26.0,6.0,3.0,19.0,12.428571428571429
2024-10-30,Punjab,Ludhiana,3.0,12.0,7.0,5.0,9.0,7.428571428571429
2024-10-30,Punjab,Malerkotla,6.0,10.0,3.0,4.0,6.333333333333333,4.0
2024-10-30,Punjab,Mansa,28.0,36.0,14.0,3.0,27.0,13.714285714285714
2024-10-30,Punjab,Moga,13.0,8.0,10.0,5.0,10.666666666666666,7.142857142857143
2024-10-30,Punjab,Patiala,33.0,57.0,28.0,40.0,41.333333333333336,35.714285714285715
2024-10-30,Punjab,Rupnagar,3.0,1.0,1.0,1.0,1.6666666666666667,2.4285714285714284
2024-10-30,Punjab,S A S Nagar,4.0,1.0,3.0,3.0,2.0,3.4285714285714284
2024-10-30,Punjab,Sangrur,77.0,66.0,34.0,8.0,50.333333333333336,28.0
2024-10-30,Punjab,Sri Muktsar Sahib,4.0,4.0,2.0,1.0,3.0,2.2857142857142856
2024-10-30,Punjab,Tarn Taran,30.0,40.0,29.0,16.0,31.666666666666668,26.285714285714285
2024-10-31,Haryana,Ambala,3.0,4.0,3.0,1.0,2.6666666666666665,3.142857142857143
2024-10-31,Haryana,Fatehabad,27.0,8.0,4.0,8.0,5.333333333333333,5.285714285714286
2024-10-31,Haryana,Gurugram,2.0,1.0,1.0,1.0,1.0,1.8571428571428572
2024-10-31,Haryana,Hisar,10.0,3.0,3.0,2.0,4.333333333333333,4.142857142857143
2024-10-31,Haryana,Jhajjar,1.0,2.0,6.0,2.0,3.3333333333333335,2.5714285714285716
2024-10-31,Haryana,Jind,9.0,2.0,4.0,4.0,2.6666666666666665,2.2857142857142856
2024-10-31,Haryana,Kaithal,5.0,8.0,3.0,3.0,7.0,5.571428571428571
2024-10-31,Haryana,Karnal,3.0,1.0,3.0,7.0,2.0,3.0
2024-10-31,Haryana,Kurukshetra,9.0,15.0,4.0,5.0,7.0,5.428571428571429
2024-10-31,Haryana,Nuh,2.0,1.0,1.0,,1.3333333333333333,
2024-10-31,Haryana,Palwal,5.0,2.0,2.0,1.0,3.3333333333333335,2.4285714285714284
2024-10-31,Haryana,Panchkula,2.0,1.0,1.0,1.0,1.0,1.4285714285714286
2024-10-31,Haryana,Panipat,1.0,1.0,3.0,11.0,1.6666666666666667,5.0
2024-10-31,Haryana,Rohtak,4.0,1.0,3.0,2.0,1.6666666666666667,1.5714285714285714
2024-10-31,Haryana,Sirsa,11.0,7.0,7.0,2.0,5.666666666666667,6.0
2024-10-31,Haryana,Sonipat,2.0,1.0,2.0,1.0,1.3333333333333333,1.4285714285714286
2024-10-31,Haryana,Yamunanagar,5.0,1.0,2.0,6.0,1.3333333333333333,3.142857142857143
2024-10-31,Punjab,Amritsar,33.0,12.0,23.0,12.0,20.666666666666668,16.142857142857142
2024-10-31,Punjab,Barnala,18.0,8.0,8.0,1.0,8.0,5.285714285714286
2024-10-31,Punjab,Bathinda,46.0,25.0,23.0,2.0,21.666666666666668,13.0
2024-10-31,Punjab,Faridkot,15.0,21.0,13.0,10.0,15.666666666666666,10.142857142857142
2024-10-31,Punjab,Fatehgarh Sahib,56.0,22.0,5.0,10.0,12.333333333333334,14.714285714285714
2024-10-31,Punjab,Fazilka,2.0,1.0,4.0,2.0,4.0,3.7142857142857144
2024-10-31,Punjab,Ferozepur,87.0,36.0,38.0,34.0,44.666666666666664,41.714285714285715
2024-10-31,Punjab,Gurdaspur,31.0,17.0,15.0,8.0,19.666666666666668,14.714285714285714
2024-10-31,Punjab,Hoshiarpur,10.0,4.0,3.0,1.0,3.0,2.0
2024-10-31,Punjab,Jalandhar,20.0,7.0,8.0,2.0,6.666666666666667,4.142857142857143
2024-10-31,Punjab,Kapurthala,50.0,22.0,25.0,5.0,24.333333333333332,15.142857142857142
2024-10-31,Punjab,Ludhiana,25.0,3.0,8.0,3.0,7.666666666666667,7.142857142857143
2024-10-31,Punjab,Malerkotla,4.0,6.0,6.0,1.0,7.333333333333333,4.285714285714286
2024-10-31,Punjab,Mansa,49.0,28.0,31.0,2.0,31.666666666666668,17.285714285714285
2024-10-31,Punjab,Moga,34.0,13.0,14.0,3.0,11.666666666666666,8.285714285714286
2024-10-31,Punjab,Patiala,53.0,33.0,39.0,38.0,43.0,34.714285714285715
2024-10-31,Punjab,Rupnagar,1.0,3.0,3.0,9.0,2.3333333333333335,2.7142857142857144
2024-10-31,Punjab,S A S Nagar,6.0,4.0,2.0,5.0,2.3333333333333335,3.5714285714285716
2024-10-31,Punjab,Sangrur,143.0,77.0,51.0,7.0,64.66666666666667,37.857142857142854
2024-10-31,Punjab,Shahid Bhagat Singh Nagar,5.0,2.0,1.0,1.0,2.0,1.8571428571428572
2024-10-31,Punjab,Sri Muktsar Sahib,7.0,4.0,3.0,4.0,3.6666666666666665,2.7142857142857144
2024-10-31,Punjab,Tarn Taran,50.0,30.0,26.0,23.0,32.0,28.285714285714285
