date,state,district,fire_count,fire_lag_1d,fire_lag_3d,fire_lag_7d,fire_mean_3d,fire_mean_7d
2023-10-01,Haryana,Ambala,2.0,,,,,
2023-10-01,Haryana,Hisar,1.0,,,,,
2023-10-01,Haryana,Jhajjar,1.0,,,,,
2023-10-01,Haryana,Jind,1.0,,,,,
2023-10-01,Haryana,Kaithal,2.0,,,,,
2023-10-01,Haryana,Kurukshetra,4.0,,,,,
2023-10-01,Haryana,Palwal,1.0,,,,,
2023-10-01,Haryana,Panchkula,2.0,,,,,
2023-10-01,Haryana,Panipat,1.0,,,,,
2023-10-01,Haryana,Sonipat,5.0,,,,,
2023-10-01,Haryana,Yamunanagar,3.0,,,,,
2023-10-01,Punjab,Amritsar,59.0,,,,,
2023-10-01,Punjab,Bathinda,1.0,,,,,
2023-10-01,Punjab,Ferozepur,1.0,,,,,
2023-10-01,Punjab,Gurdaspur,1.0,,,,,
2023-10-01,Punjab,Kapurthala,4.0,,,,,
2023-10-01,Punjab,Patiala,5.0,,,,,
2023-10-01,Punjab,S A S Nagar,1.0,,,,,
2023-10-01,Punjab,Tarn Taran,6.0,,,,,
2023-10-02,Haryana,Ambala,17.0,2.0,,,,
2023-10-02,Haryana,Bhiwani,1.0,,,,,
2023-10-02,Haryana,Faridabad,1.0,,,,,
2023-10-02,Haryana,Fatehabad,5.0,,,,,
2023-10-02,Haryana,Hisar,1.0,1.0,,,,
2023-10-02,Haryana,Jhajjar,1.0,1.0,,,,
2023-10-02,Haryana,Jind,1.0,1.0,,,,
2023-10-02,Haryana,Kaithal,7.0,2.0,,,,
2023-10-02,Haryana,Karnal,2.0,,,,,
2023-10-02,Haryana,Kurukshetra,14.0,4.0,,,,
2023-10-02,Haryana,Palwal,6.0,1.0,,,,
2023-10-02,Haryana,Panchkula,3.0,2.0,,,,
2023-10-02,Haryana,Panipat,1.0,1.0,,,,
2023-10-02,Haryana,Rohtak,1.0,,,,,
2023-10-02,Haryana,Sonipat,3.0,5.0,,,,
2023-10-02,Haryana,Yamunanagar,15.0,3.0,,,,
2023-10-02,Punjab,Amritsar,174.0,59.0,,,,
2023-10-02,Punjab,Barnala,1.0,,,,,
2023-10-02,Punjab,Bathinda,5.0,1.0,,,,
2023-10-02,Punjab,Faridkot,2.0,,,,,
2023-10-02,Punjab,Fatehgarh Sahib,4.0,,,,,
2023-10-02,Punjab,Ferozepur,8.0,1.0,,,,
2023-10-02,Punjab,Gurdaspur,1.0,1.0,,,,
2023-10-02,Punjab,Hoshiarpur,1.0,,,,,
2023-10-02,Punjab,Jalandhar,5.0,,,,,
2023-10-02,Punjab,Kapurthala,14.0,4.0,,,,
2023-10-02,Punjab,Ludhiana,1.0,,,,,
2023-10-02,Punjab,Malerkotla,1.0,,,,,
2023-10-02,Punjab,Mansa,3.0,,,,,
2023-10-02,Punjab,Moga,3.0,,,,,
2023-10-02,Punjab,Patiala,21.0,5.0,,,,
2023-10-02,Punjab,Rupnagar,1.0,,,,,
2023-10-02,Punjab,S A S Nagar,11.0,1.0,,,,
2023-10-02,Punjab,Sangrur,8.0,,,,,
2023-10-02,Punjab,Tarn Taran,29.0,6.0,,,,
2023-10-03,Haryana,Ambala,12.0,17.0,,,,
2023-10-03,Haryana,Charkhi Dadri,2.0,,,,,
2023-10-03,Haryana,Fatehabad,1.0,5.0,,,,
2023-10-03,Haryana,Hisar,5.0,1.0,,,,
2023-10-03,Haryana,Jhajjar,4.0,1.0,,,,
2023-10-03,Haryana,Kaithal,5.0,7.0,,,,
2023-10-03,Haryana,Kurukshetra,4.0,14.0,,,,
2023-10-03,Haryana,Mahendragarh,1.0,,,,,
2023-10-03,Haryana,Palwal,7.0,6.0,,,,
2023-10-03,Haryana,Panchkula,1.0,3.0,,,,
2023-10-03,Haryana,Panipat,3.0,1.0,,,,
2023-10-03,Haryana,Rohtak,2.0,1.0,,,,
2023-10-03,Haryana,Sirsa,1.0,,,,,
2023-10-03,Haryana,Sonipat,2.0,3.0,,,,
2023-10-03,Haryana,Yamunanagar,3.0,15.0,,,,
2023-10-03,Punjab,Amritsar,78.0,174.0,,,,
2023-10-03,Punjab,Barnala,2.0,1.0,,,,
2023-10-03,Punjab,Bathinda,2.0,5.0,,,,
2023-10-03,Punjab,Fazilka,1.0,,,,,
2023-10-03,Punjab,Ferozepur,4.0,8.0,,,,
2023-10-03,Punjab,Gurdaspur,3.0,1.0,,,,
2023-10-03,Punjab,Jalandhar,3.0,5.0,,,,
2023-10-03,Punjab,Kapurthala,15.0,14.0,,,,
2023-10-03,Punjab,Patiala,12.0,21.0,,,,
2023-10-03,Punjab,S A S Nagar,4.0,11.0,,,,
2023-10-03,Punjab,Sangrur,5.0,8.0,,,,
2023-10-03,Punjab,Tarn Taran,41.0,29.0,,,,
2023-10-04,Haryana,Ambala,16.0,12.0,2.0,,10.333333333333334,
2023-10-04,Haryana,Fatehabad,5.0,1.0,,,,
2023-10-04,Haryana,Gurugram,3.0,,,,,
2023-10-04,Haryana,Hisar,8.0,5.0,1.0,,2.3333333333333335,
2023-10-04,Haryana,Jind,6.0,1.0,,,,
2023-10-04,Haryana,Kaithal,2.0,5.0,2.0,,4.666666666666667,
2023-10-04,Haryana,Kurukshetra,10.0,4.0,4.0,,7.333333333333333,
2023-10-04,Haryana,Palwal,4.0,7.0,1.0,,4.666666666666667,
2023-10-04,Haryana,Panipat,2.0,3.0,1.0,,1.6666666666666667,
2023-10-04,Haryana,Sirsa,1.0,1.0,,,,
2023-10-04,Haryana,Sonipat,5.0,2.0,5.0,,3.3333333333333335,
2023-10-04,Haryana,Yamunanagar,2.0,3.0,3.0,,7.0,
2023-10-04,Punjab,Amritsar,95.0,78.0,59.0,,103.66666666666667,
2023-10-04,Punjab,Barnala,1.0,2.0,,,,
2023-10-04,Punjab,Bathinda,6.0,2.0,1.0,,2.6666666666666665,
2023-10-04,Punjab,Faridkot,1.0,2.0,,,,
2023-10-04,Punjab,Fatehgarh Sahib,1.0,4.0,,,,
2023-10-04,Punjab,Ferozepur,5.0,4.0,1.0,,4.333333333333333,
2023-10-04,Punjab,Gurdaspur,1.0,3.0,1.0,,1.6666666666666667,
2023-10-04,Punjab,Hoshiarpur,1.0,1.0,,,,
2023-10-04,Punjab,Jalandhar,1.0,3.0,,,,
2023-10-04,Punjab,Kapurthala,13.0,15.0,4.0,,11.0,
2023-10-04,Punjab,Ludhiana,6.0,1.0,,,,
2023-10-04,Punjab,Patiala,17.0,12.0,5.0,,12.666666666666666,
2023-10-04,Punjab,S A S Nagar,8.0,4.0,1.0,,5.333333333333333,
2023-10-04,Punjab,Sangrur,2.0,5.0,,,,
2023-10-04,Punjab,Shahid Bhagat Singh Nagar,1.0,,,,,
2023-10-04,Punjab,Tarn Taran,37.0,41.0,6.0,,25.333333333333332,
2023-10-05,Haryana,Ambala,12.0,16.0,17.0,,15.0,
2023-10-05,Haryana,Bhiwani,1.0,1.0,,,,
2023-10-05,Haryana,Fatehabad,10.0,5.0,5.0,,3.6666666666666665,
2023-10-05,Haryana,Hisar,6.0,8.0,1.0,,4.666666666666667,
2023-10-05,Haryana,Jhajjar,3.0,4.0,1.0,,2.0,
2023-10-05,Haryana,Jind,9.0,6.0,1.0,,2.6666666666666665,
2023-10-05,Haryana,Kaithal,3.0,2.0,7.0,,4.666666666666667,
2023-10-05,Haryana,Kurukshetra,9.0,10.0,14.0,,9.333333333333334,
2023-10-05,Haryana,Nuh,1.0,,,,,
2023-10-05,Haryana,Palwal,5.0,4.0,6.0,,5.666666666666667,
2023-10-05,Haryana,Panipat,4.0,2.0,1.0,,2.0,
2023-10-05,Haryana,Sirsa,3.0,1.0,,,,
2023-10-05,Haryana,Sonipat,2.0,5.0,3.0,,3.3333333333333335,
2023-10-05,Haryana,Yamunanagar,5.0,2.0,15.0,,6.666666666666667,
2023-10-05,Punjab,Amritsar,130.0,95.0,174.0,,115.66666666666667,
2023-10-05,Punjab,Barnala,1.0,1.0,1.0,,1.3333333333333333,
2023-10-05,Punjab,Bathinda,5.0,6.0,5.0,,4.333333333333333,
2023-10-05,Punjab,Faridkot,1.0,1.0,,,,
2023-10-05,Punjab,Fatehgarh Sahib,2.0,1.0,,,,
2023-10-05,Punjab,Fazilka,1.0,1.0,,,,
2023-10-05,Punjab,Ferozepur,8.0,5.0,8.0,,5.666666666666667,
2023-10-05,Punjab,Gurdaspur,6.0,1.0,1.0,,1.6666666666666667,
2023-10-05,Punjab,Jalandhar,9.0,1.0,5.0,,3.0,
2023-10-05,Punjab,Kapurthala,11.0,13.0,14.0,,14.0,
2023-10-05,Punjab,Malerkotla,1.0,1.0,,,,
2023-10-05,Punjab,Mansa,7.0,3.0,,,,
2023-10-05,Punjab,Patiala,20.0,17.0,21.0,,16.666666666666668,
2023-10-05,Punjab,Rupnagar,1.0,1.0,,,,
2023-10-05,Punjab,S A S Nagar,3.0,8.0,11.0,,7.666666666666667,
2023-10-05,Punjab,Sangrur,8.0,2.0,8.0,,5.0,
2023-10-05,Punjab,Tarn Taran,35.0,37.0,29.0,,35.666666666666664,
2023-10-06,Haryana,Ambala,8.0,12.0,12.0,,13.333333333333334,
2023-10-06,Haryana,Fatehabad,9.0,10.0,1.0,,5.333333333333333,
2023-10-06,Haryana,Hisar,5.0,6.0,5.0,,6.333333333333333,
2023-10-06,Haryana,Jhajjar,3.0,3.0,1.0,,2.6666666666666665,
2023-10-06,Haryana,Jind,7.0,9.0,1.0,,5.333333333333333,
2023-10-06,Haryana,Kaithal,4.0,3.0,5.0,,3.3333333333333335,
2023-10-06,Haryana,Karnal,2.0,2.0,,,,
2023-10-06,Haryana,Kurukshetra,3.0,9.0,4.0,,7.666666666666667,
2023-10-06,Haryana,Palwal,2.0,5.0,7.0,,5.333333333333333,
2023-10-06,Haryana,Panchkula,2.0,1.0,2.0,,2.0,
2023-10-06,Haryana,Sirsa,2.0,3.0,1.0,,1.6666666666666667,
2023-10-06,Haryana,Sonipat,1.0,2.0,2.0,,3.0,
2023-10-06,Haryana,Yamunanagar,2.0,5.0,3.0,,3.3333333333333335,
2023-10-06,Punjab,Amritsar,84.0,130.0,78.0,,101.0,
2023-10-06,Punjab,Barnala,2.0,1.0,2.0,,1.3333333333333333,
2023-10-06,Punjab,Bathinda,5.0,5.0,2.0,,4.333333333333333,
2023-10-06,Punjab,Faridkot,3.0,1.0,2.0,,1.3333333333333333,
2023-10-06,Punjab,Ferozepur,5.0,8.0,4.0,,5.666666666666667,
2023-10-06,Punjab,Gurdaspur,2.0,6.0,3.0,,3.3333333333333335,
2023-10-06,Punjab,Jalandhar,5.0,9.0,3.0,,4.333333333333333,
2023-10-06,Punjab,Kapurthala,8.0,11.0,15.0,,13.0,
2023-10-06,Punjab,Ludhiana,3.0,6.0,,,,
2023-10-06,Punjab,Malerkotla,4.0,1.0,,,,
2023-10-06,Punjab,Mansa,1.0,7.0,,,,
2023-10-06,Punjab,Moga,2.0,3.0,,,,
2023-10-06,Punjab,Patiala,19.0,20.0,12.0,,16.333333333333332,
2023-10-06,Punjab,S A S Nagar,5.0,3.0,4.0,,5.0,
2023-10-06,Punjab,Sangrur,12.0,8.0,5.0,,5.0,
2023-10-06,Punjab,Shahid Bhagat Singh Nagar,1.0,1.0,,,,
2023-10-06,Punjab,Tarn Taran,23.0,35.0,41.0,,37.666666666666664,
2023-10-07,Haryana,Ambala,10.0,8.0,16.0,,12.0,
2023-10-07,Haryana,Bhiwani,1.0,1.0,,,,
2023-10-07,Haryana,Faridabad,2.0,1.0,,,,
2023-10-07,Haryana,Fatehabad,4.0,9.0,5.0,,8.0,
2023-10-07,Haryana,Hisar,8.0,5.0,8.0,,6.333333333333333,
2023-10-07,Haryana,Jhajjar,3.0,3.0,4.0,,3.3333333333333335,
2023-10-07,Haryana,Jind,6.0,7.0,6.0,,7.333333333333333,
2023-10-07,Haryana,Kaithal,7.0,4.0,2.0,,3.0,
2023-10-07,Haryana,Kurukshetra,8.0,3.0,10.0,,7.333333333333333,
2023-10-07,Haryana,Palwal,6.0,2.0,4.0,,3.6666666666666665,
2023-10-07,Haryana,Panchkula,2.0,2.0,3.0,,2.0,
2023-10-07,Haryana,Panipat,4.0,4.0,3.0,,3.0,
2023-10-07,Haryana,Rohtak,1.0,2.0,,,,
2023-10-07,Haryana,Sonipat,3.0,1.0,5.0,,2.6666666666666665,
2023-10-07,Haryana,Yamunanagar,9.0,2.0,2.0,,3.0,
2023-10-07,Punjab,Amritsar,88.0,84.0,95.0,,103.0,
2023-10-07,Punjab,Barnala,2.0,2.0,1.0,,1.3333333333333333,
2023-10-07,Punjab,Bathinda,1.0,5.0,6.0,,5.333333333333333,
2023-10-07,Punjab,Faridkot,2.0,3.0,1.0,,1.6666666666666667,
2023-10-07,Punjab,Fatehgarh Sahib,2.0,2.0,4.0,,2.3333333333333335,
2023-10-07,Punjab,Ferozepur,8.0,5.0,5.0,,6.0,
2023-10-07,Punjab,Gurdaspur,5.0,2.0,1.0,,3.0,
2023-10-07,Punjab,Jalandhar,2.0,5.0,1.0,,5.0,
2023-10-07,Punjab,Kapurthala,11.0,8.0,13.0,,10.666666666666666,
2023-10-07,Punjab,Ludhiana,3.0,3.0,1.0,,3.3333333333333335,
2023-10-07,Punjab,Mansa,3.0,1.0,3.0,,3.6666666666666665,
2023-10-07,Punjab,Patiala,13.0,19.0,17.0,,18.666666666666668,
2023-10-07,Punjab,S A S Nagar,3.0,5.0,8.0,,5.333333333333333,
2023-10-07,Punjab,Sangrur,8.0,12.0,2.0,,7.333333333333333,
2023-10-07,Punjab,Tarn Taran,17.0,23.0,37.0,,31.666666666666668,
2023-10-08,Haryana,Ambala,22.0,10.0,12.0,2.0,10.0,11.0
2023-10-08,Haryana,Fatehabad,16.0,4.0,10.0,,7.666666666666667,
2023-10-08,Haryana,Hisar,14.0,8.0,6.0,1.0,6.333333333333333,4.857142857142857
2023-10-08,Haryana,Jhajjar,1.0,3.0,3.0,,3.0,
2023-10-08,Haryana,Jind,16.0,6.0,9.0,,7.333333333333333,
2023-10-08,Haryana,Kaithal,10.0,7.0,3.0,2.0,4.666666666666667,4.285714285714286
2023-10-08,Haryana,Karnal,6.0,2.0,,,,
2023-10-08,Haryana,Kurukshetra,12.0,8.0,9.0,4.0,6.666666666666667,7.428571428571429
2023-10-08,Haryana,Mahendragarh,1.0,1.0,,,,
2023-10-08,Haryana,Palwal,9.0,6.0,5.0,1.0,4.333333333333333,4.428571428571429
2023-10-08,Haryana,Panchkula,2.0,2.0,1.0,,1.6666666666666667,
2023-10-08,Haryana,Panipat,5.0,4.0,2.0,,3.3333333333333335,
2023-10-08,Haryana,Rohtak,2.0,1.0,1.0,,1.3333333333333333,
2023-10-08,Haryana,Sirsa,4.0,2.0,1.0,,2.0,
2023-10-08,Haryana,Sonipat,11.0,3.0,2.0,5.0,2.0,3.0
2023-10-08,Haryana,Yamunanagar,9.0,9.0,5.0,3.0,5.333333333333333,5.571428571428571
2023-10-08,Punjab,Amritsar,70.0,88.0,130.0,59.0,100.66666666666667,101.14285714285714
2023-10-08,Punjab,Faridkot,1.0,2.0,1.0,,2.0,
2023-10-08,Punjab,Fatehgarh Sahib,6.0,2.0,1.0,,1.6666666666666667,
2023-10-08,Punjab,Fazilka,2.0,1.0,,,,
2023-10-08,Punjab,Ferozepur,7.0,8.0,8.0,1.0,7.0,5.571428571428571
2023-10-08,Punjab,Gurdaspur,2.0,5.0,6.0,1.0,4.333333333333333,2.7142857142857144
2023-10-08,Punjab,Jalandhar,1.0,2.0,9.0,,5.333333333333333,
2023-10-08,Punjab,Kapurthala,5.0,11.0,11.0,4.0,10.0,10.857142857142858
2023-10-08,Punjab,Ludhiana,5.0,3.0,6.0,,4.0,
2023-10-08,Punjab,Mansa,4.0,3.0,7.0,,3.6666666666666665,
2023-10-08,Punjab,Patiala,37.0,13.0,20.0,5.0,17.333333333333332,15.285714285714286
2023-10-08,Punjab,S A S Nagar,12.0,3.0,3.0,1.0,3.6666666666666665,5.0
2023-10-08,Punjab,Sangrur,17.0,8.0,8.0,,9.333333333333334,
2023-10-08,Punjab,Tarn Taran,26.0,17.0,35.0,6.0,25.0,26.857142857142858
2023-10-09,Haryana,Ambala,8.0,22.0,8.0,17.0,13.333333333333334,13.857142857142858
2023-10-09,Haryana,Charkhi Dadri,2.0,2.0,,,,
2023-10-09,Haryana,Faridabad,1.0,2.0,,,,
2023-10-09,Haryana,Fatehabad,9.0,16.0,9.0,5.0,9.666666666666666,7.142857142857143
2023-10-09,Haryana,Gurugram,2.0,3.0,,,,
2023-10-09,Haryana,Hisar,9.0,14.0,5.0,1.0,9.0,6.714285714285714
2023-10-09,Haryana,Jhajjar,2.0,1.0,3.0,1.0,2.3333333333333335,2.2857142857142856
2023-10-09,Haryana,Jind,7.0,16.0,7.0,1.0,9.666666666666666,6.571428571428571
2023-10-09,Haryana,Kaithal,9.0,10.0,4.0,7.0,7.0,5.428571428571429
2023-10-09,Haryana,Kurukshetra,2.0,12.0,3.0,14.0,7.666666666666667,8.571428571428571
2023-10-09,Haryana,Palwal,3.0,9.0,2.0,6.0,5.666666666666667,5.571428571428571
2023-10-09,Haryana,Panchkula,2.0,2.0,2.0,,2.0,
2023-10-09,Haryana,Panipat,7.0,5.0,4.0,1.0,4.333333333333333,2.857142857142857
2023-10-09,Haryana,Sonipat,3.0,11.0,1.0,3.0,5.0,3.857142857142857
2023-10-09,Haryana,Yamunanagar,3.0,9.0,2.0,15.0,6.666666666666667,6.428571428571429
2023-10-09,Punjab,Amritsar,13.0,70.0,84.0,174.0,80.66666666666667,102.71428571428571
2023-10-09,Punjab,Bathinda,2.0,1.0,5.0,1.0,3.6666666666666665,3.5714285714285716
2023-10-09,Punjab,Faridkot,3.0,1.0,3.0,,2.0,
2023-10-09,Punjab,Fatehgarh Sahib,5.0,6.0,2.0,,3.3333333333333335,
2023-10-09,Punjab,Ferozepur,3.0,7.0,5.0,8.0,6.666666666666667,6.428571428571429
2023-10-09,Punjab,Jalandhar,3.0,1.0,5.0,5.0,2.6666666666666665,3.7142857142857144
2023-10-09,Punjab,Kapurthala,3.0,5.0,8.0,14.0,8.0,11.0
2023-10-09,Punjab,Ludhiana,2.0,5.0,3.0,,3.6666666666666665,
2023-10-09,Punjab,Mansa,2.0,4.0,1.0,,2.6666666666666665,
2023-10-09,Punjab,Moga,1.0,2.0,,,,
2023-10-09,Punjab,Patiala,19.0,37.0,19.0,21.0,23.0,19.857142857142858
2023-10-09,Punjab,S A S Nagar,1.0,12.0,5.0,11.0,6.666666666666667,6.571428571428571
2023-10-09,Punjab,Sangrur,9.0,17.0,12.0,8.0,12.333333333333334,8.571428571428571
2023-10-09,Punjab,Tarn Taran,17.0,26.0,23.0,29.0,22.0,29.714285714285715
2023-10-10,Haryana,Ambala,1.0,8.0,10.0,12.0,13.333333333333334,12.571428571428571
2023-10-10,Haryana,Bhiwani,1.0,1.0,1.0,,1.0,
2023-10-10,Haryana,Faridabad,1.0,1.0,1.0,,1.3333333333333333,
2023-10-10,Haryana,Fatehabad,16.0,9.0,4.0,1.0,9.666666666666666,7.714285714285714
2023-10-10,Haryana,Hisar,14.0,9.0,8.0,5.0,10.333333333333334,7.857142857142857
2023-10-10,Haryana,Jhajjar,1.0,2.0,3.0,1.0,2.0,2.4285714285714284
2023-10-10,Haryana,Jind,19.0,7.0,6.0,1.0,9.666666666666666,7.428571428571429
2023-10-10,Haryana,Kaithal,4.0,9.0,7.0,5.0,8.666666666666666,5.714285714285714
2023-10-10,Haryana,Karnal,1.0,6.0,2.0,,3.3333333333333335,
2023-10-10,Haryana,Kurukshetra,3.0,2.0,8.0,4.0,7.333333333333333,6.857142857142857
2023-10-10,Haryana,Nuh,1.0,1.0,,,,
2023-10-10,Haryana,Palwal,1.0,3.0,6.0,7.0,6.0,5.142857142857143
2023-10-10,Haryana,Panipat,1.0,7.0,4.0,1.0,5.333333333333333,3.7142857142857144
2023-10-10,Haryana,Sonipat,4.0,3.0,3.0,2.0,5.666666666666667,3.857142857142857
2023-10-10,Punjab,Amritsar,2.0,13.0,88.0,78.0,57.0,79.71428571428571
2023-10-10,Punjab,Bathinda,1.0,2.0,5.0,5.0,2.6666666666666665,3.7142857142857144
2023-10-10,Punjab,Ferozepur,3.0,3.0,8.0,4.0,6.0,5.714285714285714
2023-10-10,Punjab,Mansa,4.0,2.0,3.0,,3.0,
2023-10-10,Punjab,Patiala,3.0,19.0,13.0,12.0,23.0,19.571428571428573
2023-10-10,Punjab,Sangrur,11.0,9.0,8.0,5.0,11.333333333333334,8.714285714285714
2023-10-10,Punjab,Sri Muktsar Sahib,1.0,,,,,
2023-10-10,Punjab,Tarn Taran,1.0,17.0,17.0,41.0,20.0,28.0
2023-10-11,Haryana,Ambala,3.0,1.0,22.0,16.0,10.333333333333334,11.0
2023-10-11,Haryana,Bhiwani,1.0,1.0,1.0,,1.0,
2023-10-11,Haryana,Faridabad,1.0,1.0,2.0,,1.3333333333333333,
2023-10-11,Haryana,Fatehabad,17.0,16.0,16.0,5.0,13.666666666666666,9.857142857142858
2023-10-11,Haryana,Hisar,4.0,14.0,14.0,8.0,12.333333333333334,9.142857142857142
2023-10-11,Haryana,Jind,20.0,19.0,16.0,6.0,14.0,10.0
2023-10-11,Haryana,Kaithal,8.0,4.0,10.0,2.0,7.666666666666667,5.571428571428571
2023-10-11,Haryana,Karnal,3.0,1.0,2.0,,3.0,
2023-10-11,Haryana,Kurukshetra,1.0,3.0,12.0,10.0,5.666666666666667,6.714285714285714
2023-10-11,Haryana,Palwal,8.0,1.0,9.0,4.0,4.333333333333333,4.285714285714286
2023-10-11,Haryana,Panchkula,5.0,2.0,2.0,2.0,2.0,2.0
2023-10-11,Haryana,Panipat,5.0,1.0,5.0,3.0,4.333333333333333,3.7142857142857144
2023-10-11,Haryana,Sirsa,3.0,4.0,3.0,,3.0,
2023-10-11,Haryana,Sonipat,10.0,4.0,11.0,5.0,6.0,4.142857142857143
2023-10-11,Haryana,Yamunanagar,3.0,3.0,9.0,3.0,7.0,4.714285714285714
2023-10-11,Punjab,Amritsar,10.0,2.0,70.0,95.0,28.333333333333332,68.85714285714286
2023-10-11,Punjab,Bathinda,1.0,1.0,1.0,2.0,1.3333333333333333,3.142857142857143
2023-10-11,Punjab,Fatehgarh Sahib,3.0,5.0,2.0,,4.333333333333333,
2023-10-11,Punjab,Fazilka,2.0,2.0,1.0,,1.3333333333333333,
2023-10-11,Punjab,Ferozepur,13.0,3.0,7.0,5.0,4.333333333333333,5.571428571428571
2023-10-11,Punjab,Malerkotla,1.0,4.0,1.0,,2.0,
2023-10-11,Punjab,Mansa,6.0,4.0,4.0,3.0,3.3333333333333335,3.4285714285714284
2023-10-11,Punjab,Moga,1.0,1.0,3.0,,2.0,
2023-10-11,Punjab,Patiala,18.0,3.0,37.0,17.0,19.666666666666668,18.285714285714285
2023-10-11,Punjab,S A S Nagar,2.0,1.0,3.0,4.0,5.333333333333333,5.142857142857143
2023-10-11,Punjab,Sangrur,17.0,11.0,17.0,2.0,12.333333333333334,9.571428571428571
2023-10-11,Punjab,Tarn Taran,10.0,1.0,26.0,37.0,14.666666666666666,22.285714285714285
2023-10-12,Haryana,Ambala,13.0,3.0,8.0,12.0,4.0,9.142857142857142
2023-10-12,Haryana,Bhiwani,1.0,1.0,1.0,,1.0,
2023-10-12,Haryana,Faridabad,1.0,1.0,1.0,,1.0,
2023-10-12,Haryana,Fatehabad,20.0,17.0,9.0,10.0,14.0,11.571428571428571
2023-10-12,Haryana,Gurugram,1.0,2.0,,,,
2023-10-12,Haryana,Hisar,15.0,4.0,9.0,6.0,9.0,8.571428571428571
2023-10-12,Haryana,Jhajjar,3.0,1.0,1.0,4.0,1.3333333333333333,2.4285714285714284
2023-10-12,Haryana,Jind,14.0,20.0,7.0,9.0,15.333333333333334,12.0
2023-10-12,Haryana,Kaithal,10.0,8.0,9.0,3.0,7.0,6.428571428571429
2023-10-12,Haryana,Karnal,2.0,3.0,6.0,,3.3333333333333335,
2023-10-12,Haryana,Kurukshetra,10.0,1.0,2.0,9.0,2.0,5.428571428571429
2023-10-12,Haryana,Palwal,4.0,8.0,3.0,5.0,4.0,4.857142857142857
2023-10-12,Haryana,Panchkula,6.0,5.0,2.0,3.0,3.0,2.4285714285714284
2023-10-12,Haryana,Panipat,2.0,5.0,7.0,2.0,4.333333333333333,4.0
2023-10-12,Haryana,Rewari,1.0,,,,,
2023-10-12,Haryana,Sirsa,3.0,3.0,2.0,,3.0,
2023-10-12,Haryana,Sonipat,6.0,10.0,3.0,2.0,5.666666666666667,4.857142857142857
2023-10-12,Haryana,Yamunanagar,7.0,3.0,9.0,2.0,5.0,4.714285714285714
2023-10-12,Punjab,Amritsar,28.0,10.0,13.0,130.0,8.333333333333334,56.714285714285715
2023-10-12,Punjab,Barnala,2.0,2.0,1.0,,1.6666666666666667,
2023-10-12,Punjab,Bathinda,5.0,1.0,2.0,6.0,1.3333333333333333,3.0
2023-10-12,Punjab,Faridkot,5.0,3.0,2.0,2.0,2.0,1.8571428571428572
2023-10-12,Punjab,Fatehgarh Sahib,11.0,3.0,6.0,4.0,4.666666666666667,3.2857142857142856
2023-10-12,Punjab,Fazilka,1.0,2.0,1.0,,1.6666666666666667,
2023-10-12,Punjab,Ferozepur,10.0,13.0,3.0,8.0,6.333333333333333,6.714285714285714
2023-10-12,Punjab,Gurdaspur,2.0,2.0,2.0,1.0,3.0,2.857142857142857
2023-10-12,Punjab,Jalandhar,1.0,3.0,2.0,3.0,2.0,3.4285714285714284
2023-10-12,Punjab,Kapurthala,4.0,3.0,11.0,15.0,6.333333333333333,9.428571428571429
2023-10-12,Punjab,Ludhiana,3.0,2.0,3.0,,3.3333333333333335,
2023-10-12,Punjab,Malerkotla,2.0,1.0,1.0,,2.0,
2023-10-12,Punjab,Mansa,11.0,6.0,2.0,7.0,4.0,3.857142857142857
2023-10-12,Punjab,Moga,2.0,1.0,2.0,,1.3333333333333333,
2023-10-12,Punjab,Patiala,29.0,18.0,19.0,20.0,13.333333333333334,18.428571428571427
2023-10-12,Punjab,Rupnagar,4.0,1.0,,,,
2023-10-12,Punjab,S A S Nagar,10.0,2.0,12.0,8.0,5.0,4.857142857142857
2023-10-12,Punjab,Sangrur,8.0,17.0,9.0,8.0,12.333333333333334,11.714285714285714
2023-10-12,Punjab,Tarn Taran,19.0,10.0,17.0,35.0,9.333333333333334,18.428571428571427
2023-10-13,Haryana,Ambala,13.0,13.0,1.0,8.0,5.666666666666667,9.285714285714286
2023-10-13,Haryana,Bhiwani,2.0,1.0,1.0,,1.0,
2023-10-13,Haryana,Faridabad,1.0,1.0,1.0,,1.0,
2023-10-13,Haryana,Fatehabad,20.0,20.0,16.0,9.0,17.666666666666668,13.0
2023-10-13,Haryana,Gurugram,3.0,1.0,3.0,,2.0,
2023-10-13,Haryana,Hisar,12.0,15.0,14.0,5.0,11.0,9.857142857142858
2023-10-13,Haryana,Jhajjar,3.0,3.0,2.0,3.0,2.0,2.2857142857142856
2023-10-13,Haryana,Jind,10.0,14.0,19.0,7.0,17.666666666666668,12.714285714285714
2023-10-13,Haryana,Kaithal,9.0,10.0,4.0,4.0,7.333333333333333,7.428571428571429
2023-10-13,Haryana,Karnal,2.0,2.0,1.0,,2.0,
2023-10-13,Haryana,Kurukshetra,11.0,10.0,3.0,3.0,4.666666666666667,5.571428571428571
2023-10-13,Haryana,Palwal,8.0,4.0,1.0,2.0,4.333333333333333,4.714285714285714
2023-10-13,Haryana,Panchkula,3.0,6.0,2.0,1.0,4.333333333333333,2.857142857142857
2023-10-13,Haryana,Panipat,1.0,2.0,1.0,4.0,2.6666666666666665,4.0
2023-10-13,Haryana,Rohtak,5.0,2.0,2.0,,1.6666666666666667,
